No	Mag	X	Y
3033	17.68	-557.96	539.52
3034	16.47	-562.67	70.05
3036	17.02	-554.16	360.52
3037	17.72	-560.38	-697.36
3038	10.71	-545.66	370.64
3039	16.25	-555.80	-665.55
3040	15.11	-551.61	-529.22
3041	17.07	-547.25	-371.92
3044	17.13	-539.27	-428.44
3045	14.60	-528.81	523.60
3047	16.79	-521.95	-551.11
3051	12.80	-506.51	211.16
3053	17.45	-506.17	248.98
3055	17.70	-501.10	499.90
3057	16.01	-492.56	359.91
3058	13.85	-485.87	485.34
3059	16.26	-484.82	284.80
3061	17.20	-465.88	538.01
3062	17.19	-466.87	-428.45
3063	16.06	-461.30	75.72
3066	16.19	-455.86	-121.19
3067	17.15	-452.50	-54.59
3068	17.48	-448.80	231.06
3069	12.96	-443.50	369.09
3070	13.79	-450.64	-709.06
3073	17.01	-438.85	425.48
3074	16.82	-438.18	-207.75
3075	16.00	-436.24	41.90
3076	11.08	-427.87	398.98
3077	17.52	-433.71	-362.05
3078	16.54	-423.00	302.89
3080	11.19	-409.07	671.48
3081	17.21	-412.93	147.95
3083	10.64	-407.68	290.16
3084	17.03	-405.76	-26.74
3086	17.36	-404.61	-657.11
3087	17.09	-399.51	-538.82
3089	16.17	-387.98	302.02
3090	17.12	-386.90	-359.38
3093	17.51	-375.65	-587.61
3094	17.28	-373.82	-310.84
3095	17.34	-373.40	-461.52
3098	17.44	-357.31	58.15
3099	17.20	-358.77	-393.77
3101	17.29	-351.29	-104.52
3103	10.89	-353.35	-662.83
3105	16.84	-345.18	-725.35
3106	17.89	-339.43	-10.38
3108	16.90	-334.69	311.87
3109	15.65	-335.06	249.45
3111	17.54	-332.68	-299.08
3114	16.60	-328.10	-240.89
3115	16.29	-330.77	-701.40
3117	15.41	-322.43	250.57
3118	14.57	-321.31	202.55
3119	15.72	-322.20	46.53
3120	17.60	-322.02	-167.70
3121	16.83	-321.01	7.52
3124	16.97	-319.01	-385.59
3125	17.33	-313.59	326.75
3126	16.98	-313.59	77.69
3128	16.06	-308.89	417.36
3130	17.11	-310.21	-332.21
3131	14.04	-304.75	407.13
3133	12.64	-305.10	86.04
3134	10.96	-306.79	-747.78
3138	17.61	-297.95	-157.63
3139	16.71	-295.17	102.79
3141	17.78	-289.36	138.76
3143	12.89	-285.08	151.34
3144	16.09	-287.51	-606.11
3151	16.49	-271.41	363.13
3156	14.46	-262.06	567.21
3157	15.63	-264.17	118.23
3158	17.19	-265.39	-140.99
3161	17.69	-262.00	-323.44
3163	16.84	-255.95	-238.25
3166	16.48	-242.53	248.35
3169	14.67	-242.74	199.75
3170	16.30	-241.23	224.94
3171	16.47	-237.88	351.56
3174	16.69	-232.32	-337.37
3175	14.35	-232.23	-663.40
3176	17.54	-227.41	174.48
3177	16.28	-230.68	-630.97
3178	15.60	-226.13	-206.56
3181	15.40	-220.20	222.45
3183	17.27	-221.09	-365.03
3191	15.37	-210.90	84.40
3192	17.52	-211.22	-379.47
3195	16.70	-196.12	-113.67
3198	17.60	-189.17	273.35
3204	17.68	-184.69	356.15
3205	17.69	-183.81	198.32
3206	15.91	-182.88	52.50
3208	17.46	-174.34	-369.38
3209	16.20	-170.55	402.93
3210	17.22	-164.87	-41.16
3213	17.80	-164.73	-477.46
3214	17.66	-161.72	73.44
3215	17.20	-161.27	228.25
3216	16.83	-156.53	420.29
3217	16.39	-157.30	146.03
3218	16.39	-157.30	146.03
3221	13.34	-153.50	504.93
3223	16.52	-152.00	543.35
3224	16.84	-149.24	-526.73
3225	15.29	-146.01	165.20
3226	17.03	-143.78	483.29
3227	14.50	-141.55	265.40
3229	16.79	-140.47	-431.90
3230	16.71	-138.92	-377.28
3231	13.31	-136.62	560.12
3234	16.18	-129.54	3.15
3235	17.84	-130.88	-580.82
3236	15.70	-131.09	-672.70
3239	17.99	-124.68	286.96
3241	17.65	-121.66	-263.89
3243	17.23	-120.95	64.93
3245	17.61	-116.14	-330.51
3246	16.76	-113.15	-250.70
3250	17.44	-102.88	-50.31
3251	17.18	-103.17	-206.91
3253	17.31	-102.33	-523.23
3255	17.60	-98.41	82.89
3257	16.15	-95.92	-104.32
3260	17.03	-93.60	-407.38
3262	17.58	-89.31	503.58
3264	15.96	-85.47	278.49
3266	16.91	-85.57	207.67
3268	14.85	-84.44	27.66
3270	16.20	-81.47	129.06
3272	10.72	-78.13	511.36
3273	14.19	-77.23	150.66
3282	16.35	-67.47	91.84
3284	16.13	-65.86	270.06
3285	16.42	-64.57	171.04
3288	16.67	-60.05	452.51
3289	17.27	-60.36	172.24
3291	17.84	-57.46	261.05
3295	17.51	-49.32	-46.18
3297	12.02	-46.26	240.03
3298	17.71	-45.22	-210.59
3304	17.81	-37.02	-626.58
3305	17.92	-36.67	-89.99
3311	17.99	-29.47	181.81
3312	17.79	-28.46	-604.97
3313	17.49	-26.73	48.61
3314	17.48	-26.52	494.50
3315	17.34	-25.50	-364.83
3318	16.23	-19.63	213.01
3319	12.33	-18.52	-667.43
3321	17.68	-16.89	10.20
3326	17.03	-7.00	274.82
3338	16.93	5.64	-133.80
3339	17.01	7.13	-725.70
3340	15.49	7.03	154.80
3341	17.51	8.43	144.00
3343	13.51	9.97	-681.25
3344	16.72	9.92	-362.44
3351	16.87	22.77	-585.75
3353	14.61	23.84	234.62
3355	15.20	28.50	-671.63
3360	15.68	32.49	-183.00
3363	17.53	33.77	39.01
3365	17.22	36.62	-19.79
3368	11.56	39.09	477.70
3369	11.64	41.81	566.56
3371	16.89	43.45	254.43
3372	17.64	45.29	-282.00
3373	14.86	46.36	126.02
3374	17.43	49.32	-46.18
3379	13.93	54.74	174.03
3380	16.87	56.77	-450.04
3381	17.33	56.16	166.83
3382	16.82	57.32	395.48
3384	16.09	58.95	175.24
3386	15.67	59.96	543.16
3390	17.10	67.61	-16.76
3391	17.43	69.35	-292.78
3392	16.77	70.40	3.64
3393	10.86	69.84	450.12
3396	17.58	72.02	-165.56
3399	16.51	76.00	28.25
3400	17.25	77.44	5.45
3403	16.72	79.77	341.49
3405	14.97	84.22	174.67
3411	15.82	92.70	140.48
3413	17.44	95.30	-571.27
3416	17.46	96.69	271.30
3417	16.11	96.94	129.69
3422	17.24	102.55	-646.93
3426	16.88	106.77	129.10
3430	16.46	112.54	51.11
3434	16.80	119.69	-4.07
3439	17.89	126.37	-474.55
3441	17.14	131.99	-448.12
3443	17.21	131.86	-389.90
3444	15.59	129.98	414.82
3447	17.16	134.03	-112.64
3458	17.15	150.35	116.61
3459	16.68	150.32	129.21
3460	17.13	149.44	457.49
3462	14.87	156.81	-696.67
3469	17.66	163.13	71.04
3470	15.72	167.91	352.50
3471	17.26	173.05	47.07
3475	16.37	183.23	-54.30
3476	17.20	184.66	-61.50
3478	14.26	185.74	38.11
3479	17.13	186.96	93.32
3480	16.81	191.88	-529.62
3484	16.32	197.91	571.12
3485	17.34	205.93	-484.54
3487	17.21	210.77	-258.23
3488	15.96	211.68	-501.93
3489	15.86	209.84	363.45
3490	17.03	211.73	-137.61
3491	17.81	213.22	-533.15
3492	17.89	211.89	560.97
3493	13.88	215.22	56.22
3494	15.97	215.37	382.08
3497	14.52	224.88	-249.78
3501	17.17	225.19	374.92
3502	17.83	226.20	470.97
3504	17.44	233.85	-24.11
3505	16.00	236.85	-405.18
3506	16.99	236.75	-43.90
3507	16.23	245.39	-85.87
3510	17.95	248.16	556.93
3512	17.23	255.91	-543.19
3513	15.11	257.14	-187.23
3514	17.84	257.21	-204.64
3517	16.19	257.12	124.80
3519	16.07	260.33	-268.84
3520	13.33	259.54	-97.81
3521	17.57	261.37	-186.01
3522	17.22	258.60	411.09
3523	17.63	262.77	-183.01
3525	16.87	270.04	-523.31
3527	15.17	268.20	448.35
3528	17.16	270.18	38.45
3529	11.85	270.85	189.68
3530	17.34	275.41	-167.35
3532	10.45	274.40	608.11
3533	15.18	280.58	209.53
3534	16.47	285.40	-469.81
3535	17.69	288.99	-615.71
3536	13.67	295.59	-516.59
3539	17.97	294.58	480.92
3541	16.68	300.40	-352.67
3542	15.85	297.47	199.42
3543	17.70	302.76	0.22
3544	17.40	308.62	-560.96
3545	15.19	305.97	441.36
3546	17.02	307.49	418.55
3548	15.42	315.34	-747.14
3549	15.72	310.89	56.67
3550	16.07	313.03	-330.40
3552	15.24	317.47	137.72
3553	14.84	321.81	-378.97
3554	14.09	321.20	-24.89
3555	16.20	327.44	-617.32
3557	16.92	333.75	-240.25
3558	16.70	352.39	-280.36
3559	17.70	351.36	-114.72
3560	14.66	354.31	-359.58
3561	14.18	354.67	-418.41
3562	13.93	356.54	-42.08
3563	12.33	360.54	-448.39
3564	17.02	362.92	-376.33
3565	13.35	367.82	-695.78
3567	17.04	372.77	-150.59
3568	17.13	382.70	-366.01
3569	17.22	385.34	-337.18
3571	14.35	387.85	-497.46
3572	14.24	388.14	76.36
3573	17.60	397.91	-513.60
3574	17.23	397.17	-206.85
3575	16.63	393.49	513.99
3577	17.01	407.33	-439.69
3578	17.19	400.11	563.28
3579	17.46	407.92	-521.95
3580	16.62	407.30	342.38
3581	17.78	412.26	-144.32
3582	15.80	418.30	-579.53
3583	16.70	415.46	-193.51
3586	15.19	418.23	191.81
3589	9.46	432.32	366.59
3590	14.96	447.70	-698.87
3591	13.82	447.81	-351.74
3592	16.08	450.41	-145.84
3593	17.43	454.01	-241.84
3594	14.27	452.17	161.47
3595	15.08	452.18	159.67
3596	10.43	448.60	603.33
3597	16.41	454.29	-101.39
3598	12.93	458.57	-455.53
3599	16.77	462.02	-705.98
3600	9.82	457.31	220.33
3601	17.03	461.11	-71.93
3602	16.92	458.23	278.56
3603	17.91	469.79	-610.39
3604	16.52	462.33	459.91
3605	17.66	467.59	-3.46
3606	11.45	475.21	-576.71
3607	17.42	472.60	70.41
3608	17.48	481.17	-108.97
3609	16.82	478.65	186.30
3610	16.43	481.59	333.40
3611	16.19	485.59	32.71
3613	16.69	491.84	-199.52
3614	11.93	486.77	382.07
3615	17.50	494.82	-378.39
3616	17.03	506.99	-470.15
3617	17.53	508.39	-309.83
3618	17.45	508.46	-160.96
3619	17.76	522.31	-746.37
3620	14.92	518.36	-161.47
3621	17.24	514.69	236.45
3622	17.26	514.12	298.88
3623	13.85	516.76	316.92
3624	16.33	520.20	96.64
3625	16.80	529.29	-423.73
3626	17.06	529.82	121.34
3628	17.64	548.70	-669.22
3629	15.95	542.99	500.92
3630	17.77	551.47	-368.28
3631	13.27	553.04	-385.08
3632	9.25	554.98	-437.31
3633	13.46	556.83	-626.49
3634	16.37	555.25	-34.47
3635	16.46	567.36	-681.67
3636	15.08	563.43	134.88
3637	17.48	568.73	-251.64
3639	13.19	566.60	376.26
3640	17.45	577.48	-554.81
3641	17.19	574.60	550.51
3642	11.91	581.81	-10.79
3643	17.45	592.38	452.81
3644	17.15	608.29	-641.03
3645	16.26	609.28	184.60
3646	15.92	610.51	329.31
3647	16.68	612.83	245.88
3648	16.82	623.88	-118.40
3649	15.48	640.07	-300.14
3650	11.61	645.32	-16.70
3651	16.29	658.93	-581.63
3652	17.27	658.64	49.49
3653	16.19	663.06	32.73
3654	17.47	668.12	-156.93
3655	10.47	681.71	-463.03
3656	17.47	681.13	-180.19
3657	17.73	675.56	280.85
3658	17.42	677.64	225.03
3659	17.16	687.67	-136.88
3660	11.43	772.92	-583.91
3661	9.96	-695.86	-342.75
3662	13.58	-684.41	587.29
3663	12.51	-641.73	173.56
3664	17.94	-590.60	489.42
3665	14.04	-580.83	-52.82
3666	16.77	-577.47	-275.57
3667	18.14	-574.44	-256.39
3668	18.12	-560.23	453.65
3669	18.24	-563.75	-37.99
3670	18.30	-569.17	-577.72
3671	17.11	-550.66	-577.28
3672	18.27	-534.92	-119.90
3673	18.10	-525.97	231.76
3674	13.40	-508.29	-141.15
3675	17.47	-471.64	-319.74
3676	12.68	-448.96	-141.05
3677	17.24	-439.66	-398.63
3678	18.41	-428.46	504.06
3679	13.12	-435.10	-543.98
3680	18.04	-421.38	-419.78
3681	17.23	-415.94	122.17
3682	18.09	-405.68	372.39
3683	18.36	-390.60	-690.24
3684	17.67	-371.69	434.57
3685	13.07	-374.97	-270.61
3686	16.74	-355.83	-603.35
3687	18.30	-344.81	31.66
3688	18.25	-327.90	-451.58
3689	16.77	-325.05	-203.09
3691	18.14	-315.17	45.89
3692	17.64	-312.22	321.34
3693	18.15	-300.70	-143.21
3694	18.46	-300.31	-603.04
3695	18.50	-279.06	232.33
3696	17.34	-283.38	-633.75
3697	18.02	-281.06	-453.02
3698	18.21	-272.85	66.07
3699	18.22	-272.16	209.49
3700	18.26	-210.58	168.41
3701	18.01	-182.23	-181.52
3702	18.01	-179.43	-189.33
3703	18.39	-173.21	-4.53
3704	18.36	-168.25	240.87
3705	18.06	-70.32	63.05
3706	16.96	-69.11	-94.76
3707	12.61	-67.05	443.51
3708	18.15	-62.42	-424.83
3709	16.87	-51.18	-547.31
3710	18.23	-46.47	-8.38
3711	18.03	-29.70	-245.40
3713	18.35	-23.97	-91.19
3714	18.28	-18.55	-741.32
3715	17.54	-16.84	188.41
3717	18.27	-1.41	-256.21
3718	18.02	0.00	-207.01
3719	18.29	15.48	35.40
3720	18.27	16.82	259.82
3721	18.25	22.34	466.28
3723	18.37	78.01	-411.00
3724	18.30	85.05	-379.78
3725	18.47	94.92	-344.36
3726	16.86	101.97	-324.54
3727	18.47	102.42	199.90
3728	18.17	107.63	-323.93
3729	18.23	115.46	0.12
3730	18.17	114.66	386.57
3732	12.36	125.30	628.55
3733	18.42	129.06	208.96
3734	14.29	164.92	415.51
3735	18.09	193.46	-574.04
3736	18.38	194.47	-455.76
3739	18.28	254.73	-280.86
3742	18.30	350.92	-498.88
3743	18.28	347.30	84.49
3744	18.24	369.88	-574.44
3745	18.13	375.60	-364.25
3746	18.17	372.74	277.31
3747	18.46	375.54	-142.77
3748	18.18	378.44	-153.56
3749	18.33	389.03	353.05
3750	18.40	390.03	410.09
3751	18.03	416.52	42.95
3752	18.43	433.47	217.74
3753	17.90	448.27	-54.63
3754	17.37	462.22	-729.41
3755	18.25	481.41	-137.18
3756	17.35	478.24	559.74
3757	18.29	532.40	-452.52
3759	18.15	617.10	-272.77
3760	12.13	619.73	508.38
3761	18.19	662.14	-491.48
3762	17.57	655.17	225.36
3763	18.50	664.07	-293.27
3764	15.45	665.72	-72.90
3765	14.94	689.08	322.45
3801	9.96	-863.68	275.12
3803	9.86	-755.39	-658.65
3804	6.47	-713.10	-359.36
3805	10.91	-665.08	-621.22
3807	11.65	-650.83	-745.78
3808	11.58	-662.54	196.03
3809	12.23	-626.92	-10.91
3810	12.08	-503.95	-447.96
3811	12.80	-460.06	396.24
3813	8.42	-404.08	206.71
3815	10.82	-295.31	-735.82
3816	8.96	-242.15	-986.11
3817	9.77	-163.55	-1059.13
3818	12.26	-201.68	684.65
3819	11.61	-111.36	-785.68
3820	11.51	-124.87	823.19
3822	11.69	-64.39	-909.56
3823	12.55	-115.00	896.50
3826	12.09	132.56	-690.12
3827	13.24	90.21	809.30
3828	12.37	163.50	-1041.68
3829	10.04	113.77	821.36
3830	8.77	245.20	-1027.60
3831	11.92	212.65	724.94
3832	12.52	244.57	422.43
3833	12.61	307.79	-933.51
3835	12.84	322.58	-1018.24
3837	12.81	403.39	-684.75
3838	12.81	431.55	-1014.61
3839	10.95	390.41	554.80
3845	8.27	525.69	-647.79
3846	7.87	555.16	-893.38
3847	13.07	566.59	376.86
3848	11.91	581.93	914.22
3849	12.14	588.27	709.29
3850	12.10	625.89	704.33
3853	12.68	687.93	865.06
3854	13.00	697.15	683.62
3855	11.45	748.21	-225.60
3856	11.93	766.33	-100.46
3857	12.66	761.15	790.35
3858	11.22	849.80	-578.69
3859	9.96	-1314.13	-603.63
3860	10.23	-1230.98	-591.50
3861	9.97	-1013.39	767.13
3862	11.32	-1004.39	-775.44
3863	10.11	-567.03	-1225.50
3864	11.97	-547.06	-1397.42
3865	11.20	-1075.46	219.42
3866	9.67	-1013.39	767.13
3867	9.88	-851.44	887.45
3868	10.68	-789.19	676.54
3869	10.62	-729.79	743.59
3870	11.82	89.38	1320.68
3871	11.81	-129.33	-1153.08
3872	10.66	-33.23	-1474.90
3873	12.81	1.44	-1258.56
3874	8.02	983.25	-793.82
3875	10.84	1094.45	-325.30
3876	12.26	1161.98	-709.56
3877	8.60	1180.02	-407.84
3878	8.61	1177.81	103.71
3879	11.14	1310.50	-201.22
3880	11.75	172.14	1234.18
3881	10.49	395.97	1138.59
3882	13.41	887.99	773.78
3883	12.55	966.45	422.89
3884	12.63	1004.14	507.74
3885	12.58	1096.78	635.90
3886	12.14	1188.74	647.58
3887	13.27	1188.74	647.58
4001	20.00	-856.56	-179.66
4002	20.00	-856.38	-731.90
4003	20.00	-850.32	-613.54
4004	20.00	-838.15	-562.02
4005	20.00	-807.04	-578.66
4006	20.00	-807.39	-905.17
4007	20.00	-782.21	-226.95
4008	20.00	-783.07	-390.91
4009	20.00	-785.31	-862.73
4010	20.00	-769.22	-208.51
4011	20.00	-765.50	-668.14
4012	20.00	-755.80	51.92
4013	20.00	-755.31	-15.94
4014	20.00	-745.39	-226.24
4015	20.00	-710.82	-66.95
4016	20.00	-713.90	-536.55
4017	20.00	-711.11	-540.19
4018	20.00	-694.23	-441.26
4019	20.00	-680.39	-1.88
4020	20.00	-681.69	-698.56
4021	20.00	-673.53	-136.45
4022	20.00	-659.66	-158.22
4023	20.00	-658.91	-335.96
4024	20.00	-636.08	-450.31
4025	20.00	-616.88	3.99
4026	20.00	-617.85	-471.52
4027	10.16	-831.26	-675.72
4029	20.00	-597.29	-409.27
4033	20.00	-590.56	-444.17
4034	20.00	-583.56	-179.46
4037	20.00	-574.44	-256.39
4038	20.00	-563.75	-37.99
4039	20.00	-566.46	-591.56
4041	20.00	-560.83	-454.06
4042	20.00	-555.18	-169.53
4043	20.00	-550.39	30.91
4044	20.00	-553.42	-568.85
4046	20.00	-536.75	-16.04
4048	20.00	-534.92	-119.90
4050	20.00	-525.77	-198.62
4052	20.00	-514.72	-382.42
4054	20.00	-490.61	-546.56
4055	20.00	-471.64	-320.34
4057	20.00	-466.06	-329.99
4060	20.00	-458.78	-306.63
4062	20.00	-448.04	-740.93
4064	20.00	-436.02	70.11
4065	20.00	-440.66	-710.34
4066	20.00	-436.42	-901.51
4067	20.00	-419.77	-15.23
4068	20.00	-421.38	-419.78
4070	20.00	-408.85	-257.18
4071	20.00	-407.62	-283.60
4073	20.00	-409.72	-772.44
4074	20.00	-407.48	-858.41
4075	20.00	-401.93	-81.98
4078	20.00	-378.50	-164.36
4080	20.00	-378.33	-561.77
4084	20.00	-367.13	-370.91
4086	20.00	-362.83	-144.06
4087	20.00	-364.77	-665.76
4089	20.00	-355.83	-603.35
4090	20.00	-349.25	-229.96
4091	20.00	-344.81	31.66
4092	20.00	-342.14	466.79
4094	20.00	-347.30	-605.80
4095	20.00	-342.26	-11.56
4096	20.00	-338.93	305.29
4098	20.00	-334.04	881.86
4099	20.00	-341.36	-329.64
4100	20.00	-340.60	-203.60
4102	20.00	-332.40	-11.62
4106	20.00	-330.14	-106.45
4108	20.00	-327.90	-451.58
4109	20.00	-330.40	-883.50
4110	20.00	-328.26	-760.29
4111	20.00	-325.05	-203.69
4113	20.00	-322.32	-220.51
4118	20.00	-314.92	-413.83
4123	20.00	-308.89	-610.21
4125	20.00	-302.09	382.50
4126	20.00	-300.70	-143.21
4127	20.00	-300.31	-603.04
4131	20.00	-274.73	820.79
4135	20.00	-274.05	-471.06
4136	20.00	-273.37	-330.60
4138	20.00	-272.36	-414.64
4139	20.00	-265.06	814.12
4140	20.00	-268.18	-134.38
4146	20.00	-257.59	326.45
4151	20.00	-251.78	-254.47
4154	20.00	-231.87	451.78
4157	20.00	-227.41	-173.56
4158	20.00	-225.59	-73.35
4159	20.00	-222.22	768.25
4164	20.00	-221.32	-424.45
4165	20.00	-218.65	-467.08
4167	20.00	-213.10	244.63
4170	20.00	-212.13	-244.43
4172	20.00	-207.36	654.04
4174	20.00	-208.72	-468.32
4175	20.00	-208.91	-909.85
4177	20.00	-205.25	-295.46
4178	20.00	-195.70	802.99
4181	20.00	-190.13	-9.88
4183	20.00	-184.51	829.39
4185	20.00	-179.89	970.04
4186	20.00	-182.23	-181.52
4187	20.00	-179.43	-189.33
4189	20.00	-178.57	-366.37
4190	20.00	-174.95	-110.73
4191	20.00	-173.21	-3.93
4192	20.00	-170.70	-105.34
4193	20.00	-165.97	62.05
4194	20.00	-165.19	-150.97
4195	20.00	-164.67	26.64
4196	20.00	-163.22	-449.85
4197	20.00	-164.22	-795.18
4200	20.00	-155.00	-41.19
4201	20.00	-145.71	-816.86
4205	20.00	-130.08	968.08
4208	20.00	-126.04	918.77
4209	20.00	-125.76	427.41
4210	20.00	-124.31	452.62
4215	20.00	-119.91	-106.67
4216	20.00	-115.00	896.50
4217	20.00	-118.74	-898.06
4218	20.00	-117.18	-150.48
4220	20.00	-117.00	-750.82
4221	20.00	-116.98	-740.61
4222	20.00	-115.23	-579.04
4223	20.00	-114.73	-334.72
4225	20.00	-108.58	636.92
4226	20.00	-108.91	471.19
4229	20.00	-103.24	-245.32
4230	20.00	-102.66	-711.20
4231	20.00	-101.16	-670.35
4233	20.00	-98.64	-46.11
4235	20.00	-97.25	-53.32
4236	20.00	-96.61	312.71
4240	20.00	-93.98	-638.53
4242	20.00	-93.65	-437.39
4244	20.00	-85.86	19.27
4246	20.00	-86.21	-210.54
4248	20.00	-83.19	-83.94
4250	20.00	-75.25	579.81
4251	20.00	-75.67	-789.34
4253	20.00	-69.11	-95.36
4254	20.00	-68.95	37.24
4256	20.00	-67.87	-235.77
4258	20.00	-63.61	-219.57
4259	20.00	-62.51	756.38
4260	20.00	-62.42	-424.83
4261	20.00	-60.23	291.65
4263	20.00	-59.72	-559.31
4264	20.00	-54.60	314.45
4267	20.00	-47.88	-7.78
4268	20.00	-46.15	381.06
4269	20.00	-46.77	-375.02
4271	20.00	-45.63	-723.28
4272	20.00	-42.29	-68.38
4276	20.00	-38.33	-471.67
4277	20.00	-33.98	-314.42
4279	20.00	-32.52	-243.00
4280	20.00	-32.62	-411.05
4282	20.00	-31.24	-494.49
4283	20.00	-31.07	-182.40
4284	20.00	-29.70	-245.40
4289	20.00	-23.99	-118.80
4291	20.00	-14.12	-190.20
4293	20.00	-2.82	-112.80
4294	20.00	-1.41	-256.21
4295	20.00	0.00	-207.01
4296	20.00	1.40	459.08
4297	20.00	1.40	433.26
4299	20.00	4.22	82.80
4300	20.00	9.85	28.20
4302	20.00	9.88	-120.60
4303	20.00	12.67	24.60
4304	20.00	12.70	-81.00
4305	20.00	15.48	35.40
4308	20.00	16.82	260.42
4309	20.00	16.82	256.22
4310	20.00	19.89	-496.89
4312	20.00	22.73	-487.89
4318	20.00	34.89	505.31
4322	20.00	39.82	-560.52
4326	20.00	44.11	-586.94
4328	20.00	53.67	-175.78
4331	20.00	68.56	349.88
4333	20.00	68.95	36.64
4335	20.00	72.55	-578.51
4338	20.00	73.76	-418.21
4340	20.00	74.73	-78.55
4341	20.00	75.46	-627.15
4342	20.00	74.52	81.05
4343	20.00	78.01	-411.00
4344	20.00	77.81	-269.96
4346	20.00	85.06	-380.38
4347	20.00	85.47	-655.36
4348	20.00	89.21	-318.56
4349	20.00	88.88	771.44
4350	20.00	90.19	820.11
4351	20.00	93.43	-299.35
4352	20.00	94.81	-282.54
4353	20.00	94.92	-344.36
4356	20.00	96.53	363.12
4358	20.00	99.00	-250.73
4361	20.00	101.97	-324.54
4362	20.00	107.63	-323.93
4364	20.00	109.13	-369.54
4367	20.00	111.50	571.47
4368	20.00	115.46	0.12
4369	20.00	114.66	386.57
4370	20.00	116.95	-40.08
4372	20.00	119.94	-786.87
4374	20.00	124.49	-910.07
4376	20.00	123.82	41.54
4378	20.00	125.66	470.63
4381	20.00	130.76	80.55
4384	20.00	131.82	818.40
4385	20.00	138.63	-845.72
4386	20.00	136.66	543.90
4387	20.00	136.15	750.51
4389	20.00	142.41	-638.44
4393	20.00	147.76	32.59
4396	20.00	151.14	-177.41
4397	20.00	155.26	-135.99
4399	20.00	159.41	-606.57
4402	20.00	162.39	802.27
4403	20.00	164.89	426.92
4404	20.00	166.73	-194.76
4405	20.00	166.72	-192.97
4406	20.00	167.97	792.07
4407	20.00	175.13	724.20
4412	20.00	182.42	-241.53
4413	20.00	185.95	-888.88
4416	20.00	192.53	-720.00
4417	20.00	192.67	-341.72
4419	20.00	192.82	24.93
4420	20.00	197.25	-438.34
4421	20.00	197.89	-215.67
4422	20.00	198.03	538.70
4423	20.00	206.44	-235.44
4424	20.00	207.65	-177.83
4426	20.00	215.48	-380.05
4428	20.00	215.43	1.01
4429	20.00	220.28	-519.91
4430	20.00	220.47	-205.39
4436	20.00	242.06	31.12
4439	20.00	258.03	-384.09
4445	20.00	266.84	-147.58
4446	20.00	266.11	7.23
4449	20.00	275.74	-820.04
4451	20.00	275.84	32.48
4452	20.00	275.83	34.28
4453	20.00	275.76	332.54
4455	20.00	286.14	-56.28
4458	20.00	292.88	3.17
4459	20.00	296.80	-207.45
4466	20.00	320.76	-696.04
4467	20.00	324.42	-837.24
4469	20.00	322.26	-210.31
4470	20.00	328.72	-838.42
4471	20.00	329.60	-255.88
4472	20.00	330.50	-167.66
4474	20.00	341.47	-346.45
4475	20.00	341.00	652.35
4478	20.00	354.34	305.39
4480	20.00	361.98	-450.78
4482	20.00	358.60	943.36
4483	20.00	369.88	-574.44
4484	20.00	371.51	-388.89
4486	20.00	375.60	-364.25
4488	20.00	378.44	-153.56
4491	20.00	388.47	-380.38
4492	20.00	389.03	353.65
4493	20.00	387.31	600.42
4494	20.00	390.03	410.09
4496	20.00	433.55	388.82
4498	20.00	507.28	587.65
4499	20.00	524.65	371.63
4500	20.00	553.41	716.11
4501	20.00	596.97	416.23
4502	20.00	633.69	631.11
4503	20.00	662.77	530.53
4504	20.00	692.41	951.15
4505	20.00	718.19	993.64
4506	20.00	726.53	886.06
4507	20.00	732.91	612.60
4508	20.00	737.94	337.52
4509	20.00	748.79	572.56
4510	20.00	768.18	583.66
4511	20.00	771.70	831.40
4512	20.00	816.42	720.26
4513	20.00	825.59	477.58
4514	20.00	824.32	750.45
4515	20.00	931.71	821.50
5012	13.67	-209.14	-200.63
5014	14.16	-206.30	-195.24
5063	13.61	-167.98	-140.16
5066	14.19	-165.17	-143.76
5342	14.43	-4.24	-244.81
5401	12.97	19.69	72.61
5623	14.33	137.35	-319.06
5635	13.67	148.34	-190.01
5657	15.26	159.53	-149.18
5698	13.50	183.89	-258.92
5733	13.99	213.82	56.21
5773	13.75	256.32	-9.02
5774	13.67	256.60	-69.02
