No	Mag	X	Y
5226	19.69	-80.01	-559.30
5227	18.37	-72.14	-1441.11
5229	18.72	-59.79	1020.86
5230	18.00	-48.80	427.88
5231	15.95	-45.71	770.17
5232	18.46	-41.53	-2003.66
5233	18.61	-33.62	-904.77
5234	16.28	-31.56	470.49
5239	13.10	18.41	1379.05
5240	17.68	20.16	204.61
5241	15.79	23.57	-1493.00
5244	15.68	58.14	1292.32
5245	19.80	59.29	-121.18
5246	15.50	70.61	139.84
5248	18.74	83.48	1460.49
5253	17.59	96.71	-1096.58
5254	18.06	99.60	-2169.71
5257	19.11	112.95	1611.98
5259	18.34	136.05	-1779.11
5260	16.15	135.61	-733.40
5261	18.29	135.02	-413.94
5264	17.72	143.76	1738.89
5266	17.77	174.42	-1744.60
5271	17.70	219.02	-1325.77
5272	18.87	215.88	711.64
5275	12.26	240.60	1441.04
5276	19.99	253.78	-2041.55
5278	15.90	261.65	1100.81
5281	18.15	278.36	76.74
5282	19.48	298.61	63.02
5284	19.08	305.75	763.08
5286	16.69	317.89	-58.72
5287	19.10	322.60	-807.41
5290	19.67	326.54	-52.68
5291	17.69	329.50	-69.47
5292	19.63	339.58	-1652.37
5295	19.20	383.38	-1842.01
5297	17.14	388.99	-1217.41
5299	14.91	399.75	-1858.89
5300	16.38	390.64	389.96
5301	16.62	405.25	-1779.64
5305	18.76	462.19	-2138.53
5307	19.55	479.64	-1844.66
5309	16.69	467.84	1763.06
5310	18.09	495.93	-2069.26
5312	15.07	486.06	1152.16
5314	11.62	524.84	-2168.00
5317	13.72	544.92	-1861.29
5319	14.04	549.52	-2084.18
5320	17.96	561.37	-1486.60
5321	15.07	581.00	-1546.24
5326	15.37	580.72	1052.46
5328	17.87	592.06	180.68
5329	18.54	613.15	-1870.01
5331	16.47	600.39	913.08
5335	17.64	663.38	105.67
5337	19.66	688.68	-1864.12
5338	16.46	690.94	-2110.12
5340	18.76	673.87	1294.94
5341	19.52	696.30	1324.74
5342	15.85	723.50	-1176.88
5343	18.88	732.56	-1651.57
5345	18.43	743.16	-75.48
5346	15.92	768.48	-1839.38
5348	18.83	770.67	-1764.34
5349	15.25	759.09	1427.45
5353	19.76	797.46	1163.91
5354	17.67	836.69	-1841.31
5355	14.74	817.28	1173.21
5356	18.42	846.68	-771.97
5358	17.58	869.73	-1750.28
5359	18.79	865.72	-1152.17
5360	18.14	867.79	-1329.96
5361	17.39	887.09	-1840.91
5362	18.84	891.10	-1555.47
5363	18.28	884.97	-674.16
5364	15.19	857.15	1763.53
5365	17.91	910.81	-2207.60
5366	13.88	871.03	1200.48
5367	16.56	916.59	-1345.79
5368	14.68	888.66	1270.06
5369	16.21	927.46	-1628.26
5370	17.80	902.32	1314.89
5371	15.33	918.96	333.75
5372	19.00	943.44	-1371.48
5373	19.10	972.53	-2140.31
5374	19.56	978.29	-2239.89
5375	16.89	973.16	158.46
5376	15.74	981.10	-3.04
5377	16.29	1008.83	-1629.32
5378	15.26	981.60	1023.26
5380	19.41	1031.46	-1983.87
5381	14.87	1002.53	437.08
5382	18.86	998.46	835.72
5383	17.73	1022.01	-447.73
5384	13.99	1021.76	1210.71
5385	17.87	1063.03	-1383.53
5386	18.69	1051.39	-59.74
5387	16.89	1070.55	-1291.13
5388	17.61	1076.82	-1113.20
5389	14.14	1102.07	-1831.09
5390	18.10	1100.33	819.34
5391	16.38	1098.83	1385.22
5392	18.83	1148.94	-1118.95
5395	16.23	1141.26	767.10
5396	19.00	1160.92	-479.51
5399	15.01	1163.37	818.06
5400	15.25	1187.21	-663.80
5401	19.26	1204.55	-1649.62
5402	17.64	1170.87	797.13
5403	17.87	1186.23	294.54
5404	18.60	1175.49	1129.12
5405	17.70	1221.78	-1254.93
5406	18.26	1196.77	1477.76
5407	19.70	1215.25	970.80
5408	14.19	1266.89	-1743.30
5410	18.76	1245.61	618.58
5411	19.34	1245.61	1364.03
7005	10.41	-3681.12	-2933.45
7007	13.92	-3544.39	-1457.18
7008	12.27	-3503.73	-1014.10
7010	12.83	-3428.95	-766.81
7015	10.85	-3509.67	-3140.79
7019	11.28	-3341.23	-1827.06
7020	14.82	-3331.33	-2708.30
7021	13.32	-3319.45	-2298.84
7022	14.98	-3243.04	-834.79
7023	9.51	-3158.43	558.87
7024	12.48	-3053.82	-385.83
7025	14.24	-2959.00	842.60
7026	13.73	-3049.59	-1628.79
7028	11.70	-3084.75	-2904.76
7029	12.55	-2921.92	458.44
7032	12.70	-3001.99	-2906.38
7033	14.25	-2777.79	205.21
7037	14.92	-2750.03	124.18
7038	12.08	-2704.18	1341.47
7039	14.71	-2744.17	45.22
7041	14.47	-2815.39	-2174.25
7042	11.60	-2762.60	-1687.87
7044	14.40	-2637.13	963.84
7045	13.88	-2614.98	653.19
7046	12.02	-2589.30	393.04
7047	14.13	-2581.60	156.73
7049	13.52	-2575.27	-289.42
7050	14.68	-2612.04	-2330.61
7054	11.43	-2581.42	-2944.82
7058	14.73	-2443.42	564.95
7060	14.25	-2448.08	-140.53
7064	13.67	-2349.31	418.32
7067	14.64	-2356.65	-1143.32
7071	14.84	-2287.42	-683.30
7073	11.48	-2266.10	-1340.70
7074	15.37	-2256.41	-1119.74
7075	14.59	-2181.42	920.37
7076	13.42	-2184.74	810.43
7078	14.66	-2193.52	-949.99
7079	14.71	-2132.49	26.19
7080	15.35	-2059.67	941.66
7081	12.05	-2116.75	-1110.92
7082	11.02	-2097.45	-848.32
7085	14.95	-2015.93	-297.96
7089	12.83	-1789.31	877.83
7090	14.42	-1865.02	-2240.01
7091	15.03	-1802.69	-1216.08
7092	13.52	-1776.97	-822.84
7095	11.49	-1690.66	1160.64
7097	12.16	-1704.47	-868.33
7102	15.07	-1702.23	-2201.55
7103	13.07	-1697.75	-2202.22
7104	11.52	-1613.64	375.39
7106	12.54	-1549.93	107.88
7107	14.00	-1598.66	-2756.16
7109	12.53	-1583.96	-3136.47
7110	14.44	-1521.72	0.17
7111	18.05	-1488.53	1252.52
7112	15.25	-1499.02	467.31
7113	10.86	-1564.96	-2802.49
7115	10.10	-1515.55	-2368.46
7116	13.38	-1436.05	-1584.36
7117	13.55	-1471.42	-3345.85
7120	15.60	-1349.90	1114.06
7122	15.15	-1333.56	53.04
7126	16.29	-1173.96	1135.12
7129	11.10	-1127.38	-2333.51
7132	14.49	-1059.89	1037.81
7133	11.84	-1047.79	1085.20
7134	12.35	-1027.81	1185.49
7141	14.07	-926.62	1082.63
7144	12.33	-921.17	-3065.30
7145	13.58	-904.21	-2905.97
7148	10.38	-810.37	1407.03
7148	11.72	-810.37	1407.03
7148	10.38	-810.36	1408.23
7148	11.72	-810.36	1408.23
7152	13.88	-775.65	942.68
7161	11.31	-733.60	-1457.73
7163	15.28	-669.30	1328.65
7173	12.9	-486.94	-1601.06
7176	14.21	-385.70	-1433.15
7180	12.66	-378.05	-1960.65
7181	11.53	-358.97	1549.64
7183	13.65	-333.32	-917.98
7186	14.37	-307.14	-3131.45
7192	12.88	-257.99	-2408.20
7197	14.24	-214.72	-1878.76
7199	14.02	-179.08	-1838.30
7206	12.61	-125.95	-2825.42
7207	14.92	-128.95	-2824.20
7213	13.14	-17.90	-2435.22
7219	10.67	10.46	-2589.88
7219	12.21	10.46	-2589.88
7219	10.68	10.46	-2589.88
7227	11.29	88.10	1153.27
7235	13.1	174.59	44.61
7246	14.68	325.18	-398.98
7248	10.66	362.80	1069.43
7254	13.25	442.94	-421.82
7259	10.52	490.16	1176.27
8001	12.71	-994.82	4352.97
8002	8.37	793.33	4123.12
8003	13.60	49.09	4065.48
8004	10.70	459.51	3868.89
8005	11.22	-1874.92	3933.48
8006	13.53	262.69	3829.92
8007	13.79	-1855.90	3404.29
8008	12.94	-2044.35	3239.32
8009	12.03	1210.40	2749.12
8012	13.49	1001.25	2159.40
8013	13.80	-1062.30	2023.42
8014	12.38	-765.13	2052.24
8015	12.84	-429.87	1981.79
8017	13.58	-211.25	1792.90
8019	13.79	1148.16	1410.33
8020	13.02	925.56	1385.83
8021	10.02	-1199.87	1462.11
8021	10.38	-1199.87	1462.11
8021	11.40	-1199.87	1462.11
8023	12.27	-1553.91	1331.53
8024	11.77	658.05	1162.22
8026	14.58	-1974.02	1019.28
8028	9.91	1376.87	1048.33
8029	13.78	349.29	919.59
8030	13.90	1706.56	911.75
8034	11.23	-1722.82	711.33
8041	11.58	-2298.24	3929.64
8043	12.09	-2313.32	3475.42
8044	12.99	-2139.14	740.00
8046	12.66	228.28	4303.49
8047	13.49	-2280.00	4062.06
8048	11.45	-1190.26	3920.71
8051	12.40	391.78	2765.98
8051	12.73	391.78	2765.98
8051	12.40	391.78	2765.98
8051	12.73	391.78	2765.98
8052	12.57	-983.66	2814.89
8053	12.84	-1529.02	2804.78
8054	13.43	-58.51	2563.11
8055	9.92	-1943.78	2535.44
8057	14.02	-636.43	2457.55
8058	9.81	-2083.71	2280.63
8059	13.02	-2353.34	2270.24
8060	14.69	51.85	2147.94
8061	13.64	1095.65	2052.01
8062	11.40	185.13	2089.43
8064	9.84	1708.55	1847.74
8066	14.99	-980.89	1801.31
8067	9.32	1594.80	1289.11
8068	13.62	1132.20	1251.30
8069	13.42	1717.31	1183.75
8071	14.89	778.97	1031.19
8072	10.20	-2152.77	961.72
8076	13.16	1331.36	252.66
8078	10.01	1754.76	-19.34
