# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Dec 10 23:58:11 CET 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.35, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.017873 0.09000 9.39794 0.0900000036 1.0816895962    0.090 -3.432  3.3575  5.206    0 13.350 22.995 20.372 18.481 16.268 13.995 11.372 10.729 10.406
0.017873 0.09000 9.39794 0.0955582857 1.1328942776    0.096 -3.332  3.3714  5.188    0 13.100 22.710 20.107 18.221 16.015 13.745 11.123 10.480 10.155
0.017873 0.09000 9.39794 0.1000000015 1.1711064577    0.100 -3.256  3.3819  5.174    0 12.910 22.493 19.905 18.024 15.822 13.554 10.933 10.290 9.965
0.017873 0.09000 9.39794 0.1200000048 1.3193155527    0.120 -3.000  3.4146  5.128    1 12.271 21.767 19.230 17.362 15.176 12.915 10.295 9.655 9.324
0.017873 0.09000 9.39794 0.1300523877 1.3821759224    0.130 -2.903  3.4259  5.110    0 12.027 21.015 18.644 16.810 14.735 12.549 10.071 9.430 9.098
0.017873 0.09000 9.39794 0.1400000006 1.4384527206    0.140 -2.813  3.4362  5.094    0 11.803 20.236 18.034 16.244 14.290 12.188 9.871 9.230 8.899
0.017873 0.09000 9.39794 0.1599999964 1.5372931957    0.160 -2.671  3.4501  5.066    1 11.448 19.203 17.196 15.465 13.661 11.667 9.548 8.905 8.578
0.017873 0.09000 9.39794 0.2000000030 1.6938791275    0.200 -2.456  3.4689  5.023    1 10.911 17.848 16.067 14.392 12.775 10.942 9.055 8.410 8.092
0.017873 0.09000 9.39794 0.2500000000 1.8403258324    0.250 -2.253  3.4854  4.982    0 10.402 16.737 15.106 13.469 11.992 10.302 8.586 7.938 7.632
0.017873 0.09000 9.39794 0.3000000119 1.9529139996    0.300 -2.093  3.4970  4.948    1 10.003 15.976 14.428 12.818 11.425 9.829 8.215 7.564 7.268
