# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Wed Dec  4 02:51:55 CET 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.3, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 9.87506 0.0900000036 1.0816895962    0.090 -3.422  3.3633  5.219    1 13.324 23.066 20.338 18.432 16.191 13.905 11.333 10.690 10.385
0.01471 0.00000 9.87506 0.1000000015 1.1711064577    0.100 -3.238  3.3895  5.186    1 12.865 22.544 19.852 17.955 15.726 13.446 10.875 10.233 9.924
0.01471 0.00000 9.87506 0.1200000048 1.3193155527    0.120 -2.971  3.4248  5.140    1 12.199 21.368 18.860 17.001 14.883 12.675 10.228 9.586 9.271
0.01471 0.00000 9.87506 0.1400000006 1.4384527206    0.140 -2.789  3.4447  5.103    1 11.742 19.858 17.669 15.895 14.012 11.968 9.819 9.174 8.858
0.01471 0.00000 9.87506 0.1599999964 1.5372931957    0.160 -2.647  3.4582  5.074    1 11.389 18.850 16.852 15.122 13.390 11.467 9.499 8.852 8.539
0.01471 0.00000 9.87506 0.2000000030 1.6938791275    0.200 -2.429  3.4770  5.028    1 10.843 17.518 15.735 14.061 12.515 10.756 8.999 8.350 8.045
0.01471 0.00000 9.87506 0.2500000000 1.8403258324    0.250 -2.219  3.4933  4.980    1 10.318 16.410 14.775 13.135 11.724 10.116 8.515 7.864 7.569
0.01471 0.00000 9.87506 0.3000000119 1.9529139996    0.300 -2.056  3.5038  4.938    1 9.909 15.682 14.124 12.516 11.178 9.650 8.130 7.477 7.191
0.01471 0.00000 9.87506 0.3500000238 2.0434176922    0.350 -1.905  3.5124  4.889    1 9.533 15.066 13.565 11.984 10.699 9.234 7.774 7.116 6.837
0.01471 0.00000 9.87506 0.4000000358 2.1185026169    0.400 -1.761  3.5235  4.847    1 9.172 14.452 12.997 11.443 10.217 8.829 7.440 6.776 6.506
