# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Wed Dec  4 00:02:50 CET 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.1, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 9.87506 0.0900000036 1.0816895962    0.090 -3.422  3.3633  5.219    1 13.324 22.761 20.092 18.235 16.051 13.790 11.276 10.654 10.362
0.01471 0.00000 9.87506 0.1000000015 1.1711064577    0.100 -3.238  3.3895  5.186    1 12.865 22.239 19.606 17.758 15.587 13.331 10.817 10.197 9.901
0.01471 0.00000 9.87506 0.1200000048 1.3193155527    0.120 -2.971  3.4248  5.140    1 12.199 21.064 18.613 16.803 14.743 12.560 10.171 9.550 9.248
0.01471 0.00000 9.87506 0.1400000006 1.4384527206    0.140 -2.789  3.4447  5.103    1 11.742 19.553 17.421 15.697 13.869 11.852 9.761 9.138 8.835
0.01471 0.00000 9.87506 0.1599999964 1.5372931957    0.160 -2.647  3.4582  5.074    1 11.389 18.546 16.603 14.924 13.245 11.350 9.441 8.816 8.516
0.01471 0.00000 9.87506 0.2000000030 1.6938791275    0.200 -2.429  3.4770  5.028    1 10.843 17.213 15.484 13.864 12.367 10.639 8.941 8.314 8.023
0.01471 0.00000 9.87506 0.2500000000 1.8403258324    0.250 -2.219  3.4933  4.980    1 10.318 16.106 14.524 12.938 11.574 9.998 8.457 7.827 7.546
0.01471 0.00000 9.87506 0.3000000119 1.9529139996    0.300 -2.056  3.5038  4.938    1 9.909 15.377 13.872 12.319 11.027 9.532 8.072 7.440 7.168
0.01471 0.00000 9.87506 0.3500000238 2.0434176922    0.350 -1.905  3.5124  4.889    1 9.533 14.762 13.312 11.787 10.547 9.115 7.716 7.080 6.815
0.01471 0.00000 9.87506 0.4000000358 2.1185026169    0.400 -1.761  3.5235  4.847    1 9.172 14.148 12.744 11.246 10.064 8.710 7.382 6.739 6.483
