# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Jun  8 19:25:14 CEST 2022
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=.0837, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.020322 0.15000 8.84510 0.6500595808 2.3520691395    0.650 -1.046  3.6045  4.666    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.51e-15      0.00 6.969e-01 2.828e-01 3.644e-03 9.831e-04 8.916e-03 -1.000 2.028e-02 7.384 11.342 9.898 8.538 7.609 6.745 5.776 5.069 4.904
0.020322 0.15000 8.84510 0.6960238218 2.3760240078    0.696 -0.907  3.6287  4.654    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -8.8e-15      0.00 6.972e-01 2.826e-01 3.641e-03 9.824e-04 8.910e-03 -1.000 2.019e-02 7.036 10.732 9.258 7.964 7.093 6.375 5.487 4.793 4.662
0.020322 0.15000 8.84510 0.7000299096 2.3779411316    0.700 -0.895  3.6308  4.653    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.03e-15      0.00 6.972e-01 2.826e-01 3.641e-03 9.824e-04 8.910e-03 -1.000 2.019e-02 7.007 10.675 9.202 7.915 7.050 6.344 5.463 4.770 4.643
0.020322 0.15000 8.84510 0.7299777865 2.3915092945    0.730 -0.803  3.6502  4.657    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-14      0.00 6.974e-01 2.824e-01 3.609e-03 9.810e-04 8.905e-03 -1.000 2.023e-02 6.778 10.105 8.719 7.511 6.704 6.103 5.287 4.630 4.525
0.020322 0.15000 8.84510 0.7500000000 2.3998889923    0.750 -0.745  3.6627  4.661    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-14      0.00 6.973e-01 2.824e-01 3.592e-03 9.807e-04 8.908e-03 -1.000 2.027e-02 6.632 9.678 8.406 7.259 6.498 5.947 5.177 4.557 4.461
0.020322 0.15000 8.84510 0.8000000119 2.4187245369    0.800 -0.616  3.6817  4.636    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-14      0.00 6.976e-01 2.821e-01 3.588e-03 9.797e-04 8.899e-03 -1.000 2.024e-02 6.311 8.923 7.850 6.796 6.111 5.616 4.915 4.357 4.271
0.020322 0.15000 8.84510 0.8500000238 2.4350347519    0.850 -0.493  3.7002  4.613    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-14      0.00 6.981e-01 2.818e-01 3.584e-03 9.787e-04 8.890e-03 -1.000 2.017e-02 6.002 8.228 7.345 6.374 5.759 5.305 4.667 4.165 4.088
0.020322 0.15000 8.84510 0.8999999762 2.4492788315    0.899 -0.375  3.7176  4.590    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.83e-14      0.00 6.985e-01 2.814e-01 3.579e-03 9.774e-04 8.879e-03 -1.000 2.017e-02 5.708 7.603 6.895 5.996 5.438 5.017 4.436 3.984 3.913
0.020322 0.15000 8.84510 0.9499999881 2.4618122578    0.950 -0.262  3.7334  4.564    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-14      0.00 6.990e-01 2.808e-01 3.573e-03 9.758e-04 8.864e-03 -1.000 2.018e-02 5.426 7.044 6.488 5.651 5.139 4.745 4.213 3.803 3.739
0.020322 0.15000 8.84510 0.9627145529 2.4647617340    0.962 -0.234  3.7372  4.556    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-14      0.00 6.992e-01 2.806e-01 3.572e-03 9.754e-04 8.860e-03 -1.000 2.016e-02 5.354 6.909 6.388 5.566 5.065 4.677 4.157 3.756 3.694
0.020322 0.15000 8.84510 1.0000000000 2.4729156494    1.000 -0.152  3.7480  4.534    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.78e-14      0.00 6.998e-01 2.801e-01 3.566e-03 9.738e-04 8.846e-03 -1.000 2.010e-02 5.151 6.518 6.106 5.328 4.859 4.489 4.001 3.625 3.569
0.020322 0.15000 8.84510 1.0094928741 2.4748811722    1.009 -0.132  3.7505  4.528    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.94e-14      0.00 7.000e-01 2.799e-01 3.564e-03 9.733e-04 8.842e-03 -1.000 2.009e-02 5.101 6.424 6.037 5.270 4.809 4.443 3.962 3.592 3.536
0.020322 0.15000 8.84510 1.0499999523 2.4828116894    1.049 -0.048  3.7611  4.503    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -5.7e-14      0.00 7.008e-01 2.792e-01 3.555e-03 9.710e-04 8.821e-03 -1.000 2.003e-02 4.890 6.046 5.757 5.033 4.601 4.251 3.798 3.452 3.402
0.020322 0.15000 8.84510 1.1000000238 2.4916803837    1.099  0.053  3.7729  4.470    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.75e-14      0.00 7.022e-01 2.779e-01 3.540e-03 9.669e-04 8.784e-03 -1.000 1.993e-02 4.637 5.628 5.429 4.756 4.355 4.025 3.603 3.282 3.238
0.020322 0.15000 8.84510 1.1570181847 2.5007257462    1.156  0.164  3.7852  4.429    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.05e-14      0.00 7.051e-01 2.751e-01 3.510e-03 9.588e-04 8.711e-03 -1.000 1.981e-02 4.359 5.198 5.077 4.458 4.087 3.777 3.387 3.092 3.053
0.020322 0.15000 8.84510 1.1946821213 2.5061593056    1.194  0.236  3.7927  4.402    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.97e-14      0.00 7.075e-01 2.728e-01 3.487e-03 9.528e-04 8.658e-03 -1.000 1.971e-02 4.181 4.940 4.857 4.271 3.918 3.619 3.248 2.968 2.932
0.020322 0.15000 8.84510 1.2000001669 2.5068950653    1.199  0.245  3.7938  4.399    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.08e-14      0.00 7.075e-01 2.728e-01 3.487e-03 9.528e-04 8.658e-03 -1.000 1.970e-02 4.158 4.907 4.829 4.247 3.897 3.599 3.231 2.953 2.918
0.020322 0.15000 8.84510 1.2008537054 2.5070123672    1.200  0.246  3.7939  4.399    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.11e-14      0.00 7.076e-01 2.727e-01 3.486e-03 9.525e-04 8.655e-03 -1.000 1.969e-02 4.154 4.901 4.823 4.243 3.892 3.595 3.227 2.950 2.914
