# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Wed Dec  4 02:50:38 CET 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.2, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 9.87506 0.0900000036 1.0816895962    0.090 -3.422  3.3633  5.219    1 13.324 22.913 20.215 18.334 16.121 13.848 11.304 10.672 10.374
0.01471 0.00000 9.87506 0.1000000015 1.1711064577    0.100 -3.238  3.3895  5.186    1 12.865 22.391 19.729 17.857 15.656 13.389 10.846 10.215 9.913
0.01471 0.00000 9.87506 0.1200000048 1.3193155527    0.120 -2.971  3.4248  5.140    1 12.199 21.216 18.736 16.902 14.813 12.617 10.199 9.568 9.259
0.01471 0.00000 9.87506 0.1400000006 1.4384527206    0.140 -2.789  3.4447  5.103    1 11.742 19.706 17.545 15.796 13.940 11.910 9.790 9.156 8.846
0.01471 0.00000 9.87506 0.1599999964 1.5372931957    0.160 -2.647  3.4582  5.074    1 11.389 18.698 16.727 15.023 13.317 11.408 9.470 8.834 8.527
0.01471 0.00000 9.87506 0.2000000030 1.6938791275    0.200 -2.429  3.4770  5.028    1 10.843 17.365 15.610 13.963 12.441 10.697 8.970 8.332 8.034
0.01471 0.00000 9.87506 0.2500000000 1.8403258324    0.250 -2.219  3.4933  4.980    1 10.318 16.258 14.650 13.036 11.649 10.057 8.486 7.846 7.558
0.01471 0.00000 9.87506 0.3000000119 1.9529139996    0.300 -2.056  3.5038  4.938    1 9.909 15.529 13.998 12.418 11.102 9.591 8.101 7.458 7.179
0.01471 0.00000 9.87506 0.3500000238 2.0434176922    0.350 -1.905  3.5124  4.889    1 9.533 14.914 13.439 11.885 10.623 9.175 7.745 7.098 6.826
0.01471 0.00000 9.87506 0.4000000358 2.1185026169    0.400 -1.761  3.5235  4.847    1 9.172 14.300 12.871 11.345 10.141 8.769 7.411 6.757 6.495
0.01471 0.00000 9.87506 0.4500000179 2.1822810173    0.450 -1.611  3.5358  4.797    1 8.797 13.691 12.292 10.794 9.646 8.354 7.067 6.404 6.151
0.01471 0.00000 9.87506 0.5000000000 2.2374541759    0.500 -1.453  3.5511  4.746    1 8.402 13.062 11.674 10.203 9.112 7.918 6.710 6.037 5.795
0.01471 0.00000 9.87506 0.5250934958 2.2619073391    0.525 -1.364  3.5613  4.719    1 8.179 12.709 11.316 9.856 8.798 7.672 6.515 5.835 5.602
0.01471 0.00000 9.87506 0.5500000119 2.2836582661    0.550 -1.279  3.5710  4.693    1 7.968 12.383 10.980 9.529 8.500 7.442 6.331 5.642 5.420
0.01471 0.00000 9.87506 0.5713286996 2.3005619049    0.571 -1.204  3.5818  4.678    1 7.780 12.078 10.663 9.224 8.223 7.238 6.173 5.476 5.266
0.01471 0.00000 9.87506 0.6000000238 2.3211214542    0.600 -1.108  3.5956  4.658    1 7.539 11.698 10.264 8.849 7.881 6.982 5.967 5.259 5.071
0.01471 0.00000 9.87506 0.6435074210 2.3483324051    0.643 -0.955  3.6217  4.641    1 7.159 11.050 9.582 8.241 7.337 6.578 5.646 4.937 4.789
0.01471 0.00000 9.87506 0.6499999762 2.3520355225    0.650 -0.934  3.6255  4.638    1 7.104 10.950 9.479 8.153 7.259 6.521 5.600 4.894 4.752
0.01471 0.00000 9.87506 0.7000000477 2.3779268265    0.700 -0.765  3.6558  4.623    1 6.682 9.982 8.653 7.465 6.672 6.081 5.260 4.605 4.499
0.01471 0.00000 9.87506 0.7089517117 2.3821210861    0.709 -0.735  3.6611  4.620    1 6.608 9.783 8.506 7.346 6.574 6.003 5.201 4.562 4.460
0.01471 0.00000 9.87506 0.7390447855 2.3953688145    0.739 -0.637  3.6786  4.610    1 6.361 9.129 8.042 6.969 6.268 5.747 5.008 4.428 4.335
0.01471 0.00000 9.87506 0.7500000000 2.3998889923    0.750 -0.601  3.6848  4.605    1 6.273 8.912 7.886 6.841 6.163 5.657 4.939 4.378 4.288
0.01471 0.00000 9.87506 0.7698094845 2.4076881409    0.770 -0.540  3.6939  4.592    1 6.119 8.569 7.637 6.632 5.989 5.502 4.815 4.281 4.196
0.01471 0.00000 9.87506 0.7954584360 2.4171259403    0.795 -0.461  3.7055  4.573    1 5.922 8.138 7.328 6.373 5.770 5.307 4.658 4.158 4.079
0.01471 0.00000 9.87506 0.8000000119 2.4187245369    0.800 -0.447  3.7075  4.570    1 5.887 8.064 7.275 6.328 5.732 5.272 4.631 4.137 4.058
0.01471 0.00000 9.87506 0.8103638291 2.4222958088    0.810 -0.415  3.7119  4.562    1 5.808 7.901 7.157 6.227 5.646 5.194 4.567 4.086 4.009
0.01471 0.00000 9.87506 0.8336469531 2.4299476147    0.833 -0.344  3.7216  4.541    1 5.630 7.543 6.897 6.007 5.456 5.022 4.426 3.970 3.898
0.01471 0.00000 9.87506 0.8500000238 2.4350347519    0.850 -0.294  3.7282  4.526    1 5.505 7.305 6.724 5.858 5.325 4.901 4.325 3.888 3.817
0.01471 0.00000 9.87506 0.8532322049 2.4360136986    0.853 -0.284  3.7295  4.523    1 5.481 7.259 6.690 5.828 5.300 4.877 4.305 3.871 3.801
0.01471 0.00000 9.87506 0.8748574853 2.4423501492    0.874 -0.218  3.7375  4.499    1 5.314 6.958 6.463 5.634 5.128 4.719 4.172 3.759 3.692
0.01471 0.00000 9.87506 0.8951841593 2.4479863644    0.895 -0.155  3.7447  4.475    1 5.158 6.676 6.254 5.454 4.970 4.573 4.047 3.650 3.587
0.01471 0.00000 9.87506 0.8999999762 2.4492788315    0.899 -0.140  3.7463  4.469    1 5.121 6.609 6.205 5.413 4.933 4.538 4.017 3.624 3.562
0.01471 0.00000 9.87506 0.9020283818 2.4498183727    0.901 -0.134  3.7470  4.467    1 5.105 6.582 6.185 5.395 4.917 4.524 4.004 3.613 3.551
0.01471 0.00000 9.87506 0.9142984748 2.4530241489    0.914 -0.095  3.7509  4.450    1 5.009 6.420 6.062 5.288 4.821 4.434 3.925 3.543 3.483
0.01471 0.00000 9.87506 0.9261655211 2.4560317993    0.926 -0.058  3.7545  4.432    1 4.915 6.270 5.946 5.186 4.729 4.347 3.848 3.474 3.416
0.01471 0.00000 9.87506 0.9479784369 2.4613349438    0.947  0.011  3.7606  4.398    1 4.742 6.002 5.732 4.999 4.558 4.185 3.703 3.343 3.287
0.01471 0.00000 9.87506 0.9499999881 2.4618122578    0.950  0.018  3.7612  4.394    1 4.725 5.978 5.712 4.981 4.542 4.170 3.689 3.331 3.275
0.01471 0.00000 9.87506 0.9584422112 2.4637806416    0.958  0.045  3.7633  4.379    1 4.656 5.880 5.630 4.908 4.474 4.106 3.631 3.277 3.222
0.01471 0.00000 9.87506 0.9771324992 2.4679996967    0.977  0.107  3.7675  4.343    1 4.503 5.667 5.450 4.746 4.323 3.962 3.498 3.153 3.101
0.01471 0.00000 9.87506 0.9948655367 2.4718344212    0.995  0.164  3.7707  4.307    1 4.360 5.482 5.287 4.597 4.183 3.827 3.371 3.033 2.982
0.01471 0.00000 9.87506 1.0000000000 2.4729156494    1.000  0.181  3.7714  4.295    1 4.319 5.430 5.240 4.554 4.142 3.787 3.333 2.997 2.946
0.01471 0.00000 9.87506 1.0121659040 2.4754271507    1.012  0.221  3.7729  4.266    1 4.217 5.309 5.129 4.450 4.042 3.689 3.239 2.907 2.857
0.01471 0.00000 9.87506 1.0245145559 2.4779062271    1.024  0.265  3.7744  4.233    1 4.106 5.180 5.008 4.337 3.932 3.582 3.136 2.807 2.757
0.01471 0.00000 9.87506 1.0339014530 2.4797453880    1.034  0.301  3.7750  4.204    1 4.019 5.084 4.916 4.248 3.845 3.497 3.052 2.724 2.675
0.01471 0.00000 9.87506 1.0430157185 2.4814946651    1.043  0.336  3.7751  4.173    1 3.931 4.994 4.826 4.159 3.757 3.409 2.964 2.637 2.588
0.01471 0.00000 9.87506 1.0499999523 2.4828116894    1.050  0.364  3.7748  4.146    1 3.861 4.928 4.759 4.090 3.688 3.339 2.893 2.565 2.516
0.01471 0.00000 9.87506 1.0517861843 2.4831452370    1.051  0.371  3.7746  4.140    1 3.843 4.911 4.741 4.072 3.670 3.321 2.875 2.546 2.497
0.01471 0.00000 9.87506 1.0615960360 2.4849541187    1.061  0.411  3.7734  4.098    1 3.742 4.825 4.646 3.973 3.568 3.217 2.767 2.436 2.386
0.01471 0.00000 9.87506 1.0700304508 2.4864790440    1.069  0.447  3.7704  4.054    2 3.652 4.768 4.573 3.888 3.476 3.121 2.663 2.326 2.275
0.01471 0.00000 9.87506 1.0776551962 2.4878337383    1.077  0.478  3.7654  4.006    2 3.575 4.751 4.525 3.819 3.397 3.034 2.563 2.214 2.161
0.01471 0.00000 9.87506 1.0845797062 2.4890453815    1.084  0.499  3.7567  3.952    2 3.522 4.811 4.526 3.784 3.342 2.964 2.469 2.100 2.043
0.01471 0.00000 9.87506 1.0888934135 2.4897911549    1.088  0.503  3.7470  3.912    2 3.513 4.938 4.579 3.799 3.333 2.940 2.417 2.025 1.963
0.01471 0.00000 9.87506 1.0915292501 2.4902434349    1.091  0.497  3.7377  3.881    2 3.527 5.087 4.654 3.839 3.351 2.944 2.393 1.978 1.914
0.01471 0.00000 9.87506 1.0933815241 2.4905598164    1.093  0.489  3.7290  3.855    2 3.547 5.235 4.734 3.886 3.377 2.956 2.379 1.941 1.873
0.01471 0.00000 9.87506 1.0951405764 2.4908590317    1.094  0.486  3.7199  3.823    2 3.554 5.385 4.809 3.926 3.394 2.957 2.351 1.889 1.818
0.01471 0.00000 9.87506 1.0972537994 2.4912171364    1.096  0.499  3.7101  3.771    2 3.522 5.516 4.854 3.934 3.376 2.922 2.283 1.792 1.717
0.01471 0.00000 9.87506 1.0991312265 2.4915339947    1.098  0.528  3.7031  3.715    2 3.449 5.563 4.839 3.892 3.315 2.849 2.186 1.675 1.597
0.01471 0.00000 9.87506 1.0996586084 2.4916229248    1.099  0.539  3.7015  3.697    2 3.421 5.562 4.825 3.872 3.290 2.821 2.152 1.637 1.558
0.01471 0.00000 9.87506 1.1000000238 2.4916803837    1.099  0.549  3.7007  3.685    2 3.398 5.551 4.808 3.852 3.269 2.797 2.126 1.609 1.530
0.01471 0.00000 9.87506 1.1001741886 2.4917094707    1.100  0.553  3.7003  3.679    2 3.386 5.545 4.800 3.842 3.257 2.785 2.113 1.594 1.515
0.01471 0.00000 9.87506 1.1016478539 2.4919567108    1.101  0.598  3.6974  3.623    3 3.274 5.482 4.713 3.744 3.152 2.674 1.991 1.464 1.383
0.01471 0.00000 9.87506 1.1028233767 2.4921536446    1.102  0.639  3.6955  3.575    3 3.172 5.409 4.627 3.650 3.054 2.573 1.883 1.350 1.268
0.01471 0.00000 9.87506 1.1041914225 2.4923818111    1.104  0.691  3.6937  3.516    3 3.041 5.305 4.511 3.528 2.928 2.443 1.747 1.207 1.125
0.01471 0.00000 9.87506 1.1052030325 2.4925503731    1.105  0.734  3.6924  3.469    3 2.935 5.220 4.416 3.427 2.824 2.337 1.635 1.092 1.010
0.01471 0.00000 9.87506 1.1063367128 2.4927384853    1.106  0.786  3.6909  3.412    3 2.806 5.118 4.301 3.304 2.698 2.208 1.501 0.954 0.871
0.01471 0.00000 9.87506 1.1072018147 2.4928820133    1.107  0.829  3.6897  3.364    3 2.698 5.033 4.205 3.202 2.593 2.101 1.389 0.839 0.755
0.01471 0.00000 9.87506 1.1080099344 2.4930157661    1.107  0.872  3.6885  3.316    3 2.590 4.949 4.110 3.100 2.488 1.993 1.277 0.723 0.639
0.01471 0.00000 9.87506 1.1087125540 2.4931318760    1.108  0.913  3.6872  3.270    3 2.487 4.869 4.020 3.004 2.389 1.890 1.170 0.613 0.528
0.01471 0.00000 9.87506 1.1095567942 2.4932711124    1.109  0.967  3.6855  3.210    3 2.354 4.769 3.904 2.879 2.259 1.757 1.031 0.469 0.383
0.01471 0.00000 9.87506 1.1101444960 2.4933679104    1.109  1.007  3.6842  3.165    3 2.252 4.695 3.817 2.785 2.162 1.657 0.925 0.359 0.273
