# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Mon Oct 21 22:45:58 CEST 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Attention: photometry includes extinction of Av=0.2, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag
0.01471 0.00000 9.87506 1.0991312265 2.4915339947    1.098  0.528  3.7031  3.715    2 3.449 6.392 4.366 3.566 3.325 3.192
0.01471 0.00000 9.87506 1.0996586084 2.4916229248    1.099  0.539  3.7015  3.697    2 3.421 6.392 4.350 3.543 3.298 3.163
0.01471 0.00000 9.87506 1.1000000238 2.4916803837    1.099  0.549  3.7007  3.685    2 3.398 6.381 4.332 3.521 3.275 3.139
0.01471 0.00000 9.87506 1.1001741886 2.4917094707    1.100  0.553  3.7003  3.679    2 3.386 6.376 4.322 3.510 3.264 3.126
0.01471 0.00000 9.87506 1.1016478539 2.4919567108    1.101  0.598  3.6974  3.623    3 3.274 6.314 4.232 3.407 3.154 3.012
0.01471 0.00000 9.87506 1.1028233767 2.4921536446    1.102  0.639  3.6955  3.575    3 3.172 6.242 4.143 3.310 3.054 2.909
0.01471 0.00000 9.87506 1.1041914225 2.4923818111    1.104  0.691  3.6937  3.516    3 3.041 6.139 4.025 3.185 2.926 2.778
0.01471 0.00000 9.87506 1.1052030325 2.4925503731    1.105  0.734  3.6924  3.469    3 2.935 6.055 3.928 3.082 2.820 2.670
0.01471 0.00000 9.87506 1.1063367128 2.4927384853    1.106  0.786  3.6909  3.412    3 2.806 5.954 3.810 2.957 2.693 2.540
0.01471 0.00000 9.87506 1.1072018147 2.4928820133    1.107  0.829  3.6897  3.364    3 2.698 5.869 3.712 2.853 2.586 2.432
0.01471 0.00000 9.87506 1.1080099344 2.4930157661    1.107  0.872  3.6885  3.316    3 2.590 5.786 3.614 2.749 2.479 2.322
0.01471 0.00000 9.87506 1.1087125540 2.4931318760    1.108  0.913  3.6872  3.270    3 2.487 5.707 3.522 2.650 2.378 2.219
0.01471 0.00000 9.87506 1.1095567942 2.4932711124    1.109  0.967  3.6855  3.210    3 2.354 5.607 3.402 2.522 2.246 2.084
0.01471 0.00000 9.87506 1.1101444960 2.4933679104    1.109  1.007  3.6842  3.165    3 2.252 5.534 3.313 2.425 2.147 1.982
0.01471 0.00000 9.87506 1.1108249426 2.4934797287    1.110  1.058  3.6823  3.106    3 2.125 5.444 3.201 2.303 2.021 1.853
0.01471 0.00000 9.87506 1.1113318205 2.4935631752    1.111  1.100  3.6807  3.059    3 2.021 5.373 3.110 2.205 1.919 1.749
0.01471 0.00000 9.87506 1.1119004488 2.4936563969    1.111  1.150  3.6787  3.000    3 1.894 5.291 3.002 2.085 1.795 1.621
0.01471 0.00000 9.87506 1.1124243736 2.4937422276    1.112  1.202  3.6764  2.939    3 1.764 5.208 2.891 1.963 1.668 1.491
0.01471 0.00000 9.87506 1.1128785610 2.4938166142    1.112  1.252  3.6742  2.881    3 1.640 5.131 2.786 1.847 1.548 1.366
0.01471 0.00000 9.87506 1.1132941246 2.4938845634    1.113  1.302  3.6719  2.822    3 1.515 5.055 2.682 1.731 1.426 1.241
0.01471 0.00000 9.87506 1.1136788130 2.4939475060    1.113  1.353  3.6695  2.761    3 1.388 4.980 2.576 1.613 1.303 1.113
0.01471 0.00000 9.87506 1.1140139103 2.4940023422    1.113  1.401  3.6670  2.704    3 1.268 4.913 2.479 1.503 1.188 0.993
0.01471 0.00000 9.87506 1.1143354177 2.4940547943    1.114  1.451  3.6645  2.644    3 1.143 4.845 2.378 1.389 1.068 0.869
0.01471 0.00000 9.87506 1.1146271229 2.4941022396    1.114  1.498  3.6619  2.586    3 1.024 4.781 2.282 1.280 0.953 0.749
0.01471 0.00000 9.87506 1.1149135828 2.4941489697    1.114  1.545  3.6594  2.530    3 0.909 4.721 2.191 1.175 0.843 0.635
0.01471 0.00000 9.87506 1.1152865887 2.4942097664    1.115  1.587  3.6572  2.478    3 0.802 4.674 2.108 1.079 0.741 0.528
0.01471 0.00000 9.87506 1.1155093908 2.4942460060    1.115  1.555  3.6594  2.520    3 0.883 4.696 2.165 1.149 0.818 0.609
0.01471 0.00000 9.87506 1.1156537533 2.4942696095    1.115  1.519  3.6617  2.565    3 0.971 4.732 2.231 1.228 0.902 0.697
0.01471 0.00000 9.87506 1.1156853437 2.4942748547    1.115  1.511  3.6623  2.576    3 0.993 4.741 2.248 1.248 0.922 0.719
0.01471 0.00000 9.87506 1.1157709360 2.4942886829    1.115  1.528  3.6613  2.555    3 0.950 4.719 2.214 1.209 0.881 0.676
0.01471 0.00000 9.87506 1.1159976721 2.4943256378    1.115  1.576  3.6586  2.496    3 0.830 4.662 2.120 1.100 0.766 0.556
0.01471 0.00000 9.87506 1.1162211895 2.4943618774    1.116  1.624  3.6558  2.437    3 0.710 4.627 2.032 0.993 0.652 0.437
0.01471 0.00000 9.87506 1.1164289713 2.4943957329    1.116  1.671  3.6530  2.379    3 0.592 4.593 1.946 0.887 0.539 0.318
0.01471 0.00000 9.87506 1.1166166067 2.4944262505    1.116  1.717  3.6503  2.322    3 0.477 4.562 1.863 0.784 0.429 0.203
0.01471 0.00000 9.87506 1.1167894602 2.4944541454    1.116  1.763  3.6474  2.265    3 0.363 4.537 1.783 0.684 0.320 0.089
0.01471 0.00000 9.87506 1.1169514656 2.4944806099    1.116  1.810  3.6445  2.206    3 0.246 4.513 1.702 0.582 0.210 -0.027
0.01471 0.00000 9.87506 1.1170953512 2.4945039749    1.116  1.855  3.6417  2.150    3 0.133 4.492 1.626 0.484 0.104 -0.138
0.01471 0.00000 9.87506 1.1172297001 2.4945256710    1.117  1.900  3.6388  2.093    3 0.020 4.473 1.550 0.387 -0.002 -0.251
0.01471 0.00000 9.87506 1.1173518896 2.4945454597    1.117  1.944  3.6359  2.037    3 -0.091 4.459 1.477 0.295 -0.106 -0.361
0.01471 0.00000 9.87506 1.1174638271 2.4945635796    1.117  1.989  3.6329  1.981    3 -0.203 4.433 1.405 0.202 -0.209 -0.470
0.01471 0.00000 9.87506 1.1175665855 2.4945802689    1.117  2.033  3.6299  1.924    3 -0.314 4.381 1.330 0.109 -0.310 -0.577
