# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Dec 10 23:52:55 CET 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.62, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.017873 0.09000 9.39794 0.0900000036 1.0816895962    0.090 -3.432  3.3575  5.206    0 13.350 23.406 20.704 18.747 16.456 14.150 11.450 10.778 10.437
0.017873 0.09000 9.39794 0.0955582857 1.1328942776    0.096 -3.332  3.3714  5.188    0 13.100 23.121 20.439 18.488 16.203 13.900 11.200 10.529 10.186
0.017873 0.09000 9.39794 0.1000000015 1.1711064577    0.100 -3.256  3.3819  5.174    0 12.910 22.904 20.237 18.291 16.010 13.710 11.011 10.340 9.995
0.017873 0.09000 9.39794 0.1200000048 1.3193155527    0.120 -3.000  3.4146  5.128    1 12.271 22.178 19.562 17.628 15.364 13.071 10.373 9.704 9.354
0.017873 0.09000 9.39794 0.1300523877 1.3821759224    0.130 -2.903  3.4259  5.110    0 12.027 21.426 18.978 17.077 14.925 12.705 10.149 9.480 9.129
0.017873 0.09000 9.39794 0.1400000006 1.4384527206    0.140 -2.813  3.4362  5.094    0 11.803 20.646 18.369 16.511 14.482 12.344 9.949 9.279 8.929
0.017873 0.09000 9.39794 0.1599999964 1.5372931957    0.160 -2.671  3.4501  5.066    1 11.448 19.614 17.533 15.732 13.855 11.824 9.626 8.954 8.609
0.017873 0.09000 9.39794 0.2000000030 1.6938791275    0.200 -2.456  3.4689  5.023    1 10.911 18.259 16.406 14.658 12.973 11.100 9.133 8.459 8.123
0.017873 0.09000 9.39794 0.2500000000 1.8403258324    0.250 -2.253  3.4854  4.982    0 10.402 17.147 15.445 13.736 12.192 10.460 8.664 7.987 7.663
0.017873 0.09000 9.39794 0.3000000119 1.9529139996    0.300 -2.093  3.4970  4.948    1 10.003 16.386 14.768 13.085 11.627 9.988 8.293 7.613 7.298
0.017873 0.09000 9.39794 0.3423470259 2.0306932926    0.342 -1.956  3.5045  4.899    0 9.660 15.825 14.261 12.602 11.194 9.606 7.967 7.283 6.975
0.017873 0.09000 9.39794 0.3500000238 2.0434176922    0.350 -1.935  3.5060  4.893    0 9.608 15.734 14.178 12.523 11.124 9.547 7.919 7.233 6.927
0.017873 0.09000 9.39794 0.3589147627 2.0577912331    0.359 -1.907  3.5080  4.885    0 9.539 15.612 14.067 12.417 11.031 9.467 7.854 7.167 6.863
0.017873 0.09000 9.39794 0.3682574332 2.0723652840    0.368 -1.880  3.5102  4.877    0 9.469 15.488 13.954 12.310 10.937 9.387 7.790 7.102 6.799
0.017873 0.09000 9.39794 0.4000000358 2.1185026169    0.400 -1.793  3.5173  4.854    0 9.252 15.110 13.603 11.973 10.639 9.138 7.589 6.896 6.600
0.017873 0.09000 9.39794 0.4499999881 2.1822810173    0.450 -1.645  3.5293  4.805    1 8.883 14.501 13.027 11.425 10.151 8.725 7.250 6.547 6.261
0.017873 0.09000 9.39794 0.5000000000 2.2374541759    0.500 -1.494  3.5432  4.756    1 8.505 13.903 12.439 10.865 9.650 8.304 6.907 6.191 5.917
0.017873 0.09000 9.39794 0.5026826262 2.2402026653    0.503 -1.485  3.5442  4.753    1 8.483 13.867 12.403 10.830 9.619 8.279 6.887 6.170 5.897
0.017873 0.09000 9.39794 0.5500000119 2.2836582661    0.550 -1.334  3.5611  4.709    1 8.105 13.277 11.796 10.240 9.091 7.858 6.555 5.824 5.565
0.017873 0.09000 9.39794 0.6000000238 2.3211214542    0.600 -1.173  3.5835  4.675    1 7.702 12.639 11.113 9.572 8.491 7.412 6.214 5.465 5.232
0.017873 0.09000 9.39794 0.6499999762 2.3520355225    0.650 -1.010  3.6104  4.655    1 7.296 11.978 10.394 8.903 7.891 6.974 5.874 5.115 4.924
