# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Dec  8 07:25:57 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.1, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 9.84510 1.1221131086 2.4953138828    1.120  0.616  3.6981  3.615    3  0.000  0.535     0.00     0.00 -1 -6.26e-13      0.00 7.128e-01 2.727e-01 2.563e-03 7.068e-04 6.387e-03 -1.000 1.449e-02 3.229 5.267 4.532 3.594 3.024 2.569 1.919 1.404 1.331
0.01471 0.00000 9.84510 1.1233519316 2.4955124855    1.121  0.657  3.6962  3.567    3  0.000  0.529     0.00     0.00 -1 -7.24e-13      0.00 7.102e-01 2.752e-01 2.539e-03 7.252e-04 6.399e-03 -1.000 1.456e-02 3.127 5.195 4.447 3.502 2.927 2.468 1.811 1.290 1.216
0.01471 0.00000 9.84510 1.1247932911 2.4957430363    1.123  0.709  3.6943  3.508    3  0.000  0.513     0.00     0.00 -1  -8.7e-13      0.00 7.068e-01 2.786e-01 2.465e-03 7.965e-04 6.412e-03 -1.000 1.463e-02 2.997 5.094 4.333 3.380 2.802 2.339 1.675 1.148 1.073
0.01471 0.00000 9.84510 1.1258590221 2.4959132671    1.124  0.752  3.6929  3.461    3  0.000  0.494     0.00     0.00 -1 -1.01e-12      0.00 7.040e-01 2.813e-01 2.377e-03 8.997e-04 6.419e-03 -1.000 1.464e-02 2.890 5.010 4.238 3.280 2.698 2.232 1.564 1.033 0.958
0.01471 0.00000 9.84510 1.1270532608 2.4961032867    1.125  0.803  3.6914  3.404    3  0.000  0.474     0.00     0.00 -1 -1.21e-12      0.00 7.010e-01 2.843e-01 2.283e-03 1.017e-03 6.426e-03 -1.000 1.466e-02 2.762 4.910 4.124 3.158 2.573 2.104 1.430 0.895 0.819
0.01471 0.00000 9.84510 1.1279644966 2.4962480068    1.126  0.846  3.6902  3.356    3  0.000  0.461     0.00     0.00 -1 -1.41e-12      0.00 6.988e-01 2.865e-01 2.225e-03 1.091e-03 6.431e-03 -1.000 1.466e-02 2.654 4.825 4.028 3.056 2.467 1.996 1.318 0.779 0.703
0.01471 0.00000 9.84510 1.1288156509 2.4963829517    1.127  0.890  3.6889  3.308    3  0.000  0.452     0.00     0.00 -1 -1.65e-12      0.00 6.968e-01 2.885e-01 2.181e-03 1.147e-03 6.434e-03 -1.000 1.467e-02 2.546 4.741 3.933 2.954 2.363 1.889 1.206 0.664 0.587
0.01471 0.00000 9.84510 1.1295557022 2.4965000153    1.127  0.931  3.6877  3.262    3  0.000  0.446     0.00     0.00 -1  -1.9e-12      0.00 6.954e-01 2.899e-01 2.151e-03 1.185e-03 6.436e-03 -1.000 1.470e-02 2.444 4.663 3.844 2.858 2.263 1.787 1.099 0.554 0.476
0.01471 0.00000 9.84510 1.1304446459 2.4966406822    1.128  0.984  3.6859  3.202    3  0.000  0.440     0.00     0.00 -1  -2.3e-12      0.00 6.939e-01 2.914e-01 2.124e-03 1.220e-03 6.439e-03 -1.000 1.470e-02 2.311 4.563 3.729 2.734 2.135 1.654 0.960 0.410 0.331
0.01471 0.00000 9.84510 1.1310636997 2.4967381954    1.129  1.024  3.6845  3.156    3  0.000  0.436     0.00     0.00 -1 -2.66e-12      0.00 6.929e-01 2.923e-01 2.108e-03 1.240e-03 6.440e-03 -1.000 1.471e-02 2.209 4.490 3.642 2.640 2.037 1.554 0.854 0.300 0.221
0.01471 0.00000 9.84510 1.1317801476 2.4968512058    1.130  1.075  3.6826  3.098    3  0.000  0.433     0.00     0.00 -1 -3.19e-12      0.00 6.921e-01 2.932e-01 2.094e-03 1.258e-03 6.442e-03 -1.000 1.474e-02 2.082 4.400 3.534 2.523 1.915 1.427 0.721 0.161 0.081
0.01471 0.00000 9.84510 1.1323138475 2.4969351292    1.130  1.116  3.6810  3.051    3  0.000  0.432     0.00     0.00 -1  -3.7e-12      0.00 6.916e-01 2.937e-01 2.086e-03 1.268e-03 6.442e-03 -1.000 1.472e-02 1.979 4.330 3.448 2.428 1.816 1.325 0.612 0.048 -0.033
0.01471 0.00000 9.84510 1.1329126358 2.4970293045    1.131  1.167  3.6789  2.992    3  0.000  0.430     0.00     0.00 -1 -4.44e-12      0.00 6.912e-01 2.941e-01 2.080e-03 1.277e-03 6.443e-03 -1.000 1.473e-02 1.853 4.246 3.343 2.313 1.695 1.199 0.479 -0.092 -0.174
0.01471 0.00000 9.84510 1.1334642172 2.4971158504    1.131  1.219  3.6767  2.932    3  0.000  0.430     0.00     0.00 -1 -5.36e-12      0.00 6.910e-01 2.943e-01 2.077e-03 1.281e-03 6.443e-03 -1.000 1.472e-02 1.723 4.163 3.237 2.196 1.572 1.072 0.343 -0.235 -0.318
0.01471 0.00000 9.84510 1.1339423656 2.4971909523    1.131  1.268  3.6745  2.873    3  0.000  0.429     0.00     0.00 -1 -6.42e-12      0.00 6.910e-01 2.943e-01 2.075e-03 1.282e-03 6.443e-03 -1.000 1.471e-02 1.599 4.085 3.137 2.086 1.455 0.950 0.212 -0.372 -0.457
0.01471 0.00000 9.84510 1.1343798637 2.4972593784    1.132  1.318  3.6721  2.814    3  0.000  0.429     0.00     0.00 -1  -7.7e-12      0.00 6.909e-01 2.943e-01 2.075e-03 1.283e-03 6.443e-03 -1.000 1.471e-02 1.475 4.009 3.037 1.974 1.337 0.827 0.080 -0.511 -0.597
0.01471 0.00000 9.84510 1.1347849369 2.4973227978    1.132  1.369  3.6697  2.754    3  0.000  0.429     0.00     0.00 -1 -9.27e-12      0.00 6.909e-01 2.944e-01 2.075e-03 1.283e-03 6.443e-03 -1.000 1.471e-02 1.348 3.933 2.936 1.862 1.218 0.703 -0.053 -0.652 -0.740
0.01471 0.00000 9.84510 1.1351376772 2.4973781109    1.132  1.416  3.6672  2.697    3  0.000  0.429     0.00     0.00 -1 -1.11e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.284e-03 6.443e-03 -1.000 1.471e-02 1.229 3.866 2.843 1.758 1.107 0.586 -0.179 -0.786 -0.875
0.01471 0.00000 9.84510 1.1354759932 2.4974310398    1.133  1.466  3.6647  2.637    3  0.000  0.429     0.00     0.00 -1 -1.33e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.284e-03 6.443e-03 -1.000 1.471e-02 1.105 3.798 2.748 1.651 0.992 0.465 -0.310 -0.925 -1.016
0.01471 0.00000 9.84510 1.1357831955 2.4974789619    1.133  1.513  3.6621  2.579    3  0.000  0.429     0.00     0.00 -1 -1.58e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.285e-03 6.443e-03 -1.000 1.471e-02 0.987 3.734 2.658 1.548 0.882 0.349 -0.436 -1.058 -1.151
0.01471 0.00000 9.84510 1.1360846758 2.4975259304    1.133  1.558  3.6596  2.525    3  0.000  0.429     0.00     0.00 -1 -1.87e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.285e-03 6.443e-03 -1.000 1.471e-02 0.875 3.675 2.573 1.452 0.778 0.240 -0.555 -1.185 -1.279
0.01471 0.00000 9.84510 1.1364773512 2.4975872040    1.133  1.602  3.6573  2.472    3  0.000  0.429     0.00     0.00 -1  -2.2e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.766 3.627 2.494 1.359 0.678 0.134 -0.670 -1.307 -1.403
0.01471 0.00000 9.84510 1.1367120743 2.4976239204    1.133  1.572  3.6594  2.510    3  0.000  0.429     0.00     0.00 -1 -1.99e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.840 3.646 2.541 1.419 0.745 0.206 -0.590 -1.221 -1.315
0.01471 0.00000 9.84510 1.1368643045 2.4976475239    1.134  1.533  3.6620  2.560    3  0.000  0.429     0.00     0.00 -1 -1.72e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.938 3.688 2.611 1.500 0.834 0.301 -0.485 -1.107 -1.200
0.01471 0.00000 9.84510 1.1368974447 2.4976527691    1.134  1.524  3.6625  2.570    3  0.000  0.429     0.00     0.00 -1 -1.66e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.959 3.697 2.625 1.517 0.853 0.321 -0.463 -1.084 -1.176
0.01471 0.00000 9.84510 1.1369885206 2.4976670742    1.134  1.542  3.6615  2.548    3  0.000  0.429     0.00     0.00 -1 -1.76e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.914 3.674 2.592 1.479 0.812 0.278 -0.510 -1.134 -1.227
0.01471 0.00000 9.84510 1.1372293234 2.4977045059    1.134  1.590  3.6587  2.489    3  0.000  0.429     0.00     0.00 -1 -2.09e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.795 3.618 2.504 1.378 0.702 0.161 -0.637 -1.270 -1.365
0.01471 0.00000 9.84510 1.1374666691 2.4977414608    1.134  1.638  3.6560  2.431    3  0.000  0.429     0.00     0.00 -1 -2.49e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.675 3.580 2.423 1.278 0.592 0.045 -0.765 -1.406 -1.502
0.01471 0.00000 9.84510 1.1376874447 2.4977757931    1.134  1.685  3.6532  2.372    3  0.000  0.429     0.00     0.00 -1 -2.97e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.557 3.544 2.344 1.180 0.484 -0.071 -0.891 -1.540 -1.639
0.01471 0.00000 9.84510 1.1378866434 2.4978067875    1.134  1.731  3.6504  2.315    3  0.000  0.429     0.00     0.00 -1 -3.53e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.442 3.512 2.268 1.085 0.378 -0.183 -1.015 -1.672 -1.772
0.01471 0.00000 9.84510 1.1380702257 2.4978353977    1.134  1.777  3.6475  2.258    3  0.000  0.429     0.00     0.00 -1 -4.19e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.327 3.484 2.195 0.993 0.275 -0.294 -1.137 -1.803 -1.905
0.01471 0.00000 9.84510 1.1382422447 2.4978621006    1.134  1.824  3.6446  2.199    3  0.000  0.429     0.00     0.00 -1 -4.99e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.211 3.457 2.121 0.899 0.171 -0.407 -1.262 -1.936 -2.041
0.01471 0.00000 9.84510 1.1383951902 2.4978859425    1.134  1.869  3.6418  2.143    3  0.000  0.428     0.00     0.00 -1  -5.9e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.098 3.434 2.051 0.810 0.070 -0.515 -1.382 -2.065 -2.172
0.01471 0.00000 9.84510 1.1385378838 2.4979081154    1.134  1.914  3.6388  2.086    3  0.000  0.428     0.00     0.00 -1    -7e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 -0.015 3.412 1.982 0.722 -0.030 -0.624 -1.503 -2.195 -2.304
0.01471 0.00000 9.84510 1.1386675835 2.4979281425    1.134  1.958  3.6359  2.030    3  0.000  0.428     0.00     0.00 -1 -8.28e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 -0.126 3.394 1.916 0.636 -0.126 -0.731 -1.622 -2.323 -2.434
0.01471 0.00000 9.84510 1.1387864351 2.4979465008    1.134  2.003  3.6329  1.973    3  0.000  0.428     0.00     0.00 -1 -9.79e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.237 3.365 1.852 0.550 -0.223 -0.836 -1.740 -2.448 -2.563
0.01471 0.00000 9.84510 1.1388956308 2.4979636669    1.134  2.047  3.6299  1.917    3  0.000  0.428     0.00     0.00 -1 -1.16e-10      0.00 6.909e-01 2.944e-01 2.071e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.348 3.318 1.787 0.461 -0.319 -0.940 -1.857 -2.569 -2.689
0.01471 0.00000 9.84510 1.1389944553 2.4979789257    1.133  2.091  3.6269  1.861    3  0.000  0.428     0.00     0.00 -1 -1.37e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.457 3.271 1.725 0.377 -0.409 -1.041 -1.971 -2.688 -2.813
0.01471 0.00000 9.84510 1.1390857697 2.4979929924    1.133  2.135  3.6239  1.805    3  0.000  0.428     0.00     0.00 -1 -1.61e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.567 3.222 1.661 0.293 -0.501 -1.142 -2.086 -2.806 -2.937
0.01471 0.00000 9.84510 1.1391688585 2.4980058670    1.133  2.178  3.6208  1.750    3  0.000  0.428     0.00     0.00 -1  -1.9e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.674 3.172 1.599 0.209 -0.591 -1.241 -2.198 -2.923 -3.060
0.01471 0.00000 9.84510 1.1392452717 2.4980177879    1.133  2.220  3.6177  1.695    3  0.000  0.428     0.00     0.00 -1 -2.23e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.781 3.121 1.537 0.129 -0.677 -1.338 -2.310 -3.039 -3.182
0.01471 0.00000 9.84510 1.1393167973 2.4980289936    1.132  2.263  3.6146  1.639    3  0.000  0.428     0.00     0.00 -1 -2.63e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -0.888 3.067 1.475 0.049 -0.765 -1.436 -2.422 -3.156 -3.306
0.01471 0.00000 9.84510 1.1393804550 2.4980387688    1.132  2.305  3.6116  1.585    3  0.000  0.428     0.00     0.00 -1 -3.08e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -0.992 3.017 1.415 -0.028 -0.848 -1.529 -2.530 -3.269 -3.425
0.01471 0.00000 9.84510 1.1394413710 2.4980483055    1.132  2.347  3.6084  1.530    3  0.000  0.428     0.00     0.00 -1 -3.62e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -1.098 2.965 1.355 -0.105 -0.933 -1.625 -2.641 -3.386 -3.549
0.01471 0.00000 9.84510 1.1394952536 2.4980566502    1.131  2.388  3.6053  1.477    3  0.000  0.428     0.00     0.00 -1 -4.23e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.200 2.935 1.303 -0.173 -1.011 -1.717 -2.749 -3.500 -3.669
0.01471 0.00000 9.84510 1.1395452023 2.4980642796    1.131  2.429  3.6021  1.423    3  0.000  0.428     0.00     0.00 -1 -4.95e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.301 2.935 1.258 -0.237 -1.088 -1.810 -2.857 -3.617 -3.790
0.01471 0.00000 9.84510 1.1395925283 2.4980716705    1.130  2.470  3.5989  1.369    3  0.000  0.428     0.00     0.00 -1  -5.8e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.405 2.935 1.213 -0.299 -1.164 -1.905 -2.968 -3.737 -3.915
0.01471 0.00000 9.84510 1.1396347284 2.4980781078    1.130  2.510  3.5957  1.316    3  0.000  0.428     0.00     0.00 -1 -6.76e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.504 2.932 1.173 -0.353 -1.233 -1.995 -3.075 -3.852 -4.035
0.01471 0.00000 9.84510 1.1396740675 2.4980843067    1.129  2.549  3.5925  1.263    3  0.000  0.428     0.00     0.00 -1 -7.88e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.603 2.931 1.134 -0.407 -1.301 -2.085 -3.182 -3.967 -4.156
0.01471 0.00000 9.84510 1.1397106647 2.4980900288    1.128  2.589  3.5892  1.210    3  0.000  0.428     0.00     0.00 -1  -9.2e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.702 2.931 1.098 -0.458 -1.367 -2.174 -3.289 -4.083 -4.276
0.01471 0.00000 9.84510 1.1397432089 2.4980950356    1.128  2.626  3.5861  1.160    3  0.000  0.428     0.00     0.00 -1 -1.06e-09      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.796 2.927 1.068 -0.500 -1.424 -2.258 -3.390 -4.193 -4.391
0.01471 0.00000 9.84510 1.1397740841 2.4980998039    1.127  2.665  3.5827  1.108    3  0.000  0.428     0.00     0.00 -1 -1.24e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.891 2.927 1.039 -0.540 -1.481 -2.342 -3.493 -4.304 -4.508
0.01471 0.00000 9.84510 1.1398032904 2.4981043339    1.126  2.703  3.5794  1.056    3  0.000  0.428     0.00     0.00 -1 -1.44e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.987 2.927 1.013 -0.578 -1.535 -2.426 -3.597 -4.417 -4.625
0.01471 0.00000 9.84510 1.1398292780 2.4981083870    1.125  2.739  3.5761  1.007    3  0.000  0.428     0.00     0.00 -1 -1.65e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.077 2.922 0.996 -0.600 -1.576 -2.504 -3.696 -4.524 -4.737
0.01471 0.00000 9.84510 1.1398596764 2.4981131554    1.124  2.784  3.5720  0.945    3  0.000  0.428     0.00     0.00 -1 -1.97e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.190 2.924 0.981 -0.624 -1.625 -2.601 -3.820 -4.657 -4.877
0.01471 0.00000 9.84510 1.1398875713 2.4981174469    1.123  2.828  3.5678  0.883    3  0.000  0.428     0.00     0.00 -1 -2.35e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.301 2.926 0.976 -0.633 -1.662 -2.693 -3.943 -4.789 -5.016
0.01471 0.00000 9.84510 1.1399128437 2.4981212616    1.121  2.872  3.5635  0.822    3  0.000  0.428     0.00     0.00 -1  -2.8e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.409 2.926 0.980 -0.628 -1.688 -2.780 -4.065 -4.919 -5.152
0.01471 0.00000 9.84510 1.1399364471 2.4981248379    1.120  2.915  3.5593  0.761    3  0.000  0.428     0.00     0.00 -1 -3.32e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.517 2.927 0.990 -0.617 -1.710 -2.865 -4.185 -5.048 -5.288
0.01471 0.00000 9.84510 1.1399581432 2.4981284142    1.118  2.957  3.5550  0.701    3  0.000  0.428     0.00     0.00 -1 -3.94e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.622 2.926 1.017 -0.581 -1.715 -2.941 -4.303 -5.174 -5.422
0.01471 0.00000 9.84510 1.1399776936 2.4981312752    1.116  2.997  3.5508  0.643    3  0.000  0.428     0.00     0.00 -1 -4.64e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.723 2.926 1.047 -0.543 -1.717 -3.014 -4.416 -5.296 -5.550
0.01471 0.00000 9.84510 1.1399962902 2.4981341362    1.114  3.038  3.5465  0.585    3  0.000  0.428     0.00     0.00 -1 -5.47e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.824 2.925 1.096 -0.478 -1.703 -3.075 -4.531 -5.418 -5.680
0.01471 0.00000 9.84510 1.1400132179 2.4981367588    1.112  3.077  3.5422  0.528    3  0.000  0.428     0.00     0.00 -1 -6.43e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.922 2.926 1.151 -0.405 -1.683 -3.131 -4.643 -5.537 -5.806
0.01471 0.00000 9.84510 1.1400289536 2.4981391430    1.109  3.115  3.5379  0.471    3  0.000  0.428     0.00     0.00 -1 -7.53e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.018 2.927 1.221 -0.315 -1.652 -3.177 -4.753 -5.653 -5.930
0.01471 0.00000 9.84510 1.1400434971 2.4981415272    1.106  3.153  3.5336  0.415    3  0.000  0.428     0.00     0.00 -1 -8.81e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.113 2.929 1.309 -0.203 -1.609 -3.213 -4.863 -5.768 -6.053
0.01471 0.00000 9.84510 1.1400570869 2.4981436729    1.104  3.190  3.5293  0.360    3  0.000  0.428     0.00     0.00 -1 -1.03e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.206 2.933 1.404 -0.082 -1.560 -3.242 -4.971 -5.881 -6.175
0.01471 0.00000 9.84510 1.1400697231 2.4981455803    1.100  3.226  3.5250  0.305    3  0.000  0.428     0.00     0.00 -1  -1.2e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.295 2.937 1.526 0.070 -1.493 -3.245 -5.075 -5.990 -6.293
0.01471 0.00000 9.84510 1.1400815248 2.4981474876    1.097  3.261  3.5207  0.252    3  0.000  0.428     0.00     0.00 -1 -1.39e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.384 2.943 1.652 0.226 -1.423 -3.245 -5.178 -6.097 -6.409
0.01471 0.00000 9.84510 1.1400924921 2.4981491566    1.093  3.296  3.5164  0.199    3  0.000  0.428     0.00     0.00 -1 -1.62e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.469 2.950 1.805 0.425 -1.327 -3.213 -5.278 -6.202 -6.522
0.01471 0.00000 9.84510 1.1401028633 2.4981505871    1.089  3.329  3.5122  0.147    3  0.000  0.428     0.00     0.00 -1 -1.87e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.553 2.959 1.966 0.633 -1.223 -3.172 -5.376 -6.304 -6.633
0.01471 0.00000 9.84510 1.1401126385 2.4981522560    1.085  3.362  3.5080  0.095    3  0.000  0.428     0.00     0.00 -1 -2.16e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.635 2.963 2.108 0.818 -1.132 -3.133 -5.471 -6.403 -6.741
0.01471 0.00000 9.84510 1.1401247978 2.4981541634    1.079  3.400  3.5030  0.034    3  0.000  0.428     0.00     0.00 -1 -2.58e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.731 2.967 2.272 1.029 -1.026 -3.082 -5.583 -6.520 -6.867
0.01471 0.00000 9.84510 1.1401247978 2.4981541634    1.078  1.705  3.6694  2.395    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.195e-03 6.433e-03 -1.000 1.471e-02 0.508 3.110 2.105 1.015 0.378 -0.138 -0.897 -1.492 -1.580
0.01471 0.00000 9.84510 1.1402578354 2.4981746674    1.078  1.714  3.6686  2.383    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.433e-03 -1.000 1.471e-02 0.484 3.106 2.091 0.996 0.357 -0.161 -0.923 -1.520 -1.608
0.01471 0.00000 9.84510 1.1403944492 2.4981958866    1.079  1.719  3.6684  2.378    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.474 3.102 2.083 0.987 0.347 -0.171 -0.934 -1.532 -1.621
0.01471 0.00000 9.84510 1.1405322552 2.4982171059    1.079  1.718  3.6686  2.379    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.474 3.097 2.081 0.986 0.346 -0.171 -0.933 -1.530 -1.618
0.01471 0.00000 9.84510 1.1406741142 2.4982390404    1.079  1.716  3.6691  2.383    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.479 3.091 2.081 0.988 0.350 -0.166 -0.927 -1.522 -1.611
0.01471 0.00000 9.84510 1.1408154964 2.4982609749    1.079  1.714  3.6695  2.387    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.485 3.085 2.081 0.990 0.354 -0.161 -0.919 -1.513 -1.602
0.01471 0.00000 9.84510 1.1409548521 2.4982824326    1.079  1.712  3.6700  2.392    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.491 3.079 2.081 0.994 0.359 -0.155 -0.912 -1.504 -1.592
0.01471 0.00000 9.84510 1.1410937309 2.4983038902    1.079  1.709  3.6705  2.396    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.497 3.075 2.082 0.997 0.364 -0.149 -0.904 -1.495 -1.583
0.01471 0.00000 9.84510 1.1412369013 2.4983260632    1.080  1.707  3.6709  2.400    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.503 3.070 2.083 1.000 0.369 -0.144 -0.897 -1.487 -1.574
