angDist,_RAJ2000,_DEJ2000,FTS,WEBDA,RAJ2000,DEJ2000,u'mag,g'mag,r'mag,i'mag,z'mag,Mm,Comm,PKM,_RAJ2000,_DEJ2000,PKM,RAJ2000,DEJ2000,pmRA,pmDE,MProb,Vmag,B-V,ICode
0.136024,12.068375,85.279444,117,1030,00 48 16.41,+85 16 46,16.798,15.351,14.833,14.65,14.604,85,,PKM,12.068288,85.2794811,4965,12.068288,85.279481,-5.91,0.22,85,15.287,0.705,D
0.978745,12.794292,85.241111,118,2133,00 51 10.63,+85 14 28,16.659,15.297,14.833,14.663,14.569,89,,PKM,12.7934755,85.2413743,5381,12.7934755,85.241374,-5.17,0.37,89,15.028,0.698,
0.480333,11.708125,85.285,119,1042,00 46 49.95,+85 17 06,17.63,15.586,14.838,14.574,14.378,97,,PKM,11.7077543,85.2851299,4956,11.7077543,85.28513,-5.13,-0.83,97,15.12,0.974,
0.873465,12.404167,85.277222,120,4665,00 49 37.00,+85 16 38,16.514,15.26,14.855,14.73,14.636,98,,PKM,12.403576,85.2774597,5325,12.403576,85.27746,-5.43,-0.19,98,14.978,0.605,
0.476571,11.596083,85.286944,121,1043,00 46 23.06,+85 17 13,16.539,15.266,14.867,14.748,14.688,98,,PKM,11.5957788,85.287074,4589,11.5957788,85.287074,-5.29,-0.43,98,14.995,0.595,
0.809709,12.252333,85.273333,122,2107,00 49 00.56,+85 16 24,16.777,15.36,14.873,14.707,14.655,98,,PKM,12.2521306,85.2735573,5332,12.2521306,85.273557,-5.55,-0.3,98,15.054,0.686,D
1.016476,11.324083,85.163056,123,,00 45 17.78,+85 09 47,16.789,15.386,14.889,14.725,14.627,98,,PKM,11.3233288,85.1633311,4749,11.3233288,85.163331,-5.44,-0.6,98,15.065,0.697,
0.043293,11.960833,85.261944,124,4584,00 47 50.60,+85 15 43,16.812,15.386,14.894,14.748,14.664,0,,PKM,11.9606957,85.261948,4997,11.9606957,85.261948,-0.6,4.48,0,15.22,0.668,D
1.113835,11.1145,85.236111,125,,00 44 27.48,+85 14 10,16.842,15.399,14.896,14.722,14.718,98,,PKM,11.1142886,85.2364199,4663,11.1142886,85.23642,-5.46,-0.37,98,15.078,0.696,D
0.622181,11.513792,85.282222,126,1045,00 46 03.31,+85 16 56,16.756,15.374,14.898,14.739,14.73,97,,PKM,11.5134339,85.2823923,4595,11.5134339,85.282392,-5.27,-0.85,97,15.061,0.674,
1.293084,11.800958,85.264722,127,,00 47 12.23,+85 15 53,,15.407,14.898,14.772,,94,b,PKM,11.7989279,85.2650397,4991,11.7989279,85.26504,-6.0,-0.59,94,17.985,1.026,D
0.806104,11.50525,85.304722,128,,00 46 01.26,+85 18 17,16.76,15.375,14.902,14.716,14.666,98,,PKM,11.5054836,85.3049451,4560,11.5054836,85.304945,-5.37,-0.35,98,15.073,0.678,
0.626627,11.2475,85.197222,129,,00 44 59.40,+85 11 50,16.709,15.37,14.905,14.738,14.739,97,,PKM,11.247012,85.1973912,4723,11.247012,85.197391,-5.46,-0.83,97,15.061,0.662,
1.269421,11.188042,85.224722,130,,00 44 45.13,+85 13 29,16.736,15.385,14.916,14.768,14.725,98,,PKM,11.1876495,85.2250731,4688,11.1876495,85.225073,-5.59,-0.33,98,15.082,0.652,
0.515867,12.827333,85.295556,131,,00 51 18.56,+85 17 44,17.379,15.608,14.925,14.645,14.497,0,,PKM,12.8269494,85.2956958,5636,12.8269494,85.295696,-4.16,2.97,0,15.156,0.93,
0.440052,11.903208,85.276111,132,1027,00 47 36.77,+85 16 34,17.294,15.51,14.93,14.753,14.681,96,,PKM,11.9029891,85.2762319,4973,11.9029891,85.276232,-5.72,-0.82,96,15.135,0.805,
0.484348,11.824542,85.253333,133,1017,00 47 17.89,+85 15 12,16.809,15.414,14.949,14.82,14.754,97,,PKM,11.8240802,85.253462,5019,11.8240802,85.253462,-5.82,-0.55,97,15.088,0.668,
0.601997,13.065333,85.245556,134,,00 52 15.68,+85 14 44,16.812,15.447,14.95,14.768,14.653,0,,PKM,13.0649154,85.2457196,5685,13.0649154,85.24572,-0.91,-1.31,0,15.213,0.692,D
0.440446,11.267917,85.233056,135,,00 45 04.30,+85 13 59,17.157,15.561,14.953,14.745,14.654,85,,PKM,11.267246,85.2331649,4675,11.267246,85.233165,-5.87,-1.14,85,16.089,0.719,
1.016865,12.816917,85.163056,136,,00 51 16.06,+85 09 47,17.685,15.705,14.954,14.689,14.629,0,,PKM,12.8154226,85.1633088,5769,12.8154226,85.163309,-1.67,-3.1,0,15.243,0.958,
0.631001,11.831625,85.221944,137,1101,00 47 19.59,+85 13 19,16.785,15.427,14.96,14.8,14.742,98,,PKM,11.8311848,85.2221154,5083,11.8311848,85.222115,-5.24,-0.21,98,15.101,0.672,
0.156091,12.074083,85.278056,138,1029,00 48 17.78,+85 16 41,17.0,15.494,14.964,14.796,14.785,64,,PKM,12.0739849,85.2780986,4968,12.0739849,85.278099,-5.51,-1.51,64,16.294,0.745,D
0.754547,11.640375,85.167778,139,,00 46 33.69,+85 10 04,17.033,15.543,14.97,14.748,14.689,0,,PKM,11.6397155,85.1679801,5151,11.6397155,85.16798,-10.1,6.28,0,15.175,0.78,
0.414149,11.818458,85.259722,140,4691,00 47 16.43,+85 15 35,17.187,15.581,14.988,14.83,14.691,71,,PKM,11.8179719,85.2598298,5004,11.8179719,85.25983,-6.35,-0.42,71,16.104,0.8,D
1.062713,11.185833,85.314722,141,,00 44 44.60,+85 18 53,16.796,15.45,14.99,14.837,14.755,98,,PKM,11.1859261,85.3150171,4549,11.1859261,85.315017,-5.26,-0.09,98,15.161,0.66,
0.225697,12.272708,85.270556,142,2108,00 49 05.45,+85 16 14,16.802,15.451,14.991,14.851,14.774,98,,PKM,12.2724999,85.2706163,5338,12.2724999,85.270616,-5.54,-0.29,98,15.138,0.67,
0.586233,12.443042,85.181111,143,,00 49 46.33,+85 10 52,16.858,15.484,14.996,14.818,14.786,0,,PKM,12.4416462,85.181224,5884,12.4416462,85.181224,-5.98,2.21,0,15.447,0.683,D
0.527443,12.790458,85.275556,144,,00 51 09.71,+85 16 32,16.931,15.504,14.999,14.83,14.805,0,,PKM,12.7902956,85.2757019,5943,12.7902956,85.275702,-2.25,2.97,0,15.316,0.688,D
0.583385,11.652292,85.2175,145,1108,00 46 36.55,+85 13 03,16.98,15.502,15.004,14.845,14.802,98,,PKM,11.6516021,85.2176515,5090,11.6516021,85.217652,-5.51,-0.16,98,15.149,0.71,
0.978744,11.765083,85.226667,146,1103,00 47 03.62,+85 13 36,16.844,15.481,15.019,14.86,14.758,96,,PKM,11.7644307,85.2269334,5075,11.7644307,85.226933,-5.79,-0.74,96,15.175,0.665,
0.680526,11.850333,85.204444,147,1100,00 47 24.08,+85 12 16,17.002,15.555,15.05,14.892,14.836,97,,PKM,11.8495487,85.2046213,5106,11.8495487,85.204621,-5.36,0.0,97,15.214,0.717,
0.293955,11.703958,85.212222,148,1111,00 46 48.95,+85 12 44,16.909,15.53,15.053,14.919,14.976,98,,PKM,11.7031597,85.2122692,5842,11.7031597,85.212269,-5.3,-0.21,98,15.199,0.681,
0.456835,11.473417,85.241944,149,1060,00 45 53.62,+85 14 31,16.863,15.523,15.074,14.927,14.823,97,,PKM,11.4729877,85.2420658,4651,11.4729877,85.242066,-5.66,-0.79,97,15.227,0.649,
0.917734,11.660458,85.272222,150,1037,00 46 38.51,+85 16 20,17.038,15.588,15.084,14.92,14.867,98,,PKM,11.6600785,85.272475,4983,11.6600785,85.272475,-5.41,-0.74,98,15.257,0.707,
1.057516,11.551625,85.233611,151,1335,00 46 12.39,+85 14 01,17.194,15.65,15.085,14.943,14.912,0,,PKM,11.5500144,85.2338725,5912,11.5500144,85.233873,-7.02,1.12,0,16.386,0.831,D
0.913900,11.322375,85.205833,152,,00 45 17.37,+85 12 21,16.921,15.55,15.089,14.91,14.877,98,,PKM,11.3217371,85.2060812,4712,11.3217371,85.206081,-5.53,-0.5,98,15.333,0.675,
0.427075,12.997833,85.264167,153,,00 51 59.48,+85 15 51,16.923,15.555,15.091,14.924,14.844,94,,PKM,12.9971373,85.2642708,5666,12.9971373,85.264271,-4.65,-0.34,94,15.218,0.689,
0.690280,12.630417,85.225833,154,2137,00 50 31.30,+85 13 33,16.86,15.545,15.097,14.958,14.909,98,,PKM,12.6295253,85.2260098,5408,12.6295253,85.22601,-5.47,-0.36,98,15.23,0.671,
0.787694,11.561375,85.327778,155,,00 46 14.73,+85 19 40,,15.832,15.101,14.797,14.37,96,,PKM,11.5611928,85.3279963,4536,11.5611928,85.327996,-5.12,-0.66,96,17.537,0.985,
0.433176,11.379667,85.288056,156,,00 45 31.12,+85 17 17,16.924,15.571,15.108,14.941,14.925,98,,PKM,11.3796362,85.2881763,4586,11.3796362,85.288176,-4.98,-0.27,98,15.288,0.675,
0.895894,11.081833,85.203889,157,,00 44 19.64,+85 12 14,16.582,15.457,15.11,14.985,14.877,0,,PKM,11.0812243,85.2041326,4716,11.0812243,85.204133,-6.4,4.81,0,15.226,0.514,
0.832705,11.686,85.282222,158,1041,00 46 44.64,+85 16 56,17.03,15.623,15.117,14.952,14.903,98,,PKM,11.6857653,85.2824525,4962,11.6857653,85.282453,-5.43,-0.64,98,15.291,0.711,
0.761561,11.2575,85.150278,159,,00 45 01.80,+85 09 01,16.97,15.592,15.126,14.957,14.831,97,,PKM,11.2564343,85.1504694,4763,11.2564343,85.150469,-5.21,-0.86,97,15.287,0.673,
0.740463,11.679792,85.268056,160,1040,00 46 43.15,+85 16 05,17.03,15.61,15.131,14.97,14.923,97,,PKM,11.6795745,85.2682609,4986,11.6795745,85.268261,-5.72,-0.53,97,15.28,0.69,
1.209266,11.180083,85.193333,161,,00 44 43.22,+85 11 36,16.982,15.608,15.132,14.97,14.867,98,,PKM,11.1794505,85.1936647,4726,11.1794505,85.193665,-5.44,-0.48,98,15.307,0.675,D
0.840739,11.479125,85.166944,162,,00 45 54.99,+85 10 01,16.645,15.571,15.15,14.983,14.933,0,,PKM,11.4781277,85.1671619,4744,11.4781277,85.167162,1.39,11.77,0,15.297,0.601,
1.423367,10.982458,85.301667,163,,00 43 55.79,+85 18 06,17.065,15.644,15.156,15.004,14.893,96,,PKM,10.9827976,85.3020614,4267,10.9827976,85.302061,-4.79,-0.33,96,15.335,0.693,
0.748290,13.029583,85.198611,164,,00 52 07.10,+85 11 55,16.968,15.624,15.159,14.98,14.858,96,,PKM,13.0283166,85.1987898,5738,13.0283166,85.19879,-4.95,-0.04,96,15.316,0.691,
0.669628,12.489417,85.173056,165,,00 49 57.46,+85 10 23,16.988,15.62,15.16,15.01,14.939,98,,PKM,12.4883829,85.1732204,5476,12.4883829,85.17322,-5.34,-0.35,98,15.3,0.679,
0.281552,11.62025,85.270278,166,1038,00 46 28.86,+85 16 13,17.126,15.672,15.161,15.007,14.883,98,,PKM,11.6200528,85.2703545,4609,11.6200528,85.270354,-5.6,-0.61,98,15.339,0.713,
0.681389,11.933208,85.258611,167,1014,00 47 43.97,+85 15 31,17.063,15.646,15.165,15.017,15.02,95,,PKM,11.9325921,85.2587933,5006,11.9325921,85.258793,-5.85,-0.77,95,15.487,0.652,
1.010292,11.73025,85.170556,168,,00 46 55.26,+85 10 14,17.059,15.678,15.166,14.986,14.938,98,,PKM,11.7296275,85.1708317,5147,11.7296275,85.170832,-5.15,-0.24,98,15.347,0.722,
0.923201,11.096167,85.288889,169,,00 44 23.08,+85 17 20,16.965,15.627,15.168,15.001,14.813,95,,PKM,11.0963034,85.2891452,4584,11.0963034,85.289145,-4.69,-0.48,95,15.387,0.667,
0.533517,11.241542,85.277778,170,,00 44 57.97,+85 16 40,17.094,15.7,15.227,15.072,15.106,98,,PKM,11.2416078,85.2779261,4602,11.2416078,85.277926,-5.09,-0.42,98,15.389,0.679,
0.808352,12.799958,85.185833,171,,00 51 11.99,+85 11 09,17.096,15.709,15.229,15.047,15.033,97,,PKM,12.7987255,85.1860323,5752,12.7987255,85.186032,-4.94,-0.21,97,15.382,0.706,
0.539110,11.893667,85.263889,172,1025,00 47 34.48,+85 15 50,17.072,15.691,15.242,15.113,15.114,98,,PKM,11.8933903,85.264037,4992,11.8933903,85.264037,-5.62,-0.71,98,15.37,0.653,
0.856672,12.917958,85.165556,173,,00 51 40.31,+85 09 56,17.683,16.007,15.243,14.692,14.352,0,a,PKM,12.9158908,85.1657181,5768,12.9158908,85.165718,9.25,3.58,0,15.638,0.941,
0.214708,12.545625,85.243889,174,2127,00 50 10.95,+85 14 38,16.835,15.625,15.253,15.138,15.114,98,,PKM,12.5449665,85.243913,5379,12.5449665,85.243913,-5.15,-0.35,98,15.372,0.57,
0.720277,12.655292,85.2325,175,2132,00 50 37.27,+85 13 57,16.962,15.678,15.257,15.121,15.171,96,,PKM,12.6547584,85.2326951,5397,12.6547584,85.232695,-5.0,0.04,96,15.389,0.63,
0.183909,12.178,85.193333,176,,00 48 42.72,+85 11 36,17.187,15.785,15.276,15.091,14.931,0,,PKM,12.1774187,85.1933484,5121,12.1774187,85.193348,-2.92,-0.1,0,15.509,0.685,D
0.335409,11.302,85.236944,177,,00 45 12.48,+85 14 13,17.084,15.737,15.284,15.133,15.085,98,,PKM,11.3016681,85.237033,4661,11.3016681,85.237033,-5.4,-0.09,98,15.437,0.645,
0.839026,12.097917,85.254167,178,1009,00 48 23.50,+85 15 15,17.541,15.88,15.285,15.09,15.048,0,,PKM,12.0974618,85.254397,5012,12.0974618,85.254397,2.57,5.74,0,15.496,0.802,D
1.551431,10.988417,85.238056,179,,00 43 57.22,+85 14 17,17.16,15.755,15.286,15.087,15.049,97,,PKM,10.9878987,85.2384848,4331,10.9878987,85.238485,-5.61,-0.77,97,15.603,0.702,
1.219780,11.38375,85.2375,180,,00 45 32.10,+85 14 15,17.428,15.898,15.287,15.179,15.173,60,,PKM,11.3830998,85.2378345,4659,11.3830998,85.237835,-6.17,0.27,60,16.348,0.832,D
0.924653,11.11175,85.155556,181,,00 44 26.82,+85 09 20,17.113,15.759,15.293,15.076,14.837,98,,PKM,11.111174,85.1558082,4760,11.111174,85.155808,-5.11,-0.6,98,15.458,0.66,
1.112263,11.559208,85.181944,182,,00 46 14.21,+85 10 55,17.277,15.816,15.3,15.118,15.061,98,,PKM,11.5584426,85.1822462,4732,11.5584426,85.182246,-5.18,-0.76,98,15.468,0.737,
0.396316,11.752583,85.230556,183,1104,00 47 00.62,+85 13 50,17.134,15.778,15.304,15.136,15.077,98,,PKM,11.7521488,85.23066,5066,11.7521488,85.23066,-5.24,-0.21,98,15.467,0.669,
1.014835,13.0105,85.234722,184,,00 52 02.52,+85 14 05,17.254,15.81,15.319,15.143,15.147,97,,PKM,13.009574,85.2349932,5695,13.009574,85.234993,-4.82,-0.56,97,15.463,0.72,
0.163756,11.964708,85.228333,185,1092,00 47 51.53,+85 13 42,17.195,15.813,15.335,15.137,15.102,98,,PKM,11.964162,85.2283355,5071,11.964162,85.228336,-5.71,-0.39,98,15.5,0.681,
0.750143,11.007667,85.239444,186,,00 44 01.84,+85 14 22,17.234,15.881,15.356,15.206,15.167,98,,PKM,11.0075168,85.239652,4328,11.0075168,85.239652,-5.24,-0.58,98,15.728,0.697,
0.638870,12.186,85.295,187,2097,00 48 44.64,+85 17 42,17.176,15.82,15.357,15.211,15.17,98,,PKM,12.185907,85.2951773,4939,12.185907,85.295177,-5.41,-0.64,98,15.51,0.671,
0.126007,11.795958,85.249444,188,1080,00 47 11.03,+85 14 58,17.219,15.832,15.363,15.23,15.203,95,,PKM,11.7956935,85.2494713,5029,11.7956935,85.249471,-5.83,-0.79,95,15.505,0.672,
1.280835,13.206083,85.224167,189,,00 52 49.46,+85 13 27,17.225,15.845,15.364,15.184,14.987,98,,PKM,13.2048678,85.2245081,5705,13.2048678,85.224508,-5.17,-0.46,98,15.527,0.698,
0.731406,12.238917,85.167778,190,,00 48 57.34,+85 10 04,17.183,15.829,15.367,15.207,15.236,98,,PKM,12.2380473,85.1679675,5482,12.2380473,85.167968,-5.28,-0.08,98,15.51,0.676,
0.777754,11.535792,85.221111,191,,00 46 08.59,+85 13 16,19.342,16.664,15.384,14.751,14.412,0,,PKM,11.535263,85.2213225,4691,11.535263,85.221322,3.59,-18.82,0,15.961,1.426,
0.982088,11.867167,85.327778,192,,00 47 28.12,+85 19 40,17.225,15.859,15.387,15.193,14.955,98,,PKM,11.8671534,85.3280508,4910,11.8671534,85.328051,-5.14,-0.46,98,15.578,0.679,
0.178296,11.935833,85.260278,193,1013,00 47 44.60,+85 15 37,17.28,15.878,15.388,15.205,15.136,97,,PKM,11.9353337,85.2603054,5003,11.9353337,85.260305,-5.84,-0.35,97,16.911,0.849,
0.089605,12.418875,85.271667,194,2106,00 49 40.53,+85 16 18,17.182,15.847,15.391,15.261,15.197,98,,PKM,12.4186511,85.2716837,5335,12.4186511,85.271684,-5.32,-0.38,98,15.527,0.665,
0.956027,12.889042,85.157222,195,,00 51 33.37,+85 09 26,17.257,15.883,15.42,15.241,15.099,97,,PKM,12.8874572,85.1574514,5778,12.8874572,85.157451,-4.85,-0.44,97,15.558,0.688,
0.893512,11.230625,85.205556,196,,00 44 55.35,+85 12 20,17.259,15.903,15.43,15.258,15.259,97,,PKM,11.2301143,85.2058005,4713,11.2301143,85.2058,-5.19,-0.86,97,15.583,0.677,
0.062953,12.672125,85.323889,197,,00 50 41.31,+85 19 26,17.282,15.919,15.46,15.305,15.318,90,,PKM,12.6719127,85.3238865,5287,12.6719127,85.323887,-4.54,-0.28,90,15.605,0.691,
0.735331,12.47275,85.2175,198,2145,00 49 53.46,+85 13 03,17.314,15.938,15.465,15.311,15.254,98,,PKM,12.4717671,85.2176871,5424,12.4717671,85.217687,-5.64,-0.51,98,15.615,0.686,
0.427248,11.858708,85.161667,199,,00 47 26.09,+85 09 42,17.303,15.937,15.473,15.322,15.252,98,,PKM,11.8578429,85.1617606,5155,11.8578429,85.161761,-5.14,-0.22,98,15.632,0.67,
0.473674,12.19675,85.18,200,,00 48 47.22,+85 10 48,17.553,16.003,15.482,15.3,15.286,0,,PKM,12.195755,85.1801016,5844,12.195755,85.180102,-1.24,1.38,0,15.65,0.747,
0.453054,13.013917,85.196389,201,,00 52 03.34,+85 11 47,17.332,15.956,15.484,15.325,15.228,97,,PKM,13.0128198,85.196475,5741,13.0128198,85.196475,-4.83,-0.35,97,15.658,0.709,
0.341494,12.436625,85.200833,202,2157,00 49 44.79,+85 12 03,17.323,15.959,15.484,15.319,15.344,98,,PKM,12.4355877,85.2008713,5451,12.4355877,85.200871,-5.68,-0.56,98,15.63,0.693,
0.328064,12.187333,85.170556,203,,00 48 44.96,+85 10 14,18.309,16.281,15.489,,15.013,0,b,PKM,12.1864107,85.1706037,5146,12.1864107,85.170604,-2.5,2.02,0,15.913,0.983,
0.419591,12.433958,85.165556,204,,00 49 44.15,+85 09 56,17.643,16.082,15.508,15.319,15.222,0,,PKM,12.4328558,85.1656264,5488,12.4328558,85.165626,-12.32,4.06,0,15.699,0.794,
0.606609,11.007333,85.151667,205,,00 44 01.76,+85 09 06,17.542,16.048,15.509,15.286,15.128,98,,PKM,11.0066596,85.1518256,4411,11.0066596,85.151826,-5.25,-0.1,98,15.709,0.736,
0.665835,11.341042,85.207222,206,,00 45 21.85,+85 12 26,17.332,16.036,15.512,15.331,15.152,98,,PKM,11.3406614,85.2074042,4708,11.3406614,85.207404,-5.14,-0.48,98,15.985,0.701,
0.498561,12.615417,85.252222,207,6826,00 50 27.70,+85 15 08,17.65,16.132,15.514,15.177,15.153,0,,PKM,12.6148083,85.252351,5361,12.6148083,85.252351,-3.25,-0.98,0,15.831,0.812,D
1.191847,11.17,85.218889,208,,00 44 40.80,+85 13 08,17.031,15.907,15.531,15.399,15.307,80,,PKM,11.1694432,85.2192168,4695,11.1694432,85.219217,-4.69,-1.16,80,15.648,0.549,
0.202575,11.819417,85.174167,209,,00 47 16.66,+85 10 27,17.44,16.026,15.534,15.345,15.264,95,,PKM,11.8187499,85.1741629,5143,11.8187499,85.174163,-4.7,-0.38,95,15.708,0.709,
0.669520,11.596292,85.237222,210,1074,00 46 23.11,+85 14 14,17.471,16.062,15.534,15.28,15.114,93,,PKM,11.5958797,85.2374048,4660,11.5958797,85.237405,-5.66,0.18,93,15.739,0.695,
0.653809,11.58125,85.256389,211,1049,00 46 19.50,+85 15 23,17.403,16.009,15.539,15.353,15.391,97,,PKM,11.5808023,85.2565668,4627,11.5808023,85.256567,-5.56,-0.78,97,15.694,0.677,
0.672867,11.05375,85.274167,212,,00 44 12.90,+85 16 27,17.485,16.053,15.541,15.348,15.307,98,,PKM,11.0535528,85.2743532,4607,11.0535528,85.274353,-5.08,-0.54,98,15.793,0.686,
0.960631,11.720083,85.295278,213,2083,00 46 52.82,+85 17 43,17.4,16.025,15.542,15.393,15.307,97,,PKM,11.7199445,85.2955446,4941,11.7199445,85.295545,-5.76,-0.45,97,15.714,0.694,
1.042960,11.069917,85.288611,214,,00 44 16.78,+85 17 19,17.352,16.006,15.546,15.346,15.199,98,,PKM,11.0697824,85.2889005,4585,11.0697824,85.2889,-5.46,-0.59,98,15.822,0.683,
0.157673,11.64625,85.325556,215,,00 46 35.10,+85 19 32,17.395,16.023,15.554,15.403,15.318,98,,PKM,11.6464065,85.3255979,5838,11.6464065,85.325598,-5.44,-0.08,98,15.684,0.694,
0.561339,12.069875,85.194167,216,2184,00 48 16.77,+85 11 39,17.5,16.076,15.563,15.334,15.221,98,,PKM,12.0689153,85.1943006,5119,12.0689153,85.194301,-5.37,-0.66,98,15.875,0.703,
0.444303,11.217167,85.265,217,,00 44 52.12,+85 15 54,17.573,16.128,15.569,15.355,15.267,98,,PKM,11.2169575,85.2651222,4618,11.2169575,85.265122,-5.21,-0.51,98,15.789,0.722,
0.630583,12.26275,85.171111,218,,00 49 03.06,+85 10 16,17.417,16.051,15.575,15.384,15.353,95,,PKM,12.2616389,85.1712591,5477,12.2616389,85.171259,-4.92,0.08,95,15.731,0.69,
0.803646,12.156042,85.241389,219,4732,00 48 37.45,+85 14 29,18.022,16.222,15.58,15.355,15.293,0,,PKM,12.1554572,85.2416069,5051,12.1554572,85.241607,9.28,-3.03,0,15.806,0.851,
0.747587,12.708833,85.269722,220,,00 50 50.12,+85 16 11,17.84,16.234,15.586,15.188,14.982,96,,PKM,12.7078532,85.2699133,5337,12.7078532,85.269913,-5.84,-0.71,96,15.759,0.848,D
0.432061,12.047792,85.230833,221,1090,00 48 11.47,+85 13 51,17.708,16.141,15.586,15.4,15.418,95,,PKM,12.0470885,85.2309378,5065,12.0470885,85.230938,-5.92,-0.51,95,15.754,0.769,
1.089343,10.992417,85.248333,222,,00 43 58.18,+85 14 54,17.583,16.134,15.597,15.404,15.346,97,,PKM,10.9922858,85.2486354,4318,10.9922858,85.248635,-5.23,-0.93,97,15.861,0.706,D
1.152379,11.506458,85.326667,223,,00 46 01.55,+85 19 36,17.514,16.096,15.607,15.363,14.97,98,,PKM,11.5068386,85.3269856,4538,11.5068386,85.326986,-5.14,-0.39,98,15.774,0.686,
0.351720,12.604792,85.183889,224,,00 50 25.15,+85 11 02,17.352,16.048,15.608,15.46,15.35,98,,PKM,12.6036993,85.1839226,5467,12.6036993,85.183923,-5.17,-0.24,98,15.744,0.659,
0.612264,12.84,85.201389,225,,00 51 21.60,+85 12 05,17.54,16.133,15.612,15.399,15.243,0,,PKM,12.8390508,85.2015394,5736,12.8390508,85.201539,-4.76,-3.26,0,15.785,0.747,
0.806274,12.170583,85.170556,226,,00 48 40.94,+85 10 14,,16.463,15.629,15.323,15.174,0,,PKM,12.1686043,85.1707057,5145,12.1686043,85.170706,4.9,1.1,0,17.66,1.225,
0.170221,11.715667,85.241111,227,1136,00 46 51.76,+85 14 28,,16.386,15.639,15.397,15.181,79,,PKM,11.7153483,85.2410718,5053,11.7153483,85.241072,-5.28,-1.62,79,17.714,1.084,
1.338005,11.053292,85.193056,228,,00 44 12.79,+85 11 35,18.123,16.421,15.65,15.315,15.087,0,,PKM,11.0513366,85.1933896,5907,11.0513366,85.19339,-15.85,-4.02,0,16.388,0.782,D
1.203353,10.987292,85.188333,229,,00 43 56.95,+85 11 18,17.665,16.177,15.655,15.456,15.431,98,,PKM,10.9866009,85.1886622,4381,10.9866009,85.188662,-5.21,-0.79,98,15.966,0.71,D
0.264414,11.709333,85.261389,230,1021,00 46 50.24,+85 15 41,17.529,16.124,15.663,15.5,15.61,97,,PKM,11.7090526,85.2614587,4999,11.7090526,85.261459,-5.71,-0.71,97,15.796,0.675,
0.596788,11.75275,85.278056,231,1034,00 47 00.66,+85 16 41,17.607,16.154,15.666,15.48,15.468,90,,PKM,11.7525825,85.2782212,4969,11.7525825,85.278221,-6.1,-0.59,90,15.868,0.705,
0.248898,12.345875,85.202222,232,2156,00 49 23.01,+85 12 08,17.557,16.16,15.668,15.521,15.352,97,,PKM,12.3451813,85.2022596,5446,12.3451813,85.20226,-5.75,-0.67,97,15.923,0.704,
0.315148,12.130375,85.161111,233,,00 48 31.29,+85 09 40,17.59,16.145,15.674,15.479,15.507,98,,PKM,12.1293395,85.1611052,5156,12.1293395,85.161105,-5.08,-0.31,98,15.832,0.705,
0.429029,11.932667,85.191111,234,,00 47 43.84,+85 11 28,17.925,16.269,15.679,15.472,15.317,98,,PKM,11.9317189,85.1911998,5127,11.9317189,85.1912,-5.44,-0.4,98,15.872,0.803,
0.665090,12.494,85.245833,235,2125,00 49 58.56,+85 14 45,17.586,16.169,15.684,15.509,15.353,98,,PKM,12.4933653,85.2460101,5374,12.4933653,85.24601,-5.59,-0.15,98,15.881,0.698,
0.648083,12.169792,85.170556,236,,00 48 40.75,+85 10 14,,16.536,15.687,15.308,15.148,0,,PKM,12.1686043,85.1707057,5145,12.1686043,85.170706,4.9,1.1,0,17.66,1.225,
0.651617,12.866917,85.212222,237,,00 51 28.06,+85 12 44,17.69,16.211,15.69,15.397,15.299,98,,PKM,12.8659569,85.2123843,5724,12.8659569,85.212384,-5.23,-0.47,98,15.961,0.739,
0.728633,10.98525,85.225833,238,,00 43 56.46,+85 13 33,,,15.691,15.471,,88,b,PKM,10.9856384,85.2260328,4342,10.9856384,85.226033,-4.78,-1.02,88,18.743,1.253,D
0.481385,11.726708,85.249444,239,1079,00 46 54.41,+85 14 58,17.564,16.166,15.693,15.556,15.54,96,,PKM,11.726164,85.2495699,5028,11.726164,85.24957,-5.75,-0.77,96,15.815,0.677,
0.654379,11.966,85.273611,240,1028,00 47 51.84,+85 16 25,17.7,16.235,15.698,15.505,15.509,98,,PKM,11.9656523,85.2737905,4981,11.9656523,85.273791,-5.58,-0.66,98,15.99,0.692,D
0.971052,12.44,85.248889,241,2124,00 49 45.60,+85 14 56,17.988,16.298,15.707,15.528,15.538,94,,PKM,12.4394598,85.249155,5367,12.4394598,85.249155,-6.01,-0.43,94,15.859,0.805,
0.710091,10.991792,85.191389,242,,00 43 58.03,+85 11 29,17.658,16.22,15.72,15.552,15.388,98,,PKM,10.9912138,85.1915802,4379,10.9912138,85.19158,-5.2,-0.63,98,15.888,0.716,
0.710989,12.693042,85.275833,243,2115,00 50 46.33,+85 16 33,17.69,16.226,15.722,15.569,15.413,98,,PKM,12.6926544,85.2760279,5326,12.6926544,85.276028,-5.0,-0.31,98,15.866,0.731,
0.792083,12.09375,85.265,244,1011,00 48 22.50,+85 15 54,18.345,16.481,15.724,15.405,15.252,95,,PKM,12.0933806,85.2652179,4989,12.0933806,85.265218,-5.63,-1.0,95,16.104,0.97,
0.698682,12.70825,85.269722,245,,00 50 49.98,+85 16 11,18.325,16.432,15.728,15.418,15.145,96,,PKM,12.7078532,85.2699133,5337,12.7078532,85.269913,-5.84,-0.71,96,15.759,0.848,D
