angDist,_RAJ2000,_DEJ2000,FTS,WEBDA,RAJ2000,DEJ2000,u'mag,g'mag,r'mag,i'mag,z'mag,Mm,Comm,PKM,_RAJ2000,_DEJ2000,PKM,RAJ2000,DEJ2000,pmRA,pmDE,MProb,Vmag,B-V,ICode
0.488409,11.3865,85.235278,246,,00 45 32.76,+85 14 07,,16.237,15.732,15.755,,92,ab,PKM,11.3851172,85.2352058,4669,11.3851172,85.235206,-5.58,-0.88,92,18.682,1.202,D
1.102381,12.688625,85.221667,247,2139,00 50 45.27,+85 13 18,17.671,16.279,15.747,15.482,15.438,97,,PKM,12.687888,85.221967,5415,12.687888,85.221967,-5.73,-0.66,97,16.028,0.798,
0.215367,11.776125,85.241944,248,1081,00 47 06.27,+85 14 31,17.771,16.305,15.754,15.577,15.597,98,,PKM,11.7754372,85.241926,5052,11.7754372,85.241926,-5.51,-0.74,98,15.926,0.737,
0.162069,11.876875,85.254167,249,1016,00 47 30.45,+85 15 15,18.054,16.37,15.761,15.546,15.399,90,,PKM,11.8764044,85.2541896,5015,11.8764044,85.25419,-5.97,-0.92,90,16.04,0.823,D
0.246385,11.681667,85.201667,250,1113,00 46 43.60,+85 12 06,17.939,16.36,15.794,15.596,15.695,98,,PKM,11.6808585,85.2016775,5110,11.6808585,85.201678,-5.62,-0.43,98,15.966,0.772,
0.667195,13.192417,85.203889,251,,00 52 46.18,+85 12 14,17.813,16.351,15.795,15.612,15.539,98,,PKM,13.1908882,85.2040232,5733,13.1908882,85.204023,-5.12,-0.18,98,15.985,0.765,
0.327705,12.330667,85.2,252,2155,00 49 19.36,+85 12 00,17.74,16.298,15.799,15.602,15.564,97,,PKM,12.3296026,85.2000188,5453,12.3296026,85.200019,-5.45,-0.86,97,16.018,0.726,D
0.896982,13.223917,85.283333,253,,00 52 53.74,+85 17 00,17.817,16.357,15.799,15.596,15.551,95,,PKM,13.2229744,85.2835698,5647,13.2229744,85.28357,-4.92,0.05,95,16.002,0.761,
0.964956,11.607292,85.185556,254,,00 46 25.75,+85 11 08,17.32,16.193,15.811,15.64,15.512,87,,PKM,11.6067601,85.1858203,4730,11.6067601,85.18582,-4.46,-0.39,87,15.996,0.541,D
0.526138,12.091958,85.297778,255,2098,00 48 22.07,+85 17 52,17.735,16.315,15.813,15.652,15.534,91,,PKM,12.0919116,85.2979241,4937,12.0919116,85.297924,-5.95,-0.89,91,15.976,0.711,
0.613258,11.903708,85.228333,256,1158,00 47 36.89,+85 13 42,,,15.814,15.7,,88,b,PKM,11.9019663,85.2284226,5072,11.9019663,85.228423,-5.93,-0.24,88,19.186,1.486,
0.061117,12.347917,85.2875,257,2104,00 49 23.50,+85 17 15,18.015,16.365,15.824,15.622,15.665,0,,PKM,12.3477917,85.2874865,5319,12.3477917,85.287486,-6.7,1.57,0,16.013,0.781,
0.310638,11.738375,85.188056,258,,00 46 57.21,+85 11 17,17.901,16.4,15.834,15.616,15.532,0,,PKM,11.737367,85.1880388,5128,11.737367,85.188039,-6.54,-2.48,0,16.101,0.741,D
0.899740,12.924458,85.209167,259,,00 51 41.87,+85 12 33,18.062,16.469,15.843,15.457,15.127,5,,PKM,12.9230052,85.2093855,5880,12.9230052,85.209385,-5.56,1.07,5,16.18,0.767,D
0.466321,12.292,85.1525,260,,00 49 10.08,+85 09 09,17.811,16.352,15.852,15.671,15.687,90,,PKM,12.2907852,85.152579,5497,12.2907852,85.152579,-5.12,0.34,90,16.005,0.718,
1.118727,12.769125,85.251389,261,,00 51 04.59,+85 15 05,17.748,16.341,15.855,15.64,15.689,0,,PKM,12.7683295,85.2516927,5362,12.7683295,85.251693,-3.77,2.71,0,16.004,0.725,
1.055184,12.779958,85.286944,262,,00 51 07.19,+85 17 13,,17.198,15.881,14.849,14.405,0,a,PKM,12.7796626,85.2872361,5318,12.7796626,85.287236,-3.32,13.15,0,16.653,1.552,
1.065350,13.007958,85.293889,263,,00 52 01.91,+85 17 38,17.818,16.384,15.888,15.733,15.746,90,,PKM,13.0074603,85.2941821,5639,13.0074603,85.294182,-4.66,0.01,90,16.038,0.738,
0.455543,12.474208,85.213889,264,2146,00 49 53.81,+85 12 50,17.657,16.368,15.891,15.709,15.697,56,,PKM,12.4731205,85.2139772,5431,12.4731205,85.213977,-4.75,-1.42,56,16.048,0.69,
0.354431,11.760625,85.228889,265,,00 47 02.55,+85 13 44,,,15.895,15.681,,49,b,PKM,11.7603421,85.2289846,5070,11.7603421,85.228985,-5.63,0.93,49,19.119,1.347,
0.232611,12.275792,85.201389,266,2154,00 49 06.19,+85 12 05,17.823,16.394,15.907,15.716,15.829,96,,PKM,12.275026,85.2013807,5449,12.275026,85.201381,-5.87,-0.54,96,16.032,0.71,
0.962164,11.29825,85.282222,267,,00 45 11.58,+85 16 56,17.962,16.427,15.911,15.722,15.589,98,,PKM,11.2983232,85.2824892,4596,11.2983232,85.282489,-5.21,-0.75,98,16.242,0.739,
0.853199,11.852417,85.295833,268,2085,00 47 24.58,+85 17 45,18.057,16.484,15.92,15.706,15.695,0,,PKM,11.8520715,85.2960683,4938,11.8520715,85.296068,2.37,5.91,0,16.13,0.79,
0.089432,11.618458,85.266111,269,1039,00 46 28.43,+85 15 58,17.888,16.426,15.922,15.756,15.881,97,,PKM,11.6182571,85.2661295,4614,11.6182571,85.26613,-5.54,-0.8,97,16.08,0.705,
0.469339,12.093833,85.217222,270,1095,00 48 22.52,+85 13 02,17.925,16.438,15.93,15.786,15.727,96,,PKM,12.0928822,85.2173255,5089,12.0928822,85.217326,-5.87,-0.51,96,16.054,0.729,
0.287005,12.734625,85.216111,271,2140,00 50 56.31,+85 12 58,17.861,16.446,15.931,15.777,15.749,98,,PKM,12.733685,85.2160965,5425,12.733685,85.216097,-5.44,-0.16,98,16.107,0.736,
0.301925,12.189708,85.269722,272,2110,00 48 45.53,+85 16 11,17.915,16.426,15.932,15.764,15.824,98,,PKM,12.1892966,85.2697987,4984,12.1892966,85.269799,-5.5,-0.75,98,16.074,0.716,
0.944289,11.737792,85.196944,273,2180,00 46 57.07,+85 11 49,17.907,16.444,15.934,15.767,15.713,98,,PKM,11.7369144,85.1971958,5115,11.7369144,85.197196,-5.43,-0.41,98,16.093,0.733,
0.370817,11.692375,85.276944,274,1035,00 46 46.17,+85 16 37,18.416,16.635,15.957,15.693,15.538,0,,PKM,11.6921234,85.2770449,4972,11.6921234,85.277045,-14.95,4.12,0,16.244,0.895,
0.420880,12.5765,85.268889,275,2112,00 50 18.36,+85 16 08,17.966,16.476,15.958,15.817,15.654,98,,PKM,12.5758294,85.268992,5340,12.5758294,85.268992,-5.56,-0.2,98,16.129,0.743,
0.277865,12.351458,85.214444,276,2149,00 49 24.35,+85 12 52,18.108,16.544,15.964,15.673,15.412,96,,PKM,12.3506857,85.2144865,5430,12.3506857,85.214487,-5.86,-0.35,96,16.278,0.763,
0.876380,10.992583,85.230556,277,,00 43 58.22,+85 13 50,17.997,16.479,15.971,15.833,15.744,95,,PKM,10.9922142,85.2307975,4336,10.9922142,85.230797,-5.32,-1.1,95,16.098,0.722,
1.083000,11.128542,85.212222,278,,00 44 30.85,+85 12 44,17.983,16.528,15.976,15.768,15.709,98,,PKM,11.1281135,85.2125207,4702,11.1281135,85.212521,-5.3,-0.76,98,16.166,0.739,
0.738079,12.139833,85.171667,279,,00 48 33.56,+85 10 18,17.931,16.499,15.981,15.792,15.742,98,,PKM,12.1388007,85.1718527,5144,12.1388007,85.171853,-5.24,-0.08,98,16.146,0.727,
0.117928,12.029083,85.246944,280,,00 48 06.98,+85 14 49,18.068,16.545,15.991,15.679,15.266,95,,PKM,12.0286937,85.2469383,5032,12.0286937,85.246938,-5.45,-1.04,95,16.31,0.764,
0.830960,11.474333,85.201389,281,2007,00 45 53.84,+85 12 05,18.036,16.529,15.998,15.809,15.78,98,,PKM,11.4739262,85.2016173,4719,11.4739262,85.201617,-5.38,-0.46,98,16.159,0.737,
0.233292,12.909917,85.265278,282,,00 51 38.38,+85 15 55,17.971,16.511,15.999,15.86,15.836,98,,PKM,12.909425,85.2653285,5665,12.909425,85.265328,-5.18,-0.45,98,16.146,0.732,
0.574455,11.943167,85.243889,283,,00 47 46.36,+85 14 38,18.199,16.573,15.999,15.794,15.64,0,,PKM,11.9426412,85.2440425,5043,11.9426412,85.244043,7.43,-0.64,0,16.169,0.785,
0.882275,12.355583,85.248056,284,2121,00 49 25.34,+85 14 53,18.174,16.579,16.012,15.858,15.809,96,,PKM,12.3550264,85.2482967,5370,12.3550264,85.248297,-5.82,-0.27,96,16.226,0.746,D
0.699963,13.165458,85.239167,285,,00 52 39.71,+85 14 21,17.954,16.536,16.012,15.842,15.732,97,,PKM,13.1643958,85.2393403,5693,13.1643958,85.23934,-4.9,-0.56,97,16.174,0.754,
0.705987,11.318333,85.283333,286,,00 45 16.40,+85 17 00,18.3,16.619,16.033,15.772,15.772,97,,PKM,11.3183538,85.2835291,4593,11.3183538,85.283529,-4.89,-0.72,97,16.481,0.838,
0.402053,12.775125,85.288611,287,,00 51 06.03,+85 17 19,,17.357,16.035,15.068,14.637,0,a,PKM,12.7740665,85.2886811,5316,12.7740665,85.288681,27.07,0.44,0,17.787,1.326,
0.186636,12.750917,85.326389,288,,00 51 00.22,+85 19 35,18.019,16.545,16.043,15.878,15.953,87,,PKM,12.7506538,85.3264362,5284,12.7506538,85.326436,-4.58,0.0,87,16.181,0.75,
0.519901,11.612917,85.214722,289,1109,00 46 27.10,+85 12 53,18.177,16.636,16.075,15.859,15.743,98,,PKM,11.6124559,85.2148612,4699,11.6124559,85.214861,-5.27,-0.56,98,16.268,0.754,
0.852431,12.561667,85.202222,290,2148,00 50 14.80,+85 12 08,18.429,16.727,16.082,15.86,15.794,98,,PKM,12.5608495,85.2024487,5444,12.5608495,85.202449,-5.45,-0.42,98,16.301,0.861,
0.269104,11.940083,85.204167,291,2183,00 47 45.62,+85 12 15,18.098,16.609,16.083,15.912,15.768,98,,PKM,11.9392017,85.2041544,5107,11.9392017,85.204154,-5.57,-0.3,98,16.254,0.751,
0.420755,11.134333,85.222222,292,,00 44 32.24,+85 13 20,18.011,16.644,16.097,15.873,15.863,0,,PKM,11.1340236,85.222336,4690,11.1340236,85.222336,-7.57,3.78,0,16.306,0.71,
0.343585,12.605375,85.234722,293,2131,00 50 25.29,+85 14 05,18.26,16.678,16.101,15.853,15.949,95,,PKM,12.6046962,85.234799,5396,12.6046962,85.234799,-5.51,0.14,95,16.336,0.777,D
0.408683,12.110333,85.176389,294,,00 48 26.48,+85 10 35,18.153,16.652,16.114,15.951,15.782,98,,PKM,12.1096143,85.1764851,5141,12.1096143,85.176485,-5.36,-0.27,98,16.284,0.743,
0.610135,11.859083,85.281944,295,1031,00 47 26.18,+85 16 55,18.165,16.646,16.119,15.956,15.878,98,,PKM,11.8586616,85.2821099,4963,11.8586616,85.28211,-5.52,-0.63,98,16.282,0.738,
0.258346,12.310542,85.253889,296,4279,00 49 14.53,+85 15 14,,16.865,16.134,15.858,15.906,96,,PKM,12.3104549,85.2539604,5358,12.3104549,85.25396,-5.7,-0.63,96,17.736,1.167,D
0.182601,12.181542,85.226667,297,1087,00 48 43.57,+85 13 36,18.434,16.758,16.138,15.932,15.788,95,,PKM,12.1809326,85.2266659,5074,12.1809326,85.226666,-5.93,-0.57,95,16.335,0.825,
0.163644,12.404958,85.256389,298,4498,00 49 37.19,+85 15 23,18.551,16.874,16.154,15.785,15.485,94,,PKM,12.4046491,85.2563514,5354,12.4046491,85.256351,-5.34,0.22,94,17.066,0.909,
0.438237,12.286542,85.223889,299,2144,00 49 08.77,+85 13 26,18.232,16.702,16.157,15.991,15.953,96,,PKM,12.2856796,85.2239873,5413,12.2856796,85.223987,-5.73,-0.81,96,16.334,0.765,
0.671718,11.800917,85.1775,300,,00 47 12.22,+85 10 39,18.209,16.703,16.164,15.972,15.882,98,,PKM,11.8000154,85.1776705,5139,11.8000154,85.177671,-5.31,-0.32,98,16.348,0.763,
0.293008,11.9785,85.206667,301,4637,00 47 54.84,+85 12 24,18.232,16.718,16.167,15.922,15.911,97,,PKM,11.9775899,85.206696,5103,11.9775899,85.206696,-5.81,-0.43,97,16.358,0.763,
0.205558,12.243958,85.266389,302,2109,00 48 58.55,+85 15 59,18.299,16.713,16.173,16.045,15.93,97,,PKM,12.2434727,85.2664297,5342,12.2434727,85.26643,-5.76,-0.68,97,16.33,0.76,
0.965528,11.058292,85.275833,303,,00 44 13.99,+85 16 33,,16.919,16.176,15.875,15.789,91,,PKM,11.0582785,85.2761012,4603,11.0582785,85.276101,-4.46,-0.75,91,17.753,1.14,
0.539369,12.327042,85.281111,304,4219,00 49 18.49,+85 16 52,17.9,16.681,16.201,16.006,15.91,0,,PKM,12.3266839,85.2812579,5323,12.3266839,85.281258,-3.17,0.02,0,16.412,0.603,
0.510631,11.535875,85.287778,305,1044,00 46 08.61,+85 17 16,18.305,16.751,16.213,16.072,16.059,98,,PKM,11.5359758,85.2879196,4587,11.5359758,85.28792,-5.2,-0.78,98,16.38,0.748,
0.209715,12.412583,85.251667,306,4703,00 49 39.02,+85 15 06,18.718,16.878,16.214,15.906,15.945,0,,PKM,12.411928,85.2516457,5364,12.411928,85.251646,-1.45,1.71,0,16.468,0.879,
1.046827,11.261958,85.162778,307,,00 45 02.87,+85 09 46,18.291,16.781,16.215,16.021,16.148,96,,PKM,11.2611806,85.1630613,4750,11.2611806,85.163061,-5.37,-1.04,96,16.41,0.752,
0.529331,11.536458,85.287778,308,1044,00 46 08.75,+85 17 16,18.23,16.786,16.217,16.069,16.054,98,,PKM,11.5359758,85.2879196,4587,11.5359758,85.28792,-5.2,-0.78,98,16.38,0.748,
0.889337,11.398292,85.289444,309,,00 45 35.59,+85 17 22,17.84,16.688,16.222,16.019,16.003,0,,PKM,11.3984493,85.2896907,4583,11.3984493,85.289691,-2.94,-2.4,0,16.668,0.676,
0.319086,11.994042,85.1575,310,,00 47 58.57,+85 09 27,18.344,16.782,16.231,16.025,15.853,96,,PKM,11.9929956,85.1574927,5158,11.9929956,85.157493,-4.87,-0.04,96,16.416,0.773,
0.286692,12.641625,85.269444,311,2113,00 50 33.99,+85 16 10,18.54,16.865,16.241,15.985,16.045,96,,PKM,12.6411759,85.2695145,5339,12.6411759,85.269514,-5.15,-1.01,96,16.445,0.836,
0.753104,11.667208,85.276111,312,4454,00 46 40.13,+85 16 34,17.973,16.702,16.243,16.011,15.916,0,,PKM,11.6669368,85.276319,4975,11.6669368,85.276319,-7.28,2.04,0,16.485,0.613,
0.196826,12.011583,85.220556,313,1094,00 48 02.78,+85 13 14,18.47,16.808,16.259,16.067,16.282,98,,PKM,12.0109395,85.2205667,5087,12.0109395,85.220567,-5.62,-0.52,98,16.391,0.774,
0.245237,11.325667,85.253611,314,,00 45 18.16,+85 15 13,18.454,16.826,16.261,16.083,16.181,98,,PKM,11.3254831,85.2536774,4634,11.3254831,85.253677,-5.17,-0.81,98,16.455,0.782,
0.227393,11.888833,85.273333,315,1305,00 47 33.32,+85 16 24,18.887,16.963,16.261,16.054,16.011,82,,PKM,11.8885184,85.2733906,4982,11.8885184,85.273391,-5.99,-1.2,82,16.693,0.928,
1.011384,12.569875,85.259722,316,4352,00 50 16.77,+85 15 35,,,16.264,16.148,,86,b,PKM,12.5709289,85.2599891,5348,12.5709289,85.259989,-5.5,0.18,86,18.704,1.22,D
1.143956,11.007875,85.2175,317,,00 44 01.89,+85 13 03,17.997,16.721,16.273,16.087,16.157,0,,PKM,11.0074108,85.2178154,4356,11.0074108,85.217815,-4.69,1.81,0,16.43,0.633,
0.607733,12.008417,85.323333,318,,00 48 02.02,+85 19 24,18.473,16.844,16.278,16.034,16.139,98,,PKM,12.0085434,85.3235015,4914,12.0085434,85.323502,-5.18,-0.71,98,16.488,0.791,D
0.201077,12.427875,85.243333,319,2128,00 49 42.69,+85 14 36,18.145,16.768,16.283,16.12,16.008,0,,PKM,12.4272901,85.2433607,5380,12.4272901,85.243361,-8.08,0.78,0,16.438,0.698,
0.238649,12.785917,85.278056,320,,00 51 08.62,+85 16 41,18.739,16.996,16.288,16.026,15.989,99,,PKM,12.7852301,85.2780906,5324,12.7852301,85.278091,-5.19,-0.28,99,16.669,0.956,
0.184873,12.365792,85.201667,321,2365,00 49 27.79,+85 12 06,,16.84,16.302,16.14,15.93,0,,PKM,12.3651781,85.2016666,5448,12.3651781,85.201667,-5.88,2.59,0,17.443,0.818,
1.788062,11.922875,85.294722,322,4538,00 47 41.49,+85 17 41,18.847,16.98,16.308,16.036,16.044,0,,PKM,11.926745,85.295104,4942,11.926745,85.295104,37.95,41.04,0,17.58,0.869,
0.313915,12.229625,85.170833,323,,00 48 55.11,+85 10 15,18.499,16.871,16.315,16.127,16.222,96,,PKM,12.2286405,85.1708059,5478,12.2286405,85.170806,-5.29,0.09,96,16.525,0.795,
0.191403,12.147083,85.254722,324,1008,00 48 35.30,+85 15 17,18.469,16.864,16.319,16.148,16.267,97,,PKM,12.1465024,85.2547448,5011,12.1465024,85.254745,-5.73,-0.5,97,16.477,0.765,
1.443022,13.126083,85.227222,325,,00 52 30.26,+85 13 38,18.665,17.023,16.32,16.016,15.794,0,,PKM,13.1250221,85.227613,5702,13.1250221,85.227613,-1.6,1.85,0,16.555,0.923,
0.225423,12.077292,85.2925,326,2099,00 48 18.55,+85 17 33,18.333,16.821,16.32,16.152,16.066,93,,PKM,12.0770737,85.29256,4945,12.0770737,85.29256,-6.02,-0.65,93,16.486,0.733,
1.382449,11.195875,85.209722,327,,00 44 47.01,+85 12 35,18.657,16.923,16.331,16.118,16.017,97,,PKM,11.1952813,85.2101028,4707,11.1952813,85.210103,-5.11,-0.85,97,16.538,0.803,
0.508374,11.486917,85.204167,328,4502,00 45 56.86,+85 12 15,,16.899,16.368,16.048,16.086,98,,PKM,11.486384,85.204301,4715,11.486384,85.204301,-5.2,-0.08,98,17.677,0.956,
1.330302,11.138,85.300556,329,,00 44 33.12,+85 18 02,18.52,16.94,16.37,16.193,15.925,91,,PKM,11.1381901,85.3009252,4569,11.1381901,85.300925,-4.44,-0.62,91,16.566,0.761,
0.690406,11.526958,85.275556,330,1046,00 46 06.47,+85 16 32,18.731,17.053,16.387,16.097,15.982,0,,PKM,11.526891,85.2757477,4604,11.526891,85.275748,-4.27,1.31,0,16.622,0.874,
1.039474,12.765542,85.2275,331,,00 51 03.73,+85 13 39,18.644,16.996,16.389,16.206,16.116,98,,PKM,12.7644878,85.2277751,5405,12.7644878,85.227775,-5.45,-0.15,98,16.665,0.821,
0.319401,12.590917,85.208889,332,2147,00 50 21.82,+85 12 32,18.297,16.908,16.396,16.242,16.261,0,,PKM,12.589856,85.2088847,5436,12.589856,85.208885,-0.04,1.97,0,16.553,0.729,
0.182691,12.027583,85.215556,333,1096,00 48 06.62,+85 12 56,18.767,17.042,16.42,16.192,16.148,98,,PKM,12.0269748,85.2155574,5094,12.0269748,85.215557,-5.64,-0.44,98,16.6,0.831,
0.775856,12.046292,85.17,334,,00 48 11.11,+85 10 12,18.592,16.992,16.42,16.208,16.328,98,,PKM,12.0453473,85.1702003,5148,12.0453473,85.1702,-5.2,-0.18,98,16.594,0.791,
1.335439,11.556833,85.302778,335,4532,00 46 13.64,+85 18 10,,17.271,16.427,16.135,15.748,0,,PKM,11.5524397,85.3026876,5972,11.5524397,85.302688,-8.97,-5.11,0,17.737,1.159,D
1.378504,11.556833,85.302778,335,4532,00 46 13.64,+85 18 10,,17.271,16.427,16.135,15.748,0,,PKM,11.5588895,85.3031219,5971,11.5588895,85.303122,-3.94,-0.04,40,17.283,0.928,D
0.977115,11.327083,85.31,336,,00 45 18.50,+85 18 36,18.747,17.111,16.439,16.183,16.309,97,,PKM,11.327182,85.3102713,5825,11.327182,85.310271,-4.93,-0.86,97,16.728,0.836,D
0.750579,12.769958,85.274167,337,,00 51 04.79,+85 16 27,,17.044,16.439,16.166,,0,b,PKM,12.7691953,85.2743658,5328,12.7691953,85.274366,-3.64,3.22,0,17.671,0.882,D
0.514708,12.963417,85.186389,338,,00 51 51.22,+85 11 11,,17.157,16.439,15.95,,0,ab,PKM,12.9618661,85.1864482,5750,12.9618661,85.186448,3.26,-0.96,0,17.979,0.893,
0.397269,12.107958,85.206389,339,4639,00 48 25.91,+85 12 23,,17.677,16.466,15.966,15.83,0,,PKM,12.107335,85.2064863,5104,12.107335,85.206486,-8.69,3.98,0,16.911,1.325,
0.637016,11.724625,85.304722,340,2087,00 46 53.91,+85 18 17,19.303,17.231,16.467,16.256,16.024,93,,PKM,11.7245104,85.3048987,4930,11.7245104,85.304899,-5.44,-1.15,93,16.754,0.961,
0.278484,12.894125,85.212222,341,,00 51 34.59,+85 12 44,18.967,17.188,16.472,16.187,16.107,98,,PKM,12.8931982,85.2122216,5725,12.8931982,85.212222,-5.61,-0.5,98,16.842,0.984,
0.623782,11.7655,85.180278,342,,00 47 03.72,+85 10 49,18.684,17.053,16.472,16.283,16.421,97,,PKM,11.7647939,85.1804408,5137,11.7647939,85.180441,-4.96,-0.22,97,16.66,0.797,
0.664683,12.22875,85.286667,343,2101,00 48 54.90,+85 17 12,18.77,17.104,16.486,16.333,16.153,91,,PKM,12.2285792,85.2868511,5839,12.2285792,85.286851,-5.69,-1.14,91,16.708,0.812,
0.277253,11.966917,85.318889,344,,00 47 52.06,+85 19 08,15.962,16.122,16.491,16.83,,90,b,PKM,11.967036,85.3189654,4918,11.967036,85.318965,-4.95,0.34,90,16.268,-0.165,
0.240634,12.436958,85.232778,345,2130,00 49 44.87,+85 13 58,18.712,17.071,16.506,16.364,16.22,88,,PKM,12.4361538,85.232777,5398,12.4361538,85.232777,-6.1,-0.12,88,16.686,0.81,
0.313632,11.579125,85.213056,346,1110,00 46 18.99,+85 12 47,19.008,17.143,16.51,16.251,16.424,0,,PKM,11.5785683,85.2131297,4701,11.5785683,85.21313,-1.37,2.91,0,16.878,0.816,
0.337563,12.105875,85.243056,347,1161,00 48 25.41,+85 14 35,,17.49,16.512,16.101,15.917,73,,PKM,12.1048473,85.2430169,5046,12.1048473,85.243017,-6.5,-0.84,73,17.632,1.205,D
0.862800,11.971667,85.196944,348,2182,00 47 53.20,+85 11 49,18.717,17.103,16.52,16.336,16.02,95,,PKM,11.9708187,85.1971729,5113,11.9708187,85.197173,-5.56,0.19,95,16.667,0.79,
0.857797,11.732167,85.263333,349,1022,00 46 55.72,+85 15 48,18.783,17.111,16.521,16.321,16.442,97,,PKM,11.7319663,85.2635707,4995,11.7319663,85.263571,-5.56,-0.86,97,16.681,0.792,
0.187400,12.430708,85.322222,350,,00 49 43.37,+85 19 20,18.431,17.057,16.524,16.272,16.386,0,,PKM,12.4305801,85.322273,5290,12.4305801,85.322273,18.56,-2.33,0,16.702,0.745,
0.598228,13.076917,85.308333,351,,00 52 18.46,+85 18 30,18.784,17.136,16.528,16.308,16.195,96,,PKM,13.076582,85.3084969,5624,13.076582,85.308497,-4.7,-0.18,96,16.746,0.851,
0.262291,11.776958,85.262778,352,1023,00 47 06.47,+85 15 46,18.913,17.115,16.532,16.316,16.315,91,,PKM,11.7764966,85.2628401,4996,11.7764966,85.26284,-5.62,-1.16,91,16.721,0.808,
0.428705,12.731042,85.211667,353,2142,00 50 55.45,+85 12 42,18.866,17.155,16.535,16.341,16.374,98,,PKM,12.7299568,85.2117443,5432,12.7299568,85.211744,-5.56,-0.12,98,16.723,0.841,
0.305360,11.628958,85.185278,354,,00 46 30.95,+85 11 07,,17.155,16.538,16.163,16.119,93,,PKM,11.6286821,85.1853596,5130,11.6286821,85.18536,-4.84,0.05,93,17.567,1.006,D
1.033846,12.769458,85.229722,355,2135,00 51 04.67,+85 13 47,18.79,17.141,16.541,16.271,16.175,96,,PKM,12.7686154,85.2300005,5402,12.7686154,85.230001,-5.76,-0.12,96,16.825,0.841,
0.527718,11.372292,85.253056,356,,00 45 29.35,+85 15 11,,17.691,16.547,15.952,15.664,0,,PKM,11.3718205,85.2531973,4635,11.3718205,85.253197,-15.23,-1.07,0,17.31,1.375,
0.181023,12.080042,85.196944,357,2355,00 48 19.21,+85 11 49,,17.32,16.553,16.226,16.234,90,,PKM,12.079479,85.1969265,5114,12.079479,85.196927,-5.66,0.2,90,17.658,1.005,D
0.425749,11.886458,85.244722,358,1083,00 47 32.75,+85 14 41,19.006,17.223,16.569,16.378,16.257,97,,PKM,11.8860828,85.2448361,5039,11.8860828,85.244836,-5.71,-0.72,97,16.752,0.85,
0.334959,12.71025,85.217778,359,2141,00 50 50.46,+85 13 04,18.851,17.175,16.573,16.352,16.314,97,,PKM,12.7093005,85.2178269,5422,12.7093005,85.217827,-5.48,0.03,97,16.773,0.837,
0.365757,11.377417,85.161111,360,,00 45 30.58,+85 09 40,,17.31,16.574,16.268,16.416,0,,PKM,11.376619,85.1611871,4752,11.376619,85.161187,-9.1,4.75,0,17.087,0.938,
0.700148,12.167458,85.248611,361,1007,00 48 40.19,+85 14 55,18.664,17.137,16.575,16.36,16.414,0,,PKM,12.1669851,85.2488015,5030,12.1669851,85.248801,-5.11,3.47,0,16.728,0.786,
0.405398,12.544042,85.226111,362,2143,00 50 10.57,+85 13 34,,17.341,16.585,16.323,16.206,95,,PKM,12.5431095,85.2261926,5409,12.5431095,85.226193,-5.9,-0.18,95,16.846,0.97,
1.132323,12.839667,85.156111,363,,00 51 21.52,+85 09 22,18.964,17.198,16.592,16.387,16.143,98,,PKM,12.8380911,85.156396,5781,12.8380911,85.156396,-4.98,-0.41,98,16.788,0.841,
0.379144,12.1885,85.236389,364,1119,00 48 45.24,+85 14 11,,17.449,16.598,16.239,16.049,93,,PKM,12.1877382,85.2364732,5057,12.1877382,85.236473,-5.97,-0.77,93,17.015,0.988,
0.766841,12.184,85.310278,365,2094,00 48 44.16,+85 18 37,18.789,17.259,16.606,16.403,16.159,2,,PKM,12.1837728,85.3104902,4927,12.1837728,85.31049,-3.86,0.34,2,16.856,0.849,
0.247886,12.041458,85.321667,366,,00 48 09.95,+85 19 18,18.897,17.231,16.608,16.323,16.485,0,,PKM,12.0416248,85.3217345,4916,12.0416248,85.321735,3.69,1.07,0,16.824,0.826,
0.379026,12.284042,85.185833,367,,00 49 08.17,+85 11 09,18.77,17.2,16.611,16.401,16.249,0,,PKM,12.2828205,85.185857,5466,12.2828205,85.185857,0.48,1.83,0,16.805,0.808,
0.072274,11.830083,85.243611,368,4445,00 47 19.22,+85 14 37,18.992,17.238,16.64,16.493,16.532,98,,PKM,11.8298648,85.2436197,5045,11.8298648,85.24362,-5.65,-0.58,98,16.789,0.817,
0.259436,12.81975,85.306389,369,,00 51 16.74,+85 18 23,19.274,17.382,16.649,16.429,16.294,94,,PKM,12.8192064,85.3064457,5300,12.8192064,85.306446,-4.64,-0.17,94,16.918,0.935,
0.173610,12.342292,85.326389,370,,00 49 22.15,+85 19 35,18.949,17.292,16.659,16.501,16.199,97,,PKM,12.342183,85.3263416,5285,12.342183,85.326342,-4.94,-0.93,97,16.868,0.852,
0.610000,11.215542,85.299167,371,,00 44 51.73,+85 17 57,19.113,17.327,16.673,16.48,16.462,0,,PKM,11.2154947,85.2993364,4573,11.2154947,85.299336,3.67,2.28,0,16.906,0.845,
0.873492,11.047625,85.241667,372,,00 44 11.43,+85 14 30,18.615,17.197,16.684,16.527,16.346,0,,PKM,11.0473184,85.2419083,4653,11.0473184,85.241908,0.28,-0.79,0,16.818,0.715,
0.456652,12.208917,85.204167,373,2359,00 48 50.14,+85 12 15,,17.168,16.696,16.348,,73,b,PKM,12.208104,85.2042741,5442,12.208104,85.204274,-6.49,-0.1,73,18.046,1.093,
