# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Dec  8 07:03:41 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.2, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 9.84510 1.1351376772 2.4973781109    1.132  1.416  3.6672  2.697    3  0.000  0.429     0.00     0.00 -1 -1.11e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.284e-03 6.443e-03 -1.000 1.471e-02 1.229 4.020 2.971 1.858 1.188 0.646 -0.151 -0.768 -0.864
0.01471 0.00000 9.84510 1.1354759932 2.4974310398    1.133  1.466  3.6647  2.637    3  0.000  0.429     0.00     0.00 -1 -1.33e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.284e-03 6.443e-03 -1.000 1.471e-02 1.105 3.952 2.876 1.750 1.073 0.525 -0.281 -0.907 -1.004
0.01471 0.00000 9.84510 1.1357831955 2.4974789619    1.133  1.513  3.6621  2.579    3  0.000  0.429     0.00     0.00 -1 -1.58e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.285e-03 6.443e-03 -1.000 1.471e-02 0.987 3.888 2.785 1.648 0.963 0.409 -0.407 -1.040 -1.139
0.01471 0.00000 9.84510 1.1360846758 2.4975259304    1.133  1.558  3.6596  2.525    3  0.000  0.429     0.00     0.00 -1 -1.87e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.285e-03 6.443e-03 -1.000 1.471e-02 0.875 3.828 2.700 1.551 0.859 0.300 -0.526 -1.166 -1.268
0.01471 0.00000 9.84510 1.1364773512 2.4975872040    1.133  1.602  3.6573  2.472    3  0.000  0.429     0.00     0.00 -1  -2.2e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.766 3.781 2.622 1.459 0.759 0.194 -0.641 -1.289 -1.391
0.01471 0.00000 9.84510 1.1367120743 2.4976239204    1.133  1.572  3.6594  2.510    3  0.000  0.429     0.00     0.00 -1 -1.99e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.840 3.800 2.669 1.518 0.826 0.266 -0.561 -1.202 -1.304
0.01471 0.00000 9.84510 1.1368643045 2.4976475239    1.134  1.533  3.6620  2.560    3  0.000  0.429     0.00     0.00 -1 -1.72e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.938 3.841 2.738 1.600 0.915 0.361 -0.456 -1.089 -1.188
0.01471 0.00000 9.84510 1.1368974447 2.4976527691    1.134  1.524  3.6625  2.570    3  0.000  0.429     0.00     0.00 -1 -1.66e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.959 3.851 2.753 1.617 0.934 0.381 -0.434 -1.065 -1.165
0.01471 0.00000 9.84510 1.1369885206 2.4976670742    1.134  1.542  3.6615  2.548    3  0.000  0.429     0.00     0.00 -1 -1.76e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.914 3.828 2.719 1.579 0.893 0.338 -0.481 -1.116 -1.216
0.01471 0.00000 9.84510 1.1372293234 2.4977045059    1.134  1.590  3.6587  2.489    3  0.000  0.429     0.00     0.00 -1 -2.09e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.795 3.771 2.632 1.477 0.782 0.221 -0.608 -1.252 -1.353
0.01471 0.00000 9.84510 1.1374666691 2.4977414608    1.134  1.638  3.6560  2.431    3  0.000  0.429     0.00     0.00 -1 -2.49e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.675 3.734 2.551 1.378 0.673 0.105 -0.736 -1.387 -1.491
0.01471 0.00000 9.84510 1.1376874447 2.4977757931    1.134  1.685  3.6532  2.372    3  0.000  0.429     0.00     0.00 -1 -2.97e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.557 3.698 2.471 1.280 0.564 -0.011 -0.862 -1.522 -1.627
0.01471 0.00000 9.84510 1.1378866434 2.4978067875    1.134  1.731  3.6504  2.315    3  0.000  0.429     0.00     0.00 -1 -3.53e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.442 3.665 2.395 1.185 0.459 -0.123 -0.986 -1.653 -1.761
0.01471 0.00000 9.84510 1.1380702257 2.4978353977    1.134  1.777  3.6475  2.258    3  0.000  0.429     0.00     0.00 -1 -4.19e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.327 3.637 2.322 1.092 0.356 -0.234 -1.108 -1.785 -1.894
0.01471 0.00000 9.84510 1.1382422447 2.4978621006    1.134  1.824  3.6446  2.199    3  0.000  0.429     0.00     0.00 -1 -4.99e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.211 3.611 2.248 0.999 0.251 -0.347 -1.233 -1.918 -2.029
0.01471 0.00000 9.84510 1.1383951902 2.4978859425    1.134  1.869  3.6418  2.143    3  0.000  0.428     0.00     0.00 -1  -5.9e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.098 3.587 2.178 0.909 0.150 -0.456 -1.353 -2.047 -2.160
0.01471 0.00000 9.84510 1.1385378838 2.4979081154    1.134  1.914  3.6388  2.086    3  0.000  0.428     0.00     0.00 -1    -7e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 -0.015 3.565 2.109 0.821 0.050 -0.564 -1.474 -2.177 -2.292
0.01471 0.00000 9.84510 1.1386675835 2.4979281425    1.134  1.958  3.6359  2.030    3  0.000  0.428     0.00     0.00 -1 -8.28e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 -0.126 3.547 2.043 0.735 -0.046 -0.671 -1.593 -2.305 -2.423
0.01471 0.00000 9.84510 1.1387864351 2.4979465008    1.134  2.003  3.6329  1.973    3  0.000  0.428     0.00     0.00 -1 -9.79e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.237 3.517 1.978 0.649 -0.142 -0.777 -1.711 -2.430 -2.551
0.01471 0.00000 9.84510 1.1388956308 2.4979636669    1.134  2.047  3.6299  1.917    3  0.000  0.428     0.00     0.00 -1 -1.16e-10      0.00 6.909e-01 2.944e-01 2.071e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.348 3.471 1.913 0.560 -0.238 -0.880 -1.828 -2.551 -2.677
0.01471 0.00000 9.84510 1.1389944553 2.4979789257    1.133  2.091  3.6269  1.861    3  0.000  0.428     0.00     0.00 -1 -1.37e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.457 3.424 1.851 0.476 -0.329 -0.982 -1.942 -2.669 -2.801
0.01471 0.00000 9.84510 1.1390857697 2.4979929924    1.133  2.135  3.6239  1.805    3  0.000  0.428     0.00     0.00 -1 -1.61e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.567 3.375 1.788 0.392 -0.421 -1.082 -2.057 -2.788 -2.926
0.01471 0.00000 9.84510 1.1391688585 2.4980058670    1.133  2.178  3.6208  1.750    3  0.000  0.428     0.00     0.00 -1  -1.9e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.674 3.325 1.725 0.308 -0.511 -1.181 -2.169 -2.905 -3.048
0.01471 0.00000 9.84510 1.1392452717 2.4980177879    1.133  2.220  3.6177  1.695    3  0.000  0.428     0.00     0.00 -1 -2.23e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.781 3.273 1.663 0.228 -0.597 -1.279 -2.281 -3.021 -3.170
0.01471 0.00000 9.84510 1.1393167973 2.4980289936    1.132  2.263  3.6146  1.639    3  0.000  0.428     0.00     0.00 -1 -2.63e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -0.888 3.220 1.601 0.148 -0.685 -1.376 -2.393 -3.138 -3.294
0.01471 0.00000 9.84510 1.1393804550 2.4980387688    1.132  2.305  3.6116  1.585    3  0.000  0.428     0.00     0.00 -1 -3.08e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -0.992 3.170 1.541 0.071 -0.768 -1.470 -2.501 -3.251 -3.413
0.01471 0.00000 9.84510 1.1394413710 2.4980483055    1.132  2.347  3.6084  1.530    3  0.000  0.428     0.00     0.00 -1 -3.62e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -1.098 3.118 1.481 -0.006 -0.853 -1.565 -2.612 -3.367 -3.537
0.01471 0.00000 9.84510 1.1394952536 2.4980566502    1.131  2.388  3.6053  1.477    3  0.000  0.428     0.00     0.00 -1 -4.23e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.200 3.088 1.429 -0.074 -0.931 -1.657 -2.720 -3.482 -3.657
0.01471 0.00000 9.84510 1.1395452023 2.4980642796    1.131  2.429  3.6021  1.423    3  0.000  0.428     0.00     0.00 -1 -4.95e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.301 3.088 1.383 -0.138 -1.008 -1.750 -2.828 -3.599 -3.779
0.01471 0.00000 9.84510 1.1395925283 2.4980716705    1.130  2.470  3.5989  1.369    3  0.000  0.428     0.00     0.00 -1  -5.8e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.405 3.088 1.338 -0.200 -1.085 -1.845 -2.939 -3.718 -3.903
0.01471 0.00000 9.84510 1.1396347284 2.4980781078    1.130  2.510  3.5957  1.316    3  0.000  0.428     0.00     0.00 -1 -6.76e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.504 3.084 1.298 -0.254 -1.153 -1.935 -3.046 -3.833 -4.023
0.01471 0.00000 9.84510 1.1396740675 2.4980843067    1.129  2.549  3.5925  1.263    3  0.000  0.428     0.00     0.00 -1 -7.88e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.603 3.084 1.260 -0.308 -1.222 -2.025 -3.153 -3.949 -4.144
0.01471 0.00000 9.84510 1.1397106647 2.4980900288    1.128  2.589  3.5892  1.210    3  0.000  0.428     0.00     0.00 -1  -9.2e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.702 3.083 1.223 -0.359 -1.288 -2.114 -3.260 -4.065 -4.265
0.01471 0.00000 9.84510 1.1397432089 2.4980950356    1.128  2.626  3.5861  1.160    3  0.000  0.428     0.00     0.00 -1 -1.06e-09      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.796 3.080 1.193 -0.401 -1.345 -2.198 -3.362 -4.174 -4.379
0.01471 0.00000 9.84510 1.1397740841 2.4980998039    1.127  2.665  3.5827  1.108    3  0.000  0.428     0.00     0.00 -1 -1.24e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.891 3.080 1.165 -0.441 -1.402 -2.282 -3.465 -4.286 -4.496
0.01471 0.00000 9.84510 1.1398032904 2.4981043339    1.126  2.703  3.5794  1.056    3  0.000  0.428     0.00     0.00 -1 -1.44e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.987 3.080 1.139 -0.479 -1.456 -2.367 -3.568 -4.399 -4.614
0.01471 0.00000 9.84510 1.1398292780 2.4981083870    1.125  2.739  3.5761  1.007    3  0.000  0.428     0.00     0.00 -1 -1.65e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.077 3.075 1.122 -0.501 -1.497 -2.445 -3.667 -4.505 -4.725
0.01471 0.00000 9.84510 1.1398596764 2.4981131554    1.124  2.784  3.5720  0.945    3  0.000  0.428     0.00     0.00 -1 -1.97e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.190 3.076 1.106 -0.526 -1.547 -2.541 -3.791 -4.639 -4.866
0.01471 0.00000 9.84510 1.1398875713 2.4981174469    1.123  2.828  3.5678  0.883    3  0.000  0.428     0.00     0.00 -1 -2.35e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.301 3.078 1.102 -0.534 -1.584 -2.633 -3.915 -4.771 -5.005
0.01471 0.00000 9.84510 1.1399128437 2.4981212616    1.121  2.872  3.5635  0.822    3  0.000  0.428     0.00     0.00 -1  -2.8e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.409 3.078 1.106 -0.529 -1.610 -2.720 -4.036 -4.901 -5.141
0.01471 0.00000 9.84510 1.1399364471 2.4981248379    1.120  2.915  3.5593  0.761    3  0.000  0.428     0.00     0.00 -1 -3.32e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.517 3.079 1.115 -0.518 -1.633 -2.805 -4.156 -5.029 -5.277
0.01471 0.00000 9.84510 1.1399581432 2.4981284142    1.118  2.957  3.5550  0.701    3  0.000  0.428     0.00     0.00 -1 -3.94e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.622 3.077 1.143 -0.482 -1.638 -2.882 -4.274 -5.156 -5.410
0.01471 0.00000 9.84510 1.1399776936 2.4981312752    1.116  2.997  3.5508  0.643    3  0.000  0.428     0.00     0.00 -1 -4.64e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.723 3.078 1.172 -0.444 -1.641 -2.954 -4.387 -5.278 -5.539
0.01471 0.00000 9.84510 1.1399962902 2.4981341362    1.114  3.038  3.5465  0.585    3  0.000  0.428     0.00     0.00 -1 -5.47e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.824 3.077 1.222 -0.379 -1.627 -3.015 -4.503 -5.400 -5.669
0.01471 0.00000 9.84510 1.1400132179 2.4981367588    1.112  3.077  3.5422  0.528    3  0.000  0.428     0.00     0.00 -1 -6.43e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.922 3.077 1.277 -0.306 -1.607 -3.072 -4.614 -5.519 -5.795
0.01471 0.00000 9.84510 1.1400289536 2.4981391430    1.109  3.115  3.5379  0.471    3  0.000  0.428     0.00     0.00 -1 -7.53e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.018 3.078 1.347 -0.216 -1.577 -3.118 -4.724 -5.635 -5.919
0.01471 0.00000 9.84510 1.1400434971 2.4981415272    1.106  3.153  3.5336  0.415    3  0.000  0.428     0.00     0.00 -1 -8.81e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.113 3.081 1.436 -0.103 -1.534 -3.154 -4.834 -5.750 -6.042
0.01471 0.00000 9.84510 1.1400570869 2.4981436729    1.104  3.190  3.5293  0.360    3  0.000  0.428     0.00     0.00 -1 -1.03e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.206 3.084 1.531 0.017 -1.487 -3.183 -4.942 -5.863 -6.163
0.01471 0.00000 9.84510 1.1400697231 2.4981455803    1.100  3.226  3.5250  0.305    3  0.000  0.428     0.00     0.00 -1  -1.2e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.295 3.088 1.653 0.169 -1.420 -3.186 -5.047 -5.972 -6.281
0.01471 0.00000 9.84510 1.1400815248 2.4981474876    1.097  3.261  3.5207  0.252    3  0.000  0.428     0.00     0.00 -1 -1.39e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.384 3.095 1.780 0.326 -1.351 -3.186 -5.150 -6.079 -6.397
0.01471 0.00000 9.84510 1.1400924921 2.4981491566    1.093  3.296  3.5164  0.199    3  0.000  0.428     0.00     0.00 -1 -1.62e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.469 3.102 1.934 0.524 -1.255 -3.154 -5.250 -6.184 -6.511
0.01471 0.00000 9.84510 1.1401028633 2.4981505871    1.089  3.329  3.5122  0.147    3  0.000  0.428     0.00     0.00 -1 -1.87e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.553 3.111 2.095 0.732 -1.152 -3.113 -5.347 -6.285 -6.622
0.01471 0.00000 9.84510 1.1401126385 2.4981522560    1.085  3.362  3.5080  0.095    3  0.000  0.428     0.00     0.00 -1 -2.16e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.635 3.115 2.238 0.918 -1.061 -3.075 -5.442 -6.385 -6.729
0.01471 0.00000 9.84510 1.1401247978 2.4981541634    1.079  3.400  3.5030  0.034    3  0.000  0.428     0.00     0.00 -1 -2.58e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.731 3.119 2.402 1.128 -0.956 -3.023 -5.554 -6.502 -6.856
0.01471 0.00000 9.84510 1.1401247978 2.4981541634    1.078  1.705  3.6694  2.395    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.195e-03 6.433e-03 -1.000 1.471e-02 0.508 3.264 2.232 1.114 0.459 -0.078 -0.868 -1.473 -1.569
0.01471 0.00000 9.84510 1.1402578354 2.4981746674    1.078  1.714  3.6686  2.383    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.433e-03 -1.000 1.471e-02 0.484 3.260 2.218 1.096 0.437 -0.101 -0.894 -1.501 -1.597
0.01471 0.00000 9.84510 1.1403944492 2.4981958866    1.079  1.719  3.6684  2.378    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.474 3.256 2.211 1.086 0.427 -0.111 -0.905 -1.513 -1.609
0.01471 0.00000 9.84510 1.1405322552 2.4982171059    1.079  1.718  3.6686  2.379    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.474 3.251 2.209 1.085 0.427 -0.111 -0.904 -1.511 -1.607
0.01471 0.00000 9.84510 1.1406741142 2.4982390404    1.079  1.716  3.6691  2.383    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.479 3.245 2.208 1.087 0.431 -0.106 -0.898 -1.504 -1.599
0.01471 0.00000 9.84510 1.1408154964 2.4982609749    1.079  1.714  3.6695  2.387    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.485 3.239 2.209 1.090 0.435 -0.101 -0.890 -1.495 -1.590
0.01471 0.00000 9.84510 1.1409548521 2.4982824326    1.079  1.712  3.6700  2.392    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.491 3.233 2.209 1.093 0.440 -0.095 -0.883 -1.486 -1.581
0.01471 0.00000 9.84510 1.1410937309 2.4983038902    1.079  1.709  3.6705  2.396    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.497 3.228 2.210 1.097 0.445 -0.089 -0.875 -1.477 -1.572
0.01471 0.00000 9.84510 1.1412369013 2.4983260632    1.080  1.707  3.6709  2.400    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.503 3.224 2.211 1.100 0.449 -0.083 -0.868 -1.469 -1.563
0.01471 0.00000 9.84510 1.1413692236 2.4983465672    1.080  1.705  3.6713  2.404    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.508 3.219 2.211 1.102 0.453 -0.079 -0.862 -1.461 -1.555
0.01471 0.00000 9.84510 1.1415033340 2.4983673096    1.080  1.703  3.6717  2.407    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.512 3.215 2.212 1.105 0.456 -0.075 -0.857 -1.455 -1.549
0.01471 0.00000 9.84510 1.1416379213 2.4983880520    1.080  1.702  3.6720  2.410    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.516 3.211 2.212 1.106 0.459 -0.071 -0.852 -1.449 -1.543
0.01471 0.00000 9.84510 1.1417714357 2.4984085560    1.080  1.700  3.6723  2.412    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.519 3.207 2.212 1.108 0.462 -0.068 -0.848 -1.444 -1.538
0.01471 0.00000 9.84510 1.1419041157 2.4984290600    1.080  1.699  3.6726  2.415    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.522 3.203 2.211 1.109 0.464 -0.066 -0.844 -1.440 -1.533
0.01471 0.00000 9.84510 1.1420452595 2.4984507561    1.081  1.698  3.6728  2.417    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.524 3.199 2.211 1.110 0.465 -0.063 -0.841 -1.436 -1.529
0.01471 0.00000 9.84510 1.1420778036 2.4984557629    1.081  1.698  3.6729  2.417    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.525 3.198 2.210 1.110 0.466 -0.063 -0.840 -1.435 -1.528
0.01471 0.00000 9.84510 1.1422171593 2.4984774590    1.081  1.697  3.6731  2.419    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.526 3.195 2.210 1.110 0.467 -0.061 -0.838 -1.432 -1.525
0.01471 0.00000 9.84510 1.1423504353 2.4984979630    1.081  1.697  3.6733  2.420    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.528 3.191 2.209 1.110 0.467 -0.060 -0.836 -1.429 -1.522
0.01471 0.00000 9.84510 1.1424829960 2.4985182285    1.081  1.697  3.6735  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.140e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.528 3.188 2.207 1.110 0.467 -0.060 -0.835 -1.428 -1.521
0.01471 0.00000 9.84510 1.1426224709 2.4985399246    1.081  1.697  3.6736  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.139e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.528 3.185 2.206 1.109 0.467 -0.060 -0.835 -1.428 -1.520
0.01471 0.00000 9.84510 1.1427545547 2.4985601902    1.081  1.697  3.6737  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.527 3.183 2.204 1.107 0.466 -0.061 -0.836 -1.428 -1.521
0.01471 0.00000 9.84510 1.1428974867 2.4985821247    1.082  1.698  3.6737  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.525 3.180 2.202 1.105 0.464 -0.063 -0.837 -1.430 -1.522
0.01471 0.00000 9.84510 1.1430336237 2.4986031055    1.082  1.699  3.6737  2.420    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.522 3.178 2.199 1.102 0.461 -0.066 -0.840 -1.433 -1.525
0.01471 0.00000 9.84510 1.1430423260 2.4986045361    1.082  1.699  3.6737  2.420    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.522 3.178 2.199 1.102 0.461 -0.066 -0.841 -1.433 -1.526
0.01471 0.00000 9.84510 1.1431190968 2.4986162186    1.082  1.700  3.6737  2.419    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.520 3.176 2.197 1.100 0.458 -0.069 -0.843 -1.435 -1.528
0.01471 0.00000 9.84510 1.1432552338 2.4986371994    1.082  1.702  3.6736  2.416    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.435e-03 -1.000 1.471e-02 0.515 3.174 2.194 1.096 0.454 -0.073 -0.848 -1.441 -1.533
