# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Dec  8 07:03:41 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Attention: photometry includes extinction of Av=0.2, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 9.84510 0.7000000477 2.3779268265    0.700 -0.770  3.6550  4.626    1  0.000  0.544     0.00     0.00 -1 -1.24e-14      0.00 7.337e-01 2.526e-01 2.461e-03 6.643e-04 6.028e-03 -1.000 1.367e-02 6.696 10.014 8.677 7.486 6.690 6.095 5.271 4.614 4.508
0.01471 0.00000 9.84510 0.7248414159 2.3892738819    0.725 -0.689  3.6697  4.618    1  0.000  0.541     0.00     0.00 -1 -1.48e-14      0.00 7.349e-01 2.514e-01 2.435e-03 6.613e-04 6.006e-03 -1.000 1.365e-02 6.492 9.473 8.283 7.165 6.427 5.883 5.111 4.498 4.402
0.01471 0.00000 9.84510 0.7500000000 2.3998889923    0.750 -0.608  3.6840  4.609    1  0.000  0.537     0.00     0.00 -1 -1.77e-14      0.00 7.361e-01 2.504e-01 2.409e-03 6.584e-04 5.984e-03 -1.000 1.355e-02 6.291 8.946 7.913 6.864 6.183 5.674 4.954 4.390 4.300
0.01471 0.00000 9.84510 0.7543006539 2.4016222954    0.754 -0.595  3.6860  4.606    1  0.000  0.537     0.00     0.00 -1 -1.83e-14      0.00 7.364e-01 2.501e-01 2.407e-03 6.578e-04 5.978e-03 -1.000 1.354e-02 6.257 8.873 7.858 6.818 6.145 5.641 4.927 4.369 4.280
0.01471 0.00000 9.84510 0.7846656442 2.4132411480    0.784 -0.502  3.6997  4.586    1  0.000  0.537     0.00     0.00 -1 -2.27e-14      0.00 7.384e-01 2.482e-01 2.391e-03 6.535e-04 5.940e-03 -1.000 1.348e-02 6.026 8.353 7.484 6.506 5.884 5.409 4.742 4.225 4.143
0.01471 0.00000 9.84510 0.8000000119 2.4187245369    0.800 -0.456  3.7065  4.575    1  0.000  0.537     0.00     0.00 -1 -2.53e-14      0.00 7.394e-01 2.472e-01 2.383e-03 6.514e-04 5.921e-03 -1.000 1.342e-02 5.910 8.107 7.307 6.356 5.757 5.295 4.650 4.153 4.074
0.01471 0.00000 9.84510 0.8253658414 2.4272830486    0.825 -0.380  3.7172  4.555    1  0.000  0.537     0.00     0.00 -1 -3.04e-14      0.00 7.413e-01 2.453e-01 2.367e-03 6.472e-04 5.883e-03 -1.000 1.337e-02 5.719 7.714 7.023 6.115 5.550 5.108 4.498 4.031 3.956
0.01471 0.00000 9.84510 0.8490858674 2.4347562790    0.848 -0.309  3.7268  4.535    1  0.000  0.536     0.00     0.00 -1 -3.61e-14      0.00 7.432e-01 2.435e-01 2.352e-03 6.432e-04 5.848e-03 -1.000 1.332e-02 5.542 7.366 6.771 5.899 5.363 4.936 4.356 3.915 3.844
0.01471 0.00000 9.84510 0.8500000238 2.4350347519    0.849 -0.306  3.7272  4.534    1  0.000  0.536     0.00     0.00 -1 -3.64e-14      0.00 7.432e-01 2.434e-01 2.352e-03 6.430e-04 5.846e-03 -1.000 1.332e-02 5.535 7.353 6.762 5.891 5.356 4.930 4.351 3.911 3.840
0.01471 0.00000 9.84510 0.8685012460 2.4405252934    0.868 -0.250  3.7341  4.515    1  0.000  0.536     0.00     0.00 -1 -4.17e-14      0.00 7.450e-01 2.418e-01 2.338e-03 6.392e-04 5.812e-03 -1.000 1.321e-02 5.396 7.097 6.571 5.727 5.212 4.797 4.239 3.817 3.749
0.01471 0.00000 9.84510 0.8905233145 2.4467201233    0.890 -0.184  3.7420  4.492    1  0.000  0.536     0.00     0.00 -1 -4.93e-14      0.00 7.472e-01 2.397e-01 2.321e-03 6.346e-04 5.771e-03 -1.000 1.310e-02 5.231 6.797 6.346 5.535 5.042 4.641 4.108 3.705 3.640
0.01471 0.00000 9.84510 0.8999999762 2.4492788315    0.899 -0.156  3.7453  4.481    1  0.000  0.536     0.00     0.00 -1  -5.3e-14      0.00 7.481e-01 2.388e-01 2.313e-03 6.326e-04 5.753e-03 -1.000 1.307e-02 5.159 6.666 6.251 5.454 4.971 4.575 4.051 3.656 3.593
0.01471 0.00000 9.84510 0.9041506648 2.4503800869    0.903 -0.143  3.7467  4.476    1  0.000  0.536     0.00     0.00 -1 -5.48e-14      0.00 7.486e-01 2.383e-01 2.309e-03 6.315e-04 5.743e-03 -1.000 1.305e-02 5.128 6.611 6.210 5.419 4.940 4.546 4.026 3.634 3.572
0.01471 0.00000 9.84510 0.9177020192 2.4538958073    0.917 -0.102  3.7510  4.458    1  0.000  0.536     0.00     0.00 -1 -6.11e-14      0.00 7.503e-01 2.367e-01 2.296e-03 6.279e-04 5.711e-03 -1.000 1.300e-02 5.024 6.434 6.078 5.304 4.837 4.450 3.942 3.560 3.500
0.01471 0.00000 9.84510 0.9301835895 2.4570300579    0.929 -0.064  3.7548  4.441    1  0.000  0.536     0.00     0.00 -1 -6.75e-14      0.00 7.519e-01 2.352e-01 2.283e-03 6.245e-04 5.681e-03 -1.000 1.292e-02 4.929 6.280 5.958 5.199 4.743 4.362 3.863 3.490 3.432
0.01471 0.00000 9.84510 0.9422552586 2.4599709511    0.941 -0.027  3.7583  4.424    1  0.000  0.536     0.00     0.00 -1 -7.45e-14      0.00 7.535e-01 2.337e-01 2.271e-03 6.212e-04 5.651e-03 -1.000 1.283e-02 4.836 6.133 5.842 5.099 4.651 4.275 3.787 3.422 3.365
0.01471 0.00000 9.84510 0.9499999881 2.4618122578    0.949 -0.002  3.7605  4.412    1  0.000  0.536     0.00     0.00 -1 -7.95e-14      0.00 7.544e-01 2.327e-01 2.263e-03 6.191e-04 5.632e-03 -1.000 1.281e-02 4.776 6.040 5.768 5.033 4.592 4.219 3.737 3.376 3.320
0.01471 0.00000 9.84510 0.9640749097 2.4650719166    0.963  0.042  3.7641  4.389    1  0.000  0.536     0.00     0.00 -1 -8.97e-14      0.00 7.568e-01 2.305e-01 2.244e-03 6.140e-04 5.586e-03 -1.000 1.273e-02 4.666 5.879 5.635 4.916 4.484 4.117 3.644 3.292 3.238
0.01471 0.00000 9.84510 0.9746462107 2.4674491882    0.974  0.075  3.7666  4.370    1  0.000  0.536     0.00     0.00 -1 -9.86e-14      0.00 7.586e-01 2.288e-01 2.230e-03 6.101e-04 5.551e-03 -1.000 1.263e-02 4.582 5.760 5.535 4.827 4.402 4.039 3.573 3.226 3.173
0.01471 0.00000 9.84510 0.9936230779 2.4715707302    0.993  0.135  3.7707  4.335    1  0.000  0.535     0.00     0.00 -1 -1.17e-13      0.00 7.619e-01 2.256e-01 2.203e-03 6.030e-04 5.488e-03 -1.000 1.248e-02 4.432 5.554 5.359 4.669 4.254 3.898 3.442 3.105 3.054
0.01471 0.00000 9.84510 1.0000000000 2.4729156494    1.000  0.155  3.7719  4.322    1  0.000  0.535     0.00     0.00 -1 -1.24e-13      0.00 7.631e-01 2.245e-01 2.194e-03 6.006e-04 5.466e-03 -1.000 1.244e-02 4.382 5.489 5.302 4.617 4.205 3.851 3.399 3.063 3.013
0.01471 0.00000 9.84510 1.0033476353 2.4736137390    1.003  0.166  3.7725  4.315    1  0.000  0.535     0.00     0.00 -1 -1.27e-13      0.00 7.638e-01 2.238e-01 2.188e-03 5.989e-04 5.451e-03 -1.000 1.241e-02 4.356 5.455 5.272 4.590 4.180 3.826 3.375 3.042 2.991
0.01471 0.00000 9.84510 1.0131305456 2.4756233692    1.012  0.196  3.7738  4.295    1  0.000  0.535     0.00     0.00 -1 -1.37e-13      0.00 7.660e-01 2.217e-01 2.171e-03 5.944e-04 5.411e-03 -1.000 1.232e-02 4.280 5.363 5.188 4.512 4.105 3.754 3.306 2.976 2.926
0.01471 0.00000 9.84510 1.0287266970 2.4787364006    1.028  0.246  3.7757  4.258    1  0.000  0.535     0.00     0.00 -1 -1.55e-13      0.00 7.687e-01 2.191e-01 2.150e-03 5.887e-04 5.360e-03 -1.000 1.221e-02 4.154 5.212 5.049 4.382 3.980 3.633 3.190 2.863 2.814
0.01471 0.00000 9.84510 1.0412349701 2.4811556339    1.040  0.290  3.7771  4.226    1  0.000  0.535     0.00     0.00 -1 -1.74e-13      0.00 7.693e-01 2.185e-01 2.146e-03 5.876e-04 5.350e-03 -1.000 1.220e-02 4.046 5.087 4.932 4.272 3.874 3.529 3.089 2.766 2.718
0.01471 0.00000 9.84510 1.0499999523 2.4828116894    1.049  0.321  3.7777  4.200    1  0.000  0.535     0.00     0.00 -1 -1.89e-13      0.00 7.692e-01 2.186e-01 2.148e-03 5.881e-04 5.354e-03 -1.000 1.219e-02 3.967 5.000 4.849 4.192 3.796 3.451 3.014 2.692 2.644
0.01471 0.00000 9.84510 1.0514956713 2.4830911160    1.050  0.327  3.7778  4.196    1  0.000  0.535     0.00     0.00 -1 -1.91e-13      0.00 7.693e-01 2.185e-01 2.147e-03 5.880e-04 5.353e-03 -1.000 1.218e-02 3.954 4.985 4.834 4.178 3.782 3.438 3.000 2.679 2.631
0.01471 0.00000 9.84510 1.0612274408 2.4848868847    1.060  0.363  3.7778  4.163    1  0.000  0.535     0.00     0.00 -1 -2.12e-13      0.00 7.694e-01 2.184e-01 2.149e-03 5.884e-04 5.358e-03 -1.000 1.221e-02 3.862 4.892 4.741 4.085 3.690 3.346 2.909 2.587 2.539
0.01471 0.00000 9.84510 1.0694681406 2.4863781929    1.068  0.395  3.7774  4.133    1  0.000  0.535     0.00     0.00 -1 -2.32e-13      0.00 7.688e-01 2.189e-01 2.156e-03 5.905e-04 5.377e-03 -1.000 1.225e-02 3.782 4.817 4.663 4.006 3.610 3.266 2.827 2.504 2.456
0.01471 0.00000 9.84510 1.0797702074 2.4882056713    1.078  0.436  3.7761  4.091    1  0.000  0.534     0.00     0.00 -1 -2.62e-13      0.00 7.671e-01 2.205e-01 2.174e-03 5.955e-04 5.423e-03 -1.000 1.238e-02 3.679 4.729 4.567 3.905 3.507 3.161 2.718 2.393 2.345
0.01471 0.00000 9.84510 1.0887638330 2.4897687435    1.087  0.473  3.7731  4.045    2  0.000  0.534     0.00     0.00 -1 -2.95e-13      0.00 7.614e-01 2.259e-01 2.225e-03 6.095e-04 5.551e-03 -1.000 1.264e-02 3.587 4.672 4.492 3.818 3.413 3.062 2.611 2.280 2.230
0.01471 0.00000 9.84510 1.0968858004 2.4911549091    1.095  0.505  3.7679  3.997    2  0.000  0.535     0.00     0.00 -1  -3.3e-13      0.00 7.535e-01 2.335e-01 2.291e-03 6.275e-04 5.713e-03 -1.000 1.298e-02 3.509 4.653 4.443 3.748 3.332 2.972 2.508 2.165 2.113
0.01471 0.00000 9.84510 1.1000000238 2.4916803837    1.098  0.516  3.7654  3.976    2  0.000  0.535     0.00     0.00 -1 -3.45e-13      0.00 7.499e-01 2.369e-01 2.321e-03 6.355e-04 5.785e-03 -1.000 1.314e-02 3.480 4.656 4.430 3.724 3.302 2.939 2.468 2.119 2.065
0.01471 0.00000 9.84510 1.1063786745 2.4927456379    1.105  0.532  3.7560  3.925    2  0.000  0.536     0.00     0.00 -1 -3.75e-13      0.00 7.402e-01 2.463e-01 2.398e-03 6.563e-04 5.969e-03 -1.000 1.356e-02 3.440 4.738 4.448 3.704 3.260 2.882 2.384 2.014 1.957
0.01471 0.00000 9.84510 1.1102845669 2.4933910370    1.109  0.529  3.7453  3.887    2  0.000  0.536     0.00     0.00 -1 -3.87e-13      0.00 7.326e-01 2.535e-01 2.455e-03 6.717e-04 6.106e-03 -1.000 1.388e-02 3.447 4.896 4.524 3.738 3.268 2.872 2.344 1.948 1.886
0.01471 0.00000 9.84510 1.1126388311 2.4937775135    1.111  0.518  3.7353  3.859    2  0.000  0.536     0.00     0.00 -1 -3.88e-13      0.00 7.279e-01 2.581e-01 2.490e-03 6.811e-04 6.190e-03 -1.000 1.407e-02 3.475 5.068 4.618 3.794 3.300 2.889 2.332 1.910 1.845
0.01471 0.00000 9.84510 1.1142822504 2.4940459728    1.112  0.509  3.7269  3.835    2  0.000  0.537     0.00     0.00 -1  -3.9e-13      0.00 7.249e-01 2.609e-01 2.512e-03 6.870e-04 6.241e-03 -1.000 1.420e-02 3.497 5.218 4.701 3.845 3.330 2.905 2.321 1.877 1.809
0.01471 0.00000 9.84510 1.1158354282 2.4942991734    1.114  0.507  3.7188  3.805    2  0.000  0.537     0.00     0.00 -1 -3.99e-13      0.00 7.224e-01 2.633e-01 2.529e-03 6.916e-04 6.282e-03 -1.000 1.429e-02 3.502 5.351 4.766 3.879 3.344 2.905 2.295 1.829 1.757
0.01471 0.00000 9.84510 1.1176941395 2.4946010113    1.116  0.519  3.7103  3.760    2  0.000  0.537     0.00     0.00 -1 -4.29e-13      0.00 7.197e-01 2.659e-01 2.546e-03 6.961e-04 6.322e-03 -1.000 1.437e-02 3.473 5.462 4.803 3.884 3.327 2.873 2.235 1.744 1.669
0.01471 0.00000 9.84510 1.1195052862 2.4948940277    1.118  0.547  3.7037  3.707    2  0.000  0.537     0.00     0.00 -1 -4.84e-13      0.00 7.171e-01 2.684e-01 2.560e-03 6.998e-04 6.353e-03 -1.000 1.443e-02 3.404 5.504 4.788 3.844 3.269 2.803 2.143 1.634 1.556
0.01471 0.00000 9.84510 1.1200213432 2.4949772358    1.118  0.557  3.7022  3.690    2  0.000  0.537     0.00     0.00 -1 -5.05e-13      0.00 7.164e-01 2.692e-01 2.563e-03 7.007e-04 6.362e-03 -1.000 1.445e-02 3.377 5.503 4.774 3.824 3.245 2.777 2.111 1.597 1.519
0.01471 0.00000 9.84510 1.1205600500 2.4950640202    1.119  0.571  3.7011  3.671    2  0.000  0.537     0.00     0.00 -1 -5.33e-13      0.00 7.155e-01 2.700e-01 2.565e-03 7.017e-04 6.368e-03 -1.000 1.445e-02 3.341 5.486 4.748 3.793 3.211 2.741 2.071 1.554 1.475
0.01471 0.00000 9.84510 1.1221131086 2.4953138828    1.120  0.616  3.6981  3.615    3  0.000  0.535     0.00     0.00 -1 -6.26e-13      0.00 7.128e-01 2.727e-01 2.563e-03 7.068e-04 6.387e-03 -1.000 1.449e-02 3.229 5.421 4.661 3.694 3.105 2.629 1.948 1.423 1.342
0.01471 0.00000 9.84510 1.1233519316 2.4955124855    1.121  0.657  3.6962  3.567    3  0.000  0.529     0.00     0.00 -1 -7.24e-13      0.00 7.102e-01 2.752e-01 2.539e-03 7.252e-04 6.399e-03 -1.000 1.456e-02 3.127 5.349 4.575 3.601 3.008 2.528 1.840 1.309 1.228
0.01471 0.00000 9.84510 1.1247932911 2.4957430363    1.123  0.709  3.6943  3.508    3  0.000  0.513     0.00     0.00 -1  -8.7e-13      0.00 7.068e-01 2.786e-01 2.465e-03 7.965e-04 6.412e-03 -1.000 1.463e-02 2.997 5.248 4.461 3.480 2.883 2.399 1.704 1.167 1.085
0.01471 0.00000 9.84510 1.1258590221 2.4959132671    1.124  0.752  3.6929  3.461    3  0.000  0.494     0.00     0.00 -1 -1.01e-12      0.00 7.040e-01 2.813e-01 2.377e-03 8.997e-04 6.419e-03 -1.000 1.464e-02 2.890 5.165 4.367 3.379 2.779 2.292 1.593 1.051 0.969
0.01471 0.00000 9.84510 1.1270532608 2.4961032867    1.125  0.803  3.6914  3.404    3  0.000  0.474     0.00     0.00 -1 -1.21e-12      0.00 7.010e-01 2.843e-01 2.283e-03 1.017e-03 6.426e-03 -1.000 1.466e-02 2.762 5.064 4.252 3.258 2.653 2.164 1.459 0.913 0.830
0.01471 0.00000 9.84510 1.1279644966 2.4962480068    1.126  0.846  3.6902  3.356    3  0.000  0.461     0.00     0.00 -1 -1.41e-12      0.00 6.988e-01 2.865e-01 2.225e-03 1.091e-03 6.431e-03 -1.000 1.466e-02 2.654 4.979 4.157 3.155 2.548 2.056 1.347 0.798 0.714
0.01471 0.00000 9.84510 1.1288156509 2.4963829517    1.127  0.890  3.6889  3.308    3  0.000  0.452     0.00     0.00 -1 -1.65e-12      0.00 6.968e-01 2.885e-01 2.181e-03 1.147e-03 6.434e-03 -1.000 1.467e-02 2.546 4.896 4.062 3.054 2.444 1.949 1.235 0.682 0.598
0.01471 0.00000 9.84510 1.1295557022 2.4965000153    1.127  0.931  3.6877  3.262    3  0.000  0.446     0.00     0.00 -1  -1.9e-12      0.00 6.954e-01 2.899e-01 2.151e-03 1.185e-03 6.436e-03 -1.000 1.470e-02 2.444 4.817 3.972 2.958 2.344 1.847 1.128 0.572 0.487
0.01471 0.00000 9.84510 1.1304446459 2.4966406822    1.128  0.984  3.6859  3.202    3  0.000  0.440     0.00     0.00 -1  -2.3e-12      0.00 6.939e-01 2.914e-01 2.124e-03 1.220e-03 6.439e-03 -1.000 1.470e-02 2.311 4.718 3.857 2.834 2.216 1.714 0.989 0.428 0.343
0.01471 0.00000 9.84510 1.1310636997 2.4967381954    1.129  1.024  3.6845  3.156    3  0.000  0.436     0.00     0.00 -1 -2.66e-12      0.00 6.929e-01 2.923e-01 2.108e-03 1.240e-03 6.440e-03 -1.000 1.471e-02 2.209 4.644 3.770 2.740 2.118 1.614 0.883 0.318 0.232
0.01471 0.00000 9.84510 1.1317801476 2.4968512058    1.130  1.075  3.6826  3.098    3  0.000  0.433     0.00     0.00 -1 -3.19e-12      0.00 6.921e-01 2.932e-01 2.094e-03 1.258e-03 6.442e-03 -1.000 1.474e-02 2.082 4.554 3.662 2.622 1.995 1.487 0.750 0.179 0.092
0.01471 0.00000 9.84510 1.1323138475 2.4969351292    1.130  1.116  3.6810  3.051    3  0.000  0.432     0.00     0.00 -1  -3.7e-12      0.00 6.916e-01 2.937e-01 2.086e-03 1.268e-03 6.442e-03 -1.000 1.472e-02 1.979 4.484 3.576 2.528 1.896 1.385 0.641 0.066 -0.021
0.01471 0.00000 9.84510 1.1329126358 2.4970293045    1.131  1.167  3.6789  2.992    3  0.000  0.430     0.00     0.00 -1 -4.44e-12      0.00 6.912e-01 2.941e-01 2.080e-03 1.277e-03 6.443e-03 -1.000 1.473e-02 1.853 4.400 3.471 2.413 1.776 1.259 0.508 -0.073 -0.162
0.01471 0.00000 9.84510 1.1334642172 2.4971158504    1.131  1.219  3.6767  2.932    3  0.000  0.430     0.00     0.00 -1 -5.36e-12      0.00 6.910e-01 2.943e-01 2.077e-03 1.281e-03 6.443e-03 -1.000 1.472e-02 1.723 4.317 3.365 2.296 1.653 1.132 0.372 -0.217 -0.307
0.01471 0.00000 9.84510 1.1339423656 2.4971909523    1.131  1.268  3.6745  2.873    3  0.000  0.429     0.00     0.00 -1 -6.42e-12      0.00 6.910e-01 2.943e-01 2.075e-03 1.282e-03 6.443e-03 -1.000 1.471e-02 1.599 4.239 3.265 2.185 1.536 1.010 0.241 -0.354 -0.445
0.01471 0.00000 9.84510 1.1343798637 2.4972593784    1.132  1.318  3.6721  2.814    3  0.000  0.429     0.00     0.00 -1  -7.7e-12      0.00 6.909e-01 2.943e-01 2.075e-03 1.283e-03 6.443e-03 -1.000 1.471e-02 1.475 4.163 3.164 2.074 1.418 0.887 0.109 -0.493 -0.585
0.01471 0.00000 9.84510 1.1347849369 2.4973227978    1.132  1.369  3.6697  2.754    3  0.000  0.429     0.00     0.00 -1 -9.27e-12      0.00 6.909e-01 2.944e-01 2.075e-03 1.283e-03 6.443e-03 -1.000 1.471e-02 1.348 4.087 3.064 1.962 1.299 0.763 -0.024 -0.634 -0.728
