# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Dec  8 23:56:03 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Attention: photometry includes extinction of Av=0.2, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.01471 0.00000 9.84510 1.1443349123 2.4988031387    1.083  1.743  3.6700  2.362    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.202e-03 6.435e-03 -1.000 1.471e-02 0.413 4.009 1.594 0.635 0.328 0.138
0.01471 0.00000 9.84510 1.1444677114 2.4988236427    1.083  1.742  3.6702  2.363    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.202e-03 6.435e-03 -1.000 1.472e-02 0.415 4.006 1.594 0.635 0.329 0.139
0.01471 0.00000 9.84510 1.1446020603 2.4988441467    1.084  1.767  3.6678  2.329    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 0.352 4.008 1.556 0.582 0.271 0.076
0.01471 0.00000 9.84510 1.1447273493 2.4988634586    1.084  1.806  3.6642  2.276    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 0.254 4.008 1.495 0.498 0.178 -0.022
0.01471 0.00000 9.84510 1.1447886229 2.4988727570    1.084  1.845  3.6607  2.223    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 0.158 4.009 1.436 0.415 0.088 -0.119
0.01471 0.00000 9.84510 1.1448228359 2.4988780022    1.084  1.887  3.6569  2.166    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 0.053 4.013 1.372 0.326 -0.011 -0.224
0.01471 0.00000 9.84510 1.1448391676 2.4988806248    1.084  1.925  3.6535  2.114    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.044 4.017 1.315 0.245 -0.101 -0.320
0.01471 0.00000 9.84510 1.1448475122 2.4988818169    1.084  1.963  3.6502  2.063    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.137 4.022 1.259 0.166 -0.187 -0.413
0.01471 0.00000 9.84510 1.1448523998 2.4988825321    1.084  2.000  3.6469  2.012    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.231 4.029 1.206 0.089 -0.274 -0.506
0.01471 0.00000 9.84510 1.1448557377 2.4988830090    1.084  2.039  3.6435  1.960    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.327 4.014 1.149 0.010 -0.362 -0.600
0.01471 0.00000 9.84510 1.1448574066 2.4988832474    1.084  2.065  3.6413  1.925    7  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.394 3.996 1.110 -0.045 -0.422 -0.665
0.01471 0.00000 9.84510 1.1448581219 2.4988834858    1.084  2.077  3.6402  1.908    7  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.424 3.988 1.092 -0.070 -0.450 -0.694
0.01471 0.00000 9.84510 1.1448602676 2.4988837242    1.084  2.118  3.6368  1.854    7  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.525 3.959 1.032 -0.150 -0.541 -0.791
0.01471 0.00000 9.84510 1.1448621750 2.4988839626    1.084  2.150  3.6341  1.811    7  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.605 3.934 0.984 -0.214 -0.612 -0.868
0.01471 0.00000 9.84510 1.1448640823 2.4988844395    1.084  2.171  3.6323  1.783    7  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.658 3.917 0.952 -0.256 -0.659 -0.918
0.01471 0.00000 9.84510 1.1448661089 2.4988846779    1.084  2.187  3.6310  1.762    7  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.472e-02 -0.698 3.903 0.927 -0.288 -0.694 -0.956
0.01471 0.00000 9.84510 1.1448717117 2.4988856316    1.084  2.164  3.6330  1.793    7  0.000  0.443     0.00     0.00 -1 -1.62e-30      0.00 6.923e-01 2.930e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.473e-02 -0.641 3.921 0.962 -0.243 -0.644 -0.902
0.01471 0.00000 9.84510 1.1448755264 2.4988861084    1.084  2.148  3.6343  1.814    7  0.000  0.443     0.00     0.00 -1 -5.39e-29      0.00 6.923e-01 2.929e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.480e-02 -0.600 3.935 0.987 -0.210 -0.607 -0.862
0.01471 0.00000 9.84510 1.1448841095 2.4988875389    1.084  2.125  3.6362  1.844    7  0.000  0.443     0.00     0.00 -1 -1.71e-26      0.00 6.923e-01 2.928e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.492e-02 -0.543 3.954 1.021 -0.164 -0.557 -0.808
0.01471 0.00000 9.84510 1.1449019909 2.4988901615    1.084  2.121  3.6365  1.850    7  0.000  0.443     0.00     0.00 -1 -3.43e-23      0.00 6.923e-01 2.926e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.509e-02 -0.533 3.957 1.027 -0.156 -0.547 -0.799
0.01471 0.00000 9.84510 1.1449973583 2.4989047050    1.083  2.138  3.6350  1.826    7  0.000  0.443     0.00     0.00 -1  -2.5e-10      0.00 6.923e-01 2.920e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.575e-02 -0.576 3.945 1.002 -0.190 -0.585 -0.840
0.01471 0.00000 9.84510 1.1450595856 2.4989142418    1.082  2.181  3.6314  1.769    7  0.000  0.443     0.00     0.00 -1 -6.79e-10      0.00 6.923e-01 2.920e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.576e-02 -0.683 3.910 0.938 -0.276 -0.681 -0.942
0.01471 0.00000 9.84510 1.1451122761 2.4989223480    1.082  2.226  3.6275  1.708    7  0.000  0.443     0.00     0.00 -1 -8.55e-10      0.00 6.923e-01 2.920e-01 2.137e-03 1.203e-03 6.435e-03 -1.000 1.576e-02 -0.796 3.869 0.870 -0.363 -0.780 -1.049
0.01471 0.00000 9.84510 1.1451572180 2.4989292622    1.081  2.271  3.6237  1.648    7  0.000  0.443     0.00     0.00 -1 -1.07e-09      0.00 6.923e-01 2.920e-01 2.136e-03 1.203e-03 6.435e-03 -1.000 1.576e-02 -0.906 3.826 0.804 -0.448 -0.876 -1.153
0.01471 0.00000 9.84510 1.1451948881 2.4989349842    1.080  2.314  3.6200  1.590    7  0.000  0.443     0.00     0.00 -1 -1.33e-09      0.00 6.923e-01 2.920e-01 2.136e-03 1.203e-03 6.435e-03 -1.000 1.576e-02 -1.014 3.782 0.738 -0.531 -0.970 -1.255
0.01471 0.00000 9.84510 1.1452265978 2.4989399910    1.079  2.355  3.6165  1.534    7  0.000  0.443     0.00     0.00 -1 -1.64e-09      0.00 6.923e-01 2.920e-01 2.136e-03 1.204e-03 6.435e-03 -1.000 1.576e-02 -1.118 3.737 0.676 -0.608 -1.059 -1.352
0.01471 0.00000 9.84510 1.1452543736 2.4989442825    1.078  2.397  3.6129  1.478    7  0.000  0.443     0.00     0.00 -1 -2.02e-09      0.00 6.923e-01 2.920e-01 2.136e-03 1.204e-03 6.435e-03 -1.000 1.576e-02 -1.221 3.716 0.619 -0.684 -1.147 -1.449
0.01471 0.00000 9.84510 1.1452788115 2.4989478588    1.077  2.438  3.6094  1.422    7  0.000  0.443     0.00     0.00 -1 -2.48e-09      0.00 6.923e-01 2.920e-01 2.136e-03 1.204e-03 6.435e-03 -1.000 1.576e-02 -1.324 3.732 0.569 -0.757 -1.236 -1.548
0.01471 0.00000 9.84510 1.1453007460 2.4989511967    1.075  2.479  3.6058  1.366    7  0.000  0.443     0.00     0.00 -1 -3.06e-09      0.00 6.923e-01 2.920e-01 2.136e-03 1.204e-03 6.435e-03 -1.000 1.576e-02 -1.427 3.746 0.522 -0.825 -1.323 -1.647
0.01471 0.00000 9.84510 1.1453208923 2.4989542961    1.074  2.520  3.6022  1.310    7  0.000  0.443     0.00     0.00 -1 -3.73e-09      0.00 6.923e-01 2.920e-01 2.136e-03 1.204e-03 6.435e-03 -1.000 1.576e-02 -1.530 3.762 0.476 -0.894 -1.410 -1.745
0.01471 0.00000 9.84510 1.1453396082 2.4989571571    1.072  2.561  3.5975  1.249    7  0.000  0.442     0.00     0.00 -1 -4.54e-09      0.00 6.923e-01 2.920e-01 2.135e-03 1.204e-03 6.435e-03 -1.000 1.576e-02 -1.633 3.802 0.449 -0.946 -1.490 -1.842
0.01471 0.00000 9.84510 1.1453571320 2.4989600182    1.070  2.602  3.5916  1.184    7  0.000  0.442     0.00     0.00 -1 -5.59e-09      0.00 6.923e-01 2.920e-01 2.134e-03 1.204e-03 6.435e-03 -1.000 1.576e-02 -1.734 3.866 0.444 -0.978 -1.562 -1.937
0.01471 0.00000 9.84510 1.1453698874 2.4989619255    1.069  2.633  3.5875  1.136    7  0.000  0.442     0.00     0.00 -1 -6.49e-09      0.00 6.923e-01 2.920e-01 2.132e-03 1.206e-03 6.435e-03 -1.000 1.575e-02 -1.812 3.903 0.440 -0.999 -1.616 -2.009
0.01471 0.00000 9.84510 1.1453857422 2.4989643097    1.066  2.674  3.5835  1.078    7  0.000  0.441     0.00     0.00 -1 -7.91e-09      0.00 6.923e-01 2.920e-01 2.128e-03 1.210e-03 6.435e-03 -1.000 1.575e-02 -1.914 3.917 0.413 -1.042 -1.694 -2.105
0.01471 0.00000 9.84510 1.1454005241 2.4989666939    1.064  2.714  3.5796  1.022    7  0.000  0.440     0.00     0.00 -1  -9.6e-09      0.00 6.923e-01 2.920e-01 2.122e-03 1.217e-03 6.435e-03 -1.000 1.575e-02 -2.014 3.932 0.388 -1.083 -1.770 -2.200
0.01471 0.00000 9.84510 1.1454144716 2.4989688396    1.060  2.753  3.5756  0.965    7  0.000  0.438     0.00     0.00 -1 -1.16e-08      0.00 6.923e-01 2.920e-01 2.116e-03 1.224e-03 6.435e-03 -1.000 1.575e-02 -2.112 3.944 0.378 -1.101 -1.839 -2.292
0.01471 0.00000 9.84510 1.1454274654 2.4989707470    1.057  2.794  3.5714  0.906    7  0.000  0.437     0.00     0.00 -1 -1.41e-08      0.00 6.923e-01 2.920e-01 2.111e-03 1.230e-03 6.435e-03 -1.000 1.575e-02 -2.214 3.961 0.370 -1.118 -1.910 -2.388
0.01471 0.00000 9.84510 1.1454373598 2.4989721775    1.054  2.833  3.5673  0.849    7  0.000  0.436     0.00     0.00 -1  -1.7e-08      0.00 6.923e-01 2.920e-01 2.106e-03 1.236e-03 6.435e-03 -1.000 1.575e-02 -2.313 3.973 0.376 -1.116 -1.973 -2.479
0.01471 0.00000 9.84510 1.1454439163 2.4989731312    1.051  2.869  3.5634  0.796    7  0.000  0.435     0.00     0.00 -1 -2.01e-08      0.00 6.923e-01 2.920e-01 2.102e-03 1.241e-03 6.435e-03 -1.000 1.575e-02 -2.403 3.984 0.388 -1.103 -2.028 -2.562
0.01471 0.00000 9.84510 1.1454491615 2.4989740849    1.049  2.907  3.5592  0.741    7  0.000  0.435     0.00     0.00 -1  -2.4e-08      0.00 6.923e-01 2.920e-01 2.099e-03 1.245e-03 6.435e-03 -1.000 1.575e-02 -2.496 3.997 0.408 -1.081 -2.081 -2.646
0.01471 0.00000 9.84510 1.1454539299 2.4989748001    1.046  2.945  3.5549  0.685    7  0.000  0.434     0.00     0.00 -1 -2.85e-08      0.00 6.923e-01 2.920e-01 2.095e-03 1.249e-03 6.435e-03 -1.000 1.575e-02 -2.591 4.007 0.449 -1.032 -2.127 -2.727
0.01471 0.00000 9.84510 1.1454582214 2.4989755154    1.043  2.983  3.5505  0.627    7  0.000  0.434     0.00     0.00 -1 -3.39e-08      0.00 6.923e-01 2.920e-01 2.093e-03 1.252e-03 6.435e-03 -1.000 1.575e-02 -2.687 4.019 0.493 -0.979 -2.171 -2.809
0.01471 0.00000 9.84510 1.1454622746 2.4989759922    1.040  3.020  3.5460  0.570    7  0.000  0.433     0.00     0.00 -1 -4.03e-08      0.00 6.923e-01 2.920e-01 2.091e-03 1.255e-03 6.435e-03 -1.000 1.575e-02 -2.781 4.028 0.564 -0.896 -2.200 -2.881
0.01471 0.00000 9.84510 1.1454663277 2.4989767075    1.036  3.060  3.5411  0.510    7  0.000  0.433     0.00     0.00 -1 -4.85e-08      0.00 6.923e-01 2.920e-01 2.090e-03 1.256e-03 6.435e-03 -1.000 1.572e-02 -2.879 4.041 0.649 -0.798 -2.226 -2.955
0.01471 0.00000 9.84510 1.1454705000 2.4989774227    1.031  3.100  3.5359  0.447    7  0.000  0.433     0.00     0.00 -1 -5.82e-08      0.00 6.923e-01 2.920e-01 2.089e-03 1.257e-03 6.435e-03 -1.000 1.570e-02 -2.979 4.055 0.776 -0.661 -2.233 -3.019
0.01471 0.00000 9.84510 1.1454747915 2.4989778996    1.025  3.137  3.5310  0.388    7  0.000  0.433     0.00     0.00 -1 -6.94e-08      0.00 6.923e-01 2.920e-01 2.089e-03 1.257e-03 6.435e-03 -1.000 1.569e-02 -3.072 4.072 0.908 -0.520 -2.232 -3.073
0.01471 0.00000 9.84510 1.1454793215 2.4989786148    1.017  3.173  3.5259  0.328    7  0.000  0.433     0.00     0.00 -1 -8.28e-08      0.00 6.923e-01 2.920e-01 2.089e-03 1.257e-03 6.435e-03 -1.000 1.569e-02 -3.163 4.089 1.089 -0.345 -2.203 -3.106
0.01471 0.00000 9.84510 1.1454843283 2.4989793301    1.007  3.205  3.5211  0.273    7  0.000  0.433     0.00     0.00 -1 -9.68e-08      0.00 6.923e-01 2.920e-01 2.089e-03 1.257e-03 6.435e-03 -1.000 1.569e-02 -3.242 4.110 1.271 -0.172 -2.164 -3.127
0.01471 0.00000 9.84510 1.1454871893 2.4989798069    1.001  3.244  3.5156  0.209    7  0.000  0.433     0.00     0.00 -1 -1.16e-07      0.00 6.923e-01 2.920e-01 2.089e-03 1.257e-03 6.435e-03 -1.000 1.569e-02 -3.341 4.128 1.533 0.074 -2.088 -3.127
0.01471 0.00000 9.84510 1.1454877853 2.4989800453    0.999  3.254  3.5142  0.192    7  0.000  0.433     0.00     0.00 -1 -1.22e-07      0.00 6.923e-01 2.920e-01 2.089e-03 1.257e-03 6.435e-03 -1.000 1.569e-02 -3.365 4.133 1.603 0.140 -2.066 -3.124
0.01471 0.00000 9.84510 1.1454888582 2.4989800453    0.997  3.129  3.5304  0.381    7  0.000  0.433     0.00     0.00 -1 -7.31e-08      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.052 4.104 0.954 -0.474 -2.202 -3.050
0.01471 0.00000 9.84510 1.1454889774 2.4989800453    0.996  3.127  3.5308  0.385    7  0.000  0.433     0.00     0.00 -1 -7.26e-08      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.047 4.101 0.941 -0.487 -2.205 -3.048
0.01471 0.00000 9.84510 1.1454890966 2.4989800453    0.996  3.146  3.5283  0.356    7  0.000  0.433     0.00     0.00 -1 -7.84e-08      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.095 4.106 1.022 -0.408 -2.196 -3.069
0.01471 0.00000 9.84510 1.1454892159 2.4989802837    0.996  3.146  3.5284  0.356    7  0.000  0.433     0.00     0.00 -1 -7.84e-08      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.095 4.105 1.018 -0.412 -2.198 -3.070
0.01471 0.00000 9.84510 1.1454894543 2.4989802837    0.996  3.168  3.5255  0.322    7  0.000  0.433     0.00     0.00 -1 -8.58e-08      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.150 4.111 1.122 -0.314 -2.181 -3.089
0.01471 0.00000 9.84510 1.1454896927 2.4989802837    0.995  3.198  3.5215  0.276    7  0.000  0.433     0.00     0.00 -1 -9.75e-08      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.225 4.121 1.269 -0.173 -2.156 -3.114
0.01471 0.00000 9.84510 1.1454899311 2.4989802837    0.995  3.232  3.5168  0.223    7  0.000  0.433     0.00     0.00 -1 -1.12e-07      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.310 4.132 1.478 0.023 -2.100 -3.121
0.01471 0.00000 9.84510 1.1454901695 2.4989802837    0.994  3.265  3.5123  0.171    7  0.000  0.433     0.00     0.00 -1 -1.29e-07      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.393 4.144 1.704 0.234 -2.030 -3.115
0.01471 0.00000 9.84510 1.1454904079 2.4989802837    0.993  3.299  3.5074  0.117    7  0.000  0.433     0.00     0.00 -1 -1.49e-07      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.478 4.151 1.918 0.429 -1.963 -3.111
0.01471 0.00000 9.84510 1.1454908848 2.4989805222    0.992  3.335  3.5021  0.060    7  0.000  0.433     0.00     0.00 -1 -1.72e-07      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.568 4.158 2.149 0.630 -1.882 -3.099
0.01471 0.00000 9.84510 1.1454913616 2.4989805222    0.990  3.368  3.4973  0.007    7  0.000  0.433     0.00     0.00 -1 -1.98e-07      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.649 4.167 2.357 0.801 -1.800 -3.080
0.01471 0.00000 9.84510 1.1454920769 2.4989805222    0.986  3.402  3.4918 -0.051    7  0.523  0.433     0.00     0.00 -1 -2.29e-07      0.00 6.923e-01 2.920e-01 2.088e-03 1.258e-03 6.435e-03 -1.000 1.569e-02 -3.735 4.176 2.579 0.974 -1.706 -3.055
0.01471 0.00000 9.84510 1.1454926729 2.4989807606    0.982  3.421  3.4887 -0.084    8  0.525  0.453   206.24    98.10  0 -2.49e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.781 4.182 2.682 1.043 -1.662 -3.045
0.01471 0.00000 9.84510 1.1454927921 2.4989807606    0.982  3.156  3.5253  0.327    8  0.525  0.454    84.99    45.58  1 -8.52e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.120 4.138 1.159 -0.276 -2.147 -3.057
0.01471 0.00000 9.84510 1.1454927921 2.4989807606    0.982  3.037  3.5415  0.511    8  0.525  0.454    57.24    32.39  1 -5.18e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.824 4.091 0.689 -0.760 -2.177 -2.901
0.01471 0.00000 9.84510 1.1454930305 2.4989807606    0.981  2.867  3.5647  0.773    8  0.525  0.454    32.46    19.83  1 -2.49e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.397 3.990 0.366 -1.132 -2.034 -2.558
0.01471 0.00000 9.84510 1.1454932690 2.4989807606    0.979  2.890  3.5612  0.735    8  0.525  0.454    35.22    21.27  1 -2.77e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.455 4.014 0.398 -1.098 -2.061 -2.610
0.01471 0.00000 9.84510 1.1454936266 2.4989807606    0.977  3.014  3.5438  0.541    8  0.525  0.454    53.58    30.55  1 -4.76e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.766 4.095 0.661 -0.795 -2.153 -2.855
0.01471 0.00000 9.84510 1.1454941034 2.4989809990    0.975  3.173  3.5216  0.293    8  0.525  0.454    91.53    48.52  1  -9.3e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.162 4.167 1.320 -0.120 -2.097 -3.053
0.01471 0.00000 9.84510 1.1454946995 2.4989809990    0.972  3.304  3.5031  0.086    8  0.525  0.454   142.82    71.23  0  -1.6e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.490 4.201 2.153 0.643 -1.841 -3.044
0.01471 0.00000 9.84510 1.1454952955 2.4989809990    0.969  3.388  3.4910 -0.047    8  0.526  0.454   190.49    91.29  0 -2.26e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.700 4.213 2.649 1.039 -1.649 -3.006
0.01471 0.00000 9.84510 1.1454960108 2.4989812374    0.966  3.431  3.4844 -0.118    8  0.526  0.454   221.86   104.05  0 -2.71e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.807 4.214 2.803 1.110 -1.588 -3.009
0.01471 0.00000 9.84510 1.1454968452 2.4989812374    0.962  3.450  3.4811 -0.152    8  0.526  0.454   238.69   110.72  0 -2.95e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.854 4.221 2.879 1.141 -1.553 -3.005
0.01471 0.00000 9.84510 1.1454976797 2.4989814758    0.957  3.460  3.4807 -0.166    8  0.527  0.453   245.50   113.32  0 -3.12e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.879 4.213 2.875 1.130 -1.566 -3.022
0.01471 0.00000 9.84510 1.1454976797 2.4989814758    0.957  3.257  3.5065  0.140    8  0.527  0.454   127.02    64.10  0 -1.38e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.373 4.242 2.061 0.572 -1.833 -2.991
0.01471 0.00000 9.84510 1.1454977989 2.4989814758    0.956  3.084  3.5302  0.408    8  0.527  0.454    71.28    38.90  1 -6.76e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.939 4.196 1.069 -0.353 -2.085 -2.934
0.01471 0.00000 9.84510 1.1454980373 2.4989814758    0.955  2.913  3.5536  0.672    8  0.527  0.454    40.32    23.76  1 -3.28e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.512 4.115 0.570 -0.907 -2.031 -2.644
0.01471 0.00000 9.84510 1.1454982758 2.4989814758    0.954  2.935  3.5503  0.635    8  0.527  0.454    43.59    25.41  1 -3.63e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.568 4.132 0.613 -0.857 -2.051 -2.690
0.01471 0.00000 9.84510 1.1454985142 2.4989817142    0.951  3.057  3.5335  0.445    8  0.527  0.454    65.71    36.20  1 -6.14e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -2.873 4.192 0.988 -0.441 -2.080 -2.893
0.01471 0.00000 9.84510 1.1454989910 2.4989817142    0.949  3.213  3.5118  0.202    8  0.527  0.454   110.98    56.92  0 -1.18e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.261 4.252 1.852 0.387 -1.886 -2.975
0.01471 0.00000 9.84510 1.1454994678 2.4989817142    0.946  3.341  3.4938  0.001    8  0.528  0.454   171.36    82.79  0    -2e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.582 4.264 2.593 1.013 -1.629 -2.948
0.01471 0.00000 9.84510 1.1454999447 2.4989817142    0.942  3.422  3.4822 -0.129    8  0.528  0.454   226.45   105.24  0 -2.79e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.785 4.260 2.896 1.177 -1.516 -2.956
0.01471 0.00000 9.84510 1.1455006599 2.4989819527    0.938  3.463  3.4761 -0.196    8  0.528  0.454   261.51   119.04  0 -3.31e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.886 4.256 2.993 1.207 -1.486 -2.976
0.01471 0.00000 9.84510 1.1455012560 2.4989819527    0.934  3.479  3.4733 -0.226    8  0.529  0.454   278.95   125.71  0 -3.59e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.929 4.258 3.035 1.223 -1.471 -2.984
0.01471 0.00000 9.84510 1.1455020905 2.4989821911    0.929  3.487  3.4741 -0.233    8  0.529  0.453   283.10   127.14  0 -3.79e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.948 4.243 3.006 1.197 -1.501 -3.010
0.01471 0.00000 9.84510 1.1455020905 2.4989821911    0.928  3.293  3.4991  0.061    8  0.529  0.454   150.09    73.45  0 -1.74e-07      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.462 4.286 2.416 0.883 -1.682 -2.936
0.01471 0.00000 9.84510 1.1455022097 2.4989821911    0.927  3.121  3.5231  0.329    8  0.529  0.454    84.22    44.56  1 -8.64e-08      0.00 6.923e-01 2.931e-01 2.194e-03 1.260e-03 6.450e-03 -1.000 1.465e-02 -3.032 4.249 1.362 -0.073 -2.004 -2.940
