# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Dec  8 23:56:03 CET 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: SDSS <i>ugriz</i>
# Attention: photometry includes extinction of Av=0.2, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  umag    gmag    rmag    imag    zmag
0.01471 0.00000 9.84510 1.1347849369 2.4973227978    1.132  1.369  3.6697  2.754    3  0.000  0.429     0.00     0.00 -1 -9.27e-12      0.00 6.909e-01 2.944e-01 2.075e-03 1.283e-03 6.443e-03 -1.000 1.471e-02 1.348 4.935 2.534 1.572 1.264 1.074
0.01471 0.00000 9.84510 1.1351376772 2.4973781109    1.132  1.416  3.6672  2.697    3  0.000  0.429     0.00     0.00 -1 -1.11e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.284e-03 6.443e-03 -1.000 1.471e-02 1.229 4.869 2.438 1.463 1.149 0.954
0.01471 0.00000 9.84510 1.1354759932 2.4974310398    1.133  1.466  3.6647  2.637    3  0.000  0.429     0.00     0.00 -1 -1.33e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.284e-03 6.443e-03 -1.000 1.471e-02 1.105 4.802 2.338 1.350 1.030 0.831
0.01471 0.00000 9.84510 1.1357831955 2.4974789619    1.133  1.513  3.6621  2.579    3  0.000  0.429     0.00     0.00 -1 -1.58e-11      0.00 6.909e-01 2.944e-01 2.074e-03 1.285e-03 6.443e-03 -1.000 1.471e-02 0.987 4.739 2.243 1.242 0.916 0.713
0.01471 0.00000 9.84510 1.1360846758 2.4975259304    1.133  1.558  3.6596  2.525    3  0.000  0.429     0.00     0.00 -1 -1.87e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.285e-03 6.443e-03 -1.000 1.471e-02 0.875 4.681 2.154 1.140 0.809 0.601
0.01471 0.00000 9.84510 1.1364773512 2.4975872040    1.133  1.602  3.6573  2.472    3  0.000  0.429     0.00     0.00 -1  -2.2e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.766 4.636 2.071 1.042 0.705 0.492
0.01471 0.00000 9.84510 1.1367120743 2.4976239204    1.133  1.572  3.6594  2.510    3  0.000  0.429     0.00     0.00 -1 -1.99e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.840 4.653 2.122 1.107 0.775 0.566
0.01471 0.00000 9.84510 1.1368643045 2.4976475239    1.134  1.533  3.6620  2.560    3  0.000  0.429     0.00     0.00 -1 -1.72e-11      0.00 6.909e-01 2.944e-01 2.073e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.938 4.693 2.196 1.194 0.868 0.664
0.01471 0.00000 9.84510 1.1368974447 2.4976527691    1.134  1.524  3.6625  2.570    3  0.000  0.429     0.00     0.00 -1 -1.66e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.959 4.702 2.211 1.213 0.888 0.685
0.01471 0.00000 9.84510 1.1369885206 2.4976670742    1.134  1.542  3.6615  2.548    3  0.000  0.429     0.00     0.00 -1 -1.76e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.286e-03 6.444e-03 -1.000 1.471e-02 0.914 4.679 2.176 1.172 0.845 0.640
0.01471 0.00000 9.84510 1.1372293234 2.4977045059    1.134  1.590  3.6587  2.489    3  0.000  0.429     0.00     0.00 -1 -2.09e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.795 4.625 2.084 1.064 0.731 0.521
0.01471 0.00000 9.84510 1.1374666691 2.4977414608    1.134  1.638  3.6560  2.431    3  0.000  0.429     0.00     0.00 -1 -2.49e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.675 4.590 1.996 0.957 0.617 0.401
0.01471 0.00000 9.84510 1.1376874447 2.4977757931    1.134  1.685  3.6532  2.372    3  0.000  0.429     0.00     0.00 -1 -2.97e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.557 4.557 1.910 0.851 0.503 0.283
0.01471 0.00000 9.84510 1.1378866434 2.4978067875    1.134  1.731  3.6504  2.315    3  0.000  0.429     0.00     0.00 -1 -3.53e-11      0.00 6.909e-01 2.944e-01 2.072e-03 1.287e-03 6.444e-03 -1.000 1.471e-02 0.442 4.527 1.827 0.748 0.394 0.168
0.01471 0.00000 9.84510 1.1380702257 2.4978353977    1.134  1.777  3.6475  2.258    3  0.000  0.429     0.00     0.00 -1 -4.19e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.327 4.502 1.747 0.648 0.285 0.054
0.01471 0.00000 9.84510 1.1382422447 2.4978621006    1.134  1.824  3.6446  2.199    3  0.000  0.429     0.00     0.00 -1 -4.99e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.211 4.478 1.667 0.546 0.175 -0.062
0.01471 0.00000 9.84510 1.1383951902 2.4978859425    1.134  1.869  3.6418  2.143    3  0.000  0.428     0.00     0.00 -1  -5.9e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 0.098 4.457 1.590 0.449 0.069 -0.174
0.01471 0.00000 9.84510 1.1385378838 2.4979081154    1.134  1.914  3.6388  2.086    3  0.000  0.428     0.00     0.00 -1    -7e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 -0.015 4.439 1.514 0.352 -0.037 -0.285
0.01471 0.00000 9.84510 1.1386675835 2.4979281425    1.134  1.958  3.6359  2.030    3  0.000  0.428     0.00     0.00 -1 -8.28e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.288e-03 6.444e-03 -1.000 1.471e-02 -0.126 4.425 1.442 0.259 -0.141 -0.396
0.01471 0.00000 9.84510 1.1387864351 2.4979465008    1.134  2.003  3.6329  1.973    3  0.000  0.428     0.00     0.00 -1 -9.79e-11      0.00 6.909e-01 2.944e-01 2.071e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.237 4.395 1.370 0.167 -0.244 -0.504
0.01471 0.00000 9.84510 1.1388956308 2.4979636669    1.134  2.047  3.6299  1.917    3  0.000  0.428     0.00     0.00 -1 -1.16e-10      0.00 6.909e-01 2.944e-01 2.071e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.348 4.343 1.295 0.074 -0.345 -0.611
0.01471 0.00000 9.84510 1.1389944553 2.4979789257    1.133  2.091  3.6269  1.861    3  0.000  0.428     0.00     0.00 -1 -1.37e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.457 4.290 1.224 -0.013 -0.443 -0.716
0.01471 0.00000 9.84510 1.1390857697 2.4979929924    1.133  2.135  3.6239  1.805    3  0.000  0.428     0.00     0.00 -1 -1.61e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.567 4.236 1.152 -0.101 -0.541 -0.820
0.01471 0.00000 9.84510 1.1391688585 2.4980058670    1.133  2.178  3.6208  1.750    3  0.000  0.428     0.00     0.00 -1  -1.9e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.674 4.180 1.080 -0.188 -0.637 -0.922
0.01471 0.00000 9.84510 1.1392452717 2.4980177879    1.133  2.220  3.6177  1.695    3  0.000  0.428     0.00     0.00 -1 -2.23e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.471e-02 -0.781 4.122 1.011 -0.271 -0.730 -1.023
0.01471 0.00000 9.84510 1.1393167973 2.4980289936    1.132  2.263  3.6146  1.639    3  0.000  0.428     0.00     0.00 -1 -2.63e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -0.888 4.062 0.941 -0.355 -0.824 -1.125
0.01471 0.00000 9.84510 1.1393804550 2.4980387688    1.132  2.305  3.6116  1.585    3  0.000  0.428     0.00     0.00 -1 -3.08e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -0.992 4.006 0.873 -0.436 -0.914 -1.222
0.01471 0.00000 9.84510 1.1394413710 2.4980483055    1.132  2.347  3.6084  1.530    3  0.000  0.428     0.00     0.00 -1 -3.62e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.289e-03 6.444e-03 -1.000 1.470e-02 -1.098 3.946 0.805 -0.518 -1.006 -1.322
0.01471 0.00000 9.84510 1.1394952536 2.4980566502    1.131  2.388  3.6053  1.477    3  0.000  0.428     0.00     0.00 -1 -4.23e-10      0.00 6.909e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.200 3.914 0.746 -0.592 -1.093 -1.418
0.01471 0.00000 9.84510 1.1395452023 2.4980642796    1.131  2.429  3.6021  1.423    3  0.000  0.428     0.00     0.00 -1 -4.95e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.301 3.919 0.694 -0.663 -1.180 -1.515
0.01471 0.00000 9.84510 1.1395925283 2.4980716705    1.130  2.470  3.5989  1.369    3  0.000  0.428     0.00     0.00 -1  -5.8e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.405 3.922 0.643 -0.733 -1.269 -1.615
0.01471 0.00000 9.84510 1.1396347284 2.4980781078    1.130  2.510  3.5957  1.316    3  0.000  0.428     0.00     0.00 -1 -6.76e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.504 3.923 0.598 -0.794 -1.352 -1.711
0.01471 0.00000 9.84510 1.1396740675 2.4980843067    1.129  2.549  3.5925  1.263    3  0.000  0.428     0.00     0.00 -1 -7.88e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.603 3.926 0.555 -0.855 -1.434 -1.806
0.01471 0.00000 9.84510 1.1397106647 2.4980900288    1.128  2.589  3.5892  1.210    3  0.000  0.428     0.00     0.00 -1  -9.2e-10      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.702 3.930 0.513 -0.913 -1.516 -1.901
0.01471 0.00000 9.84510 1.1397432089 2.4980950356    1.128  2.626  3.5861  1.160    3  0.000  0.428     0.00     0.00 -1 -1.06e-09      0.00 6.908e-01 2.944e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.796 3.930 0.479 -0.960 -1.591 -1.991
0.01471 0.00000 9.84510 1.1397740841 2.4980998039    1.127  2.665  3.5827  1.108    3  0.000  0.428     0.00     0.00 -1 -1.24e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.891 3.934 0.446 -1.006 -1.667 -2.082
0.01471 0.00000 9.84510 1.1398032904 2.4981043339    1.126  2.703  3.5794  1.056    3  0.000  0.428     0.00     0.00 -1 -1.44e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -1.987 3.938 0.416 -1.050 -1.741 -2.173
0.01471 0.00000 9.84510 1.1398292780 2.4981083870    1.125  2.739  3.5761  1.007    3  0.000  0.428     0.00     0.00 -1 -1.65e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.077 3.937 0.396 -1.075 -1.808 -2.258
0.01471 0.00000 9.84510 1.1398596764 2.4981131554    1.124  2.784  3.5720  0.945    3  0.000  0.428     0.00     0.00 -1 -1.97e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.190 3.943 0.377 -1.104 -1.890 -2.365
0.01471 0.00000 9.84510 1.1398875713 2.4981174469    1.123  2.828  3.5678  0.883    3  0.000  0.428     0.00     0.00 -1 -2.35e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.301 3.950 0.371 -1.116 -1.966 -2.468
0.01471 0.00000 9.84510 1.1399128437 2.4981212616    1.121  2.872  3.5635  0.822    3  0.000  0.428     0.00     0.00 -1  -2.8e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.409 3.954 0.375 -1.112 -2.035 -2.568
0.01471 0.00000 9.84510 1.1399364471 2.4981248379    1.120  2.915  3.5593  0.761    3  0.000  0.428     0.00     0.00 -1 -3.32e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.517 3.959 0.384 -1.102 -2.102 -2.666
0.01471 0.00000 9.84510 1.1399581432 2.4981284142    1.118  2.957  3.5550  0.701    3  0.000  0.428     0.00     0.00 -1 -3.94e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.622 3.961 0.413 -1.064 -2.158 -2.758
0.01471 0.00000 9.84510 1.1399776936 2.4981312752    1.116  2.997  3.5508  0.643    3  0.000  0.428     0.00     0.00 -1 -4.64e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.723 3.965 0.445 -1.025 -2.211 -2.846
0.01471 0.00000 9.84510 1.1399962902 2.4981341362    1.114  3.038  3.5465  0.585    3  0.000  0.428     0.00     0.00 -1 -5.47e-09      0.00 6.908e-01 2.945e-01 2.070e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.824 3.967 0.501 -0.959 -2.250 -2.927
0.01471 0.00000 9.84510 1.1400132179 2.4981367588    1.112  3.077  3.5422  0.528    3  0.000  0.428     0.00     0.00 -1 -6.43e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -2.922 3.969 0.564 -0.885 -2.285 -3.003
0.01471 0.00000 9.84510 1.1400289536 2.4981391430    1.109  3.115  3.5379  0.471    3  0.000  0.428     0.00     0.00 -1 -7.53e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.018 3.972 0.645 -0.796 -2.310 -3.073
0.01471 0.00000 9.84510 1.1400434971 2.4981415272    1.106  3.153  3.5336  0.415    3  0.000  0.428     0.00     0.00 -1 -8.81e-09      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.113 3.976 0.748 -0.686 -2.323 -3.135
0.01471 0.00000 9.84510 1.1400570869 2.4981436729    1.104  3.190  3.5293  0.360    3  0.000  0.428     0.00     0.00 -1 -1.03e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.206 3.981 0.859 -0.570 -2.331 -3.192
0.01471 0.00000 9.84510 1.1400697231 2.4981455803    1.100  3.226  3.5250  0.305    3  0.000  0.428     0.00     0.00 -1  -1.2e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.295 3.985 1.008 -0.430 -2.314 -3.228
0.01471 0.00000 9.84510 1.1400815248 2.4981474876    1.097  3.261  3.5207  0.252    3  0.000  0.428     0.00     0.00 -1 -1.39e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.384 3.991 1.160 -0.287 -2.295 -3.262
0.01471 0.00000 9.84510 1.1400924921 2.4981491566    1.093  3.296  3.5164  0.199    3  0.000  0.428     0.00     0.00 -1 -1.62e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.469 3.997 1.353 -0.106 -2.245 -3.272
0.01471 0.00000 9.84510 1.1401028633 2.4981505871    1.089  3.329  3.5122  0.147    3  0.000  0.428     0.00     0.00 -1 -1.87e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.553 4.004 1.557 0.083 -2.188 -3.274
0.01471 0.00000 9.84510 1.1401126385 2.4981522560    1.085  3.362  3.5080  0.095    3  0.000  0.428     0.00     0.00 -1 -2.16e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.635 4.007 1.740 0.249 -2.135 -3.277
0.01471 0.00000 9.84510 1.1401247978 2.4981541634    1.079  3.400  3.5030  0.034    3  0.000  0.428     0.00     0.00 -1 -2.58e-08      0.00 6.908e-01 2.945e-01 2.069e-03 1.290e-03 6.444e-03 -1.000 1.470e-02 -3.731 4.007 1.952 0.432 -2.067 -3.275
0.01471 0.00000 9.84510 1.1401247978 2.4981541634    1.078  1.705  3.6694  2.395    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.195e-03 6.433e-03 -1.000 1.471e-02 0.508 4.109 1.693 0.732 0.424 0.233
0.01471 0.00000 9.84510 1.1402578354 2.4981746674    1.078  1.714  3.6686  2.383    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.433e-03 -1.000 1.471e-02 0.484 4.107 1.678 0.711 0.402 0.209
0.01471 0.00000 9.84510 1.1403944492 2.4981958866    1.079  1.719  3.6684  2.378    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.474 4.102 1.669 0.701 0.391 0.198
0.01471 0.00000 9.84510 1.1405322552 2.4982171059    1.079  1.718  3.6686  2.379    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.474 4.097 1.668 0.701 0.392 0.199
0.01471 0.00000 9.84510 1.1406741142 2.4982390404    1.079  1.716  3.6691  2.383    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.479 4.091 1.668 0.704 0.396 0.204
0.01471 0.00000 9.84510 1.1408154964 2.4982609749    1.079  1.714  3.6695  2.387    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.142e-03 1.196e-03 6.434e-03 -1.000 1.471e-02 0.485 4.085 1.669 0.708 0.401 0.210
0.01471 0.00000 9.84510 1.1409548521 2.4982824326    1.079  1.712  3.6700  2.392    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.491 4.079 1.671 0.713 0.406 0.216
0.01471 0.00000 9.84510 1.1410937309 2.4983038902    1.079  1.709  3.6705  2.396    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.497 4.073 1.673 0.717 0.412 0.222
0.01471 0.00000 9.84510 1.1412369013 2.4983260632    1.080  1.707  3.6709  2.400    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.503 4.068 1.674 0.722 0.417 0.228
0.01471 0.00000 9.84510 1.1413692236 2.4983465672    1.080  1.705  3.6713  2.404    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.197e-03 6.434e-03 -1.000 1.471e-02 0.508 4.064 1.676 0.725 0.422 0.233
0.01471 0.00000 9.84510 1.1415033340 2.4983673096    1.080  1.703  3.6717  2.407    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.512 4.059 1.676 0.728 0.425 0.238
0.01471 0.00000 9.84510 1.1416379213 2.4983880520    1.080  1.702  3.6720  2.410    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.516 4.055 1.677 0.731 0.429 0.241
0.01471 0.00000 9.84510 1.1417714357 2.4984085560    1.080  1.700  3.6723  2.412    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.141e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.519 4.051 1.677 0.733 0.431 0.245
0.01471 0.00000 9.84510 1.1419041157 2.4984290600    1.080  1.699  3.6726  2.415    4  0.000  0.444     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.522 4.047 1.678 0.735 0.434 0.248
0.01471 0.00000 9.84510 1.1420452595 2.4984507561    1.081  1.698  3.6728  2.417    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.524 4.042 1.678 0.736 0.436 0.250
0.01471 0.00000 9.84510 1.1420778036 2.4984557629    1.081  1.698  3.6729  2.417    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.198e-03 6.434e-03 -1.000 1.471e-02 0.525 4.042 1.677 0.736 0.436 0.251
0.01471 0.00000 9.84510 1.1422171593 2.4984774590    1.081  1.697  3.6731  2.419    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.526 4.038 1.677 0.737 0.438 0.252
0.01471 0.00000 9.84510 1.1423504353 2.4984979630    1.081  1.697  3.6733  2.420    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.924e-01 2.929e-01 2.140e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.528 4.034 1.677 0.738 0.439 0.254
0.01471 0.00000 9.84510 1.1424829960 2.4985182285    1.081  1.697  3.6735  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.140e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.528 4.031 1.676 0.738 0.439 0.254
0.01471 0.00000 9.84510 1.1426224709 2.4985399246    1.081  1.697  3.6736  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.139e-03 1.199e-03 6.434e-03 -1.000 1.471e-02 0.528 4.028 1.674 0.737 0.438 0.254
0.01471 0.00000 9.84510 1.1427545547 2.4985601902    1.081  1.697  3.6737  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.527 4.025 1.673 0.736 0.437 0.253
0.01471 0.00000 9.84510 1.1428974867 2.4985821247    1.082  1.698  3.6737  2.421    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.929e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.525 4.023 1.670 0.734 0.435 0.251
0.01471 0.00000 9.84510 1.1430336237 2.4986031055    1.082  1.699  3.6737  2.420    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.522 4.020 1.668 0.731 0.432 0.248
0.01471 0.00000 9.84510 1.1430423260 2.4986045361    1.082  1.699  3.6737  2.420    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.522 4.020 1.667 0.731 0.432 0.248
0.01471 0.00000 9.84510 1.1431190968 2.4986162186    1.082  1.700  3.6737  2.419    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.434e-03 -1.000 1.471e-02 0.520 4.019 1.665 0.729 0.430 0.246
0.01471 0.00000 9.84510 1.1432552338 2.4986371994    1.082  1.702  3.6736  2.416    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.200e-03 6.435e-03 -1.000 1.471e-02 0.515 4.017 1.662 0.724 0.425 0.241
0.01471 0.00000 9.84510 1.1433877945 2.4986577034    1.082  1.704  3.6734  2.414    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.139e-03 1.201e-03 6.435e-03 -1.000 1.471e-02 0.509 4.016 1.657 0.719 0.420 0.235
0.01471 0.00000 9.84510 1.1435205936 2.4986779690    1.082  1.707  3.6732  2.410    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.138e-03 1.201e-03 6.435e-03 -1.000 1.471e-02 0.502 4.014 1.652 0.712 0.413 0.228
0.01471 0.00000 9.84510 1.1436558962 2.4986989498    1.082  1.711  3.6729  2.405    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.138e-03 1.201e-03 6.435e-03 -1.000 1.471e-02 0.492 4.013 1.646 0.704 0.403 0.218
0.01471 0.00000 9.84510 1.1437914371 2.4987196922    1.083  1.716  3.6725  2.399    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.138e-03 1.201e-03 6.435e-03 -1.000 1.471e-02 0.480 4.012 1.638 0.694 0.392 0.206
0.01471 0.00000 9.84510 1.1439254284 2.4987401962    1.083  1.721  3.6720  2.391    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.138e-03 1.201e-03 6.435e-03 -1.000 1.471e-02 0.467 4.011 1.629 0.682 0.380 0.193
0.01471 0.00000 9.84510 1.1440600157 2.4987609386    1.083  1.727  3.6715  2.383    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.138e-03 1.202e-03 6.435e-03 -1.000 1.471e-02 0.452 4.010 1.619 0.669 0.365 0.177
0.01471 0.00000 9.84510 1.1441929340 2.4987814426    1.083  1.734  3.6708  2.373    4  0.000  0.443     0.00     0.00 -1    -1e-30      0.00 6.923e-01 2.930e-01 2.138e-03 1.202e-03 6.435e-03 -1.000 1.471e-02 0.434 4.009 1.607 0.653 0.348 0.159
